kai,datetime,Tem,DO,Sal,Chl.a
HAR,2020-02-19 13:12:00,11.17,9.16,32.58,0.8
HIU,2020-02-19 13:30:00,11.83,8.86,32.95,1.6
HAR,2020-02-19 14:22:00,10.83,9.36,32.46,0.7
BS2,2020-02-20 08:13:00,10.08,8.4,32.43,1.5
HIU,2020-02-20 08:46:00,11.78,8.77,32.97,1.9
HAR,2020-02-20 09:18:00,10.67,9.01,32.4,1.1
BS2,2020-02-20 09:39:00,9.85,8.61,31.94,1.7
HIU,2020-02-20 09:47:00,10.87,9.25,32.4,2.5
HAR,2020-02-20 09:57:00,10.86,8.87,32.48,0.7
OSK,2020-02-20 10:05:00,10.75,10.23,30.57,10.2
OSK,2020-02-20 10:45:00,11.35,10.37,30.12,10.5
HIU,2020-02-20 10:50:00,10.54,9.24,32.59,2.6
IY1,2020-02-20 11:01:00,13.12,8.68,33.5,1.4
BS2,2020-02-20 11:07:00,10.04,8.69,31.98,2.1
HAR,2020-02-20 11:07:00,10.91,8.93,32.37,1
HIU,2020-02-20 11:47:00,10.77,9.16,32.67,1.5
OSK,2020-02-20 12:07:00,11.12,9.44,31.34,2.6
HAR,2020-02-20 12:09:00,10.52,9.19,32.22,1.4
IY1,2020-02-20 12:11:00,12.89,9.04,33.41,0.6
HIU,2020-02-20 12:48:00,11.76,8.88,32.91,1.1
IY1,2020-02-20 13:05:00,12.78,8.88,33.32,0.8
HAR,2020-02-20 13:08:00,11.04,8.9,32.42,1
OSK,2020-02-20 13:14:00,11.13,8.95,32.38,2.9
BS2,2020-02-20 13:31:00,10.14,8.87,31.89,1.4
HAR,2020-02-20 14:01:00,10.42,9.33,31.92,1.1
OSK,2020-02-20 14:05:00,11.2,9.64,32.36,2
AKI,2020-02-21 08:59:00,12.12,9.23,32.78,9.9
OSK,2020-02-21 09:45:00,10.56,10.83,30.64,10.8
AKI,2020-02-21 10:02:00,12.71,8.76,33.21,1.6
HIU,2020-02-21 10:08:00,10.37,8.44,32.68,1
HIU,2020-02-21 11:10:00,11.3,8.38,32.89,1.1
AKI,2020-02-21 11:20:00,12.16,9.03,33.01,2.1
OSK,2020-02-21 11:39:00,11.4,9.2,32.6,1.1
OSK,2020-02-21 12:53:00,11.6,9.19,32.55,4.2
AKI,2020-02-21 13:17:00,12.02,8.95,32.92,1.9
HIU,2020-02-21 13:20:00,10.82,8.56,32.81,1.3
AKI,2020-02-21 13:52:00,12.04,9.04,32.94,2.7
HIU,2020-02-21 14:23:00,10.35,8.67,32.59,2.3
AKI,2020-02-21 14:31:00,12.29,8.91,32.98,1.5
BS1,2020-02-25 08:57:00,10.4,8.52,32.69,1.1
AKI,2020-02-25 09:53:00,12.61,8.67,33.25,2.2
BS1,2020-02-25 10:01:00,10.77,8.46,32.77,0.9
AKI,2020-02-25 10:37:00,12.52,8.66,33.17,1.3
BS1,2020-02-25 11:03:00,11.36,8.86,32.83,3.2
IY2,2020-02-25 12:46:00,12.81,8.77,33.37,2.3
BS1,2020-02-25 14:34:00,10.65,8.49,32.73,1
AKI,2020-02-26 08:51:00,12.24,9.56,32.91,4.3
AKI,2020-02-26 10:00:00,12.68,8.86,33.2,1.7
BS2,2020-02-26 10:48:00,10.44,9.34,32.26,1.2
HRS,2020-02-26 10:58:00,12.61,8.88,33.07,0.8
BS2,2020-02-26 11:41:00,10.57,9.13,32.37,1.7
HRS,2020-02-26 12:43:00,12.43,9.35,32.8,0.9
HRS,2020-02-26 13:39:00,12.75,8.94,33.1,1.4
BS2,2020-02-26 14:08:00,10.32,9.02,32.3,1.2
HRS,2020-02-27 10:10:00,12.37,9.12,32.94,2.1
HRS,2020-02-27 11:12:00,12.23,9.52,32.36,1.1
HRS,2020-02-27 12:26:00,12.23,9.96,31.86,2.6
HRS,2020-02-27 13:52:00,12.2,10.08,32.24,1.8
IY1,2020-02-28 10:29:00,13.19,8.77,33.69,2.1
IY1,2020-02-28 11:53:00,13.56,8.81,33.77,2.5
IY2,2020-02-28 14:05:00,13.02,8.86,33.52,1.3
IY2,2020-02-28 15:09:00,12.63,9.02,33.36,1.6
IY2,2020-03-02 09:40:00,12.63,8.63,33.3,0.7
IY2,2020-03-02 10:50:00,12.43,8.58,33.11,0.6
HAR,2020-05-17 10:03:00,16.85,8.57,32,0.4
HAR,2020-05-17 11:12:00,17.34,8.52,31.85,0.3
HAR,2020-05-17 12:24:00,16.52,8.64,31.85,0.3
HAR,2020-05-17 13:40:00,16.69,8.67,32.13,0.3
HAR,2020-05-17 14:43:00,17.27,8.62,32.01,0.3
HAR,2020-05-18 08:44:00,16.39,8.11,31.79,1.2
HAR,2020-05-18 09:25:00,17.5,8.52,31.8,0.2
SUO,2020-05-18 09:32:00,17.52,8.08,32.35,1.3
KIS,2020-05-18 09:58:00,17.65,7.38,33.21,0.4
HAR,2020-05-18 10:15:00,17.6,8.52,32.11,0.1
SUO,2020-05-18 10:23:00,18.52,8.16,32.49,0.8
KIS,2020-05-18 11:00:00,17.86,7.63,33.11,0.2
SUO,2020-05-18 11:17:00,17.96,8.69,32.4,1
HAR,2020-05-18 11:28:00,17.15,8.31,32.15,0.5
SUO,2020-05-18 11:53:00,16.86,8.22,32.77,0.3
KIS,2020-05-18 12:05:00,18.14,7.6,33.55,0.5
HAR,2020-05-18 12:51:00,16.48,8.08,32.23,0.5
SUO,2020-05-18 13:17:00,17.82,8.29,32.41,1.2
HAR,2020-05-18 13:35:00,16.53,8.14,32.2,0.7
HAR,2020-05-19 09:18:00,18.06,9.13,31.12,1
KIS,2020-05-19 09:34:00,18.1,7.66,32.9,0.3
HAR,2020-05-19 09:55:00,16.97,8.63,31.81,0.3
HAR,2020-05-19 10:34:00,18.19,9.64,31.08,2
KIS,2020-05-19 10:40:00,17.94,7.62,32.75,0.3
HAR,2020-05-19 11:12:00,17.23,8.5,31.65,0.3
KIS,2020-05-19 11:55:00,18.52,7.64,32.91,0.3
OSK,2020-05-20 08:53:00,17.28,7.55,32.85,1.6
SUO,2020-05-20 08:59:00,17.25,8.1,32.62,1.1
SUO,2020-05-20 09:54:00,17.36,8.16,32.51,0.9
OSK,2020-05-20 09:55:00,17.45,7.82,32.14,1
SUO,2020-05-20 10:46:00,17.95,7.92,32.51,2.6
OSK,2020-05-20 10:55:00,16.99,7.29,33.48,0.6
SUO,2020-05-20 11:39:00,18.32,8.03,32.37,3.4
SUO,2020-05-20 12:22:00,17.89,8.09,32.52,1.8
SUO,2020-05-20 13:16:00,18.81,7.66,32.21,3.8
OSK,2020-05-21 09:23:00,17.14,8.63,30.41,3.4
SUO,2020-05-21 10:09:00,16.76,8.23,32.9,0.5
KIS,2020-05-21 10:15:00,17.59,7.82,33.04,0.3
OSK,2020-05-21 10:16:00,18.1,9.18,22.08,17
IY1,2020-05-21 10:28:00,16.58,8.46,33.15,0.2
SUO,2020-05-21 11:06:00,17.19,8.23,32.9,0.3
OSK,2020-05-21 11:22:00,18.33,10.64,30.43,11
KIS,2020-05-21 11:35:00,18.37,7.73,33.47,0.4
IY1,2020-05-21 11:48:00,16.88,8.37,33.13,0.2
SUO,2020-05-21 12:00:00,17.38,8.2,32.81,0.4
OSK,2020-05-21 12:06:00,17.92,9.9,31.17,5.4
SUO,2020-05-21 12:38:00,17.24,8.17,32.66,0.4
OSK,2020-05-21 12:51:00,16.88,7.51,32.77,0.8
OSK,2020-05-21 13:38:00,16.9,7.68,32.62,0.8
IY2,2020-05-21 14:06:00,16.4,8.45,33.27,0.3
OSK,2020-05-21 15:16:00,16.94,7.64,32.58,0.9
HBK,2020-05-22 10:27:00,18.19,8.04,33.99,1
HBK,2020-05-22 10:52:00,18,8.05,34.23,0.3
OSK,2020-05-22 10:57:00,18.28,9.27,31.76,1.9
HBK,2020-05-22 11:20:00,18.31,7.9,34.23,0.3
HBK,2020-05-22 11:49:00,18.16,8.06,34.2,0.5
AKI,2020-05-25 10:14:00,16.11,8.44,33.09,0.8
AKI,2020-05-25 10:57:00,16.54,8.45,32.87,0.6
SUO,2020-05-25 11:23:00,17.88,8.36,32.69,0.9
IY1,2020-05-25 11:25:00,16.47,8.71,33.15,0.2
SUO,2020-05-25 12:13:00,18.59,8.38,32.65,0.8
AKI,2020-05-25 12:18:00,16.67,8.31,32.82,0.8
IY1,2020-05-25 12:35:00,17.01,8.7,33.23,0.1
SUO,2020-05-25 13:10:00,17.66,8.43,32.72,1.3
IY1,2020-05-25 13:31:00,16.6,8.71,33.08,0.7
AKI,2020-05-26 09:31:00,16.78,8.68,32.83,0.6
SUO,2020-05-26 09:48:00,20.63,8.3,32.59,1.5
AKI,2020-05-26 10:29:00,16.65,8.51,32.79,0.9
SUO,2020-05-26 10:42:00,19.38,8.35,32.51,1.2
AKI,2020-05-26 12:10:00,17.31,8.38,32.55,1.4
AKI,2020-05-26 12:56:00,17.09,8.46,32.61,1.1
AKI,2020-05-26 13:43:00,16.7,8.52,32.73,0.9
AKI,2020-05-26 14:48:00,17.22,9.3,32.4,6.1
AKI,2020-05-27 09:22:00,17.61,8.47,32.51,1.5
AKI,2020-05-27 10:36:00,16.71,8.51,32.92,0.6
HRS,2020-05-27 11:35:00,18.23,8.57,32.17,0.3
HRS,2020-05-27 13:25:00,19.16,8.65,31.55,0.3
HRS,2020-05-27 14:19:00,16.77,8.76,32.84,0.7
IY2,2020-05-28 10:16:00,16.3,8.34,33.12,0.6
IY2,2020-05-28 11:22:00,16.53,8.24,32.93,0.6
IY2,2020-05-28 12:38:00,16.5,8.32,33.08,0.6
IY2,2020-05-28 13:40:00,18.02,8.41,33.18,0.2
HRS,2020-05-29 09:20:00,17.94,8.77,32.5,0.6
HRS,2020-05-29 11:19:00,18.63,8.96,31.56,0.7
HRS,2020-05-29 12:26:00,17.2,8.77,32.29,1
HRS,2020-05-29 13:41:00,19.44,10.35,31.48,2.1
BS1,2020-06-02 07:57:00,18.76,7.79,31.51,0.6
BS1,2020-06-02 09:16:00,19.41,7.73,31.59,1.1
BS1,2020-06-02 11:05:00,20.02,7.83,31.45,2.1
BS1,2020-06-02 13:22:00,19.62,8.38,31.73,1.3
BS2,2020-06-03 08:15:00,18.73,7.89,31.56,0.5
BS2,2020-06-03 09:31:00,19.28,8.25,31.21,0.7
HIU,2020-06-03 10:56:00,18.02,8.01,32.69,1.3
BS2,2020-06-03 10:58:00,20.2,8.11,31.71,0.4
HIU,2020-06-03 11:45:00,19.27,8.19,32.3,1.6
BS2,2020-06-03 13:30:00,19.11,8.26,31.42,1.1
HIU,2020-06-03 13:30:00,20.71,8.46,32.3,1.1
HIU,2020-06-04 08:54:00,20.77,8.3,32.35,1.7
HIU,2020-06-04 09:54:00,21.84,9.35,32.22,3.2
BS2,2020-06-04 10:34:00,19.06,8.1,31.99,0.4
HIU,2020-06-04 11:31:00,21.89,8.7,32.18,1.5
BS2,2020-06-04 11:32:00,18.66,8.09,31.96,0.6
HIU,2020-06-04 12:10:00,21.28,8.39,32.05,1
HIU,2020-06-04 13:11:00,20.33,8.43,32.15,2
BS2,2020-06-04 14:13:00,19.06,7.89,31.75,0.9
BS1,2020-06-05 08:57:00,19.59,7.76,31.88,0.3
BS1,2020-06-05 10:01:00,19.56,7.87,32.02,0.3
BS1,2020-06-05 11:03:00,20.55,8.79,31.83,0.9
BS1,2020-06-05 14:33:00,19.12,7.55,32.13,0.5
HIU,2020-06-08 09:55:00,21.54,7.95,32.2,0.5
HIU,2020-06-08 10:57:00,22.08,8.21,32.2,0.4
HIU,2020-06-08 11:36:00,23.78,8.19,32.29,0.8
HIU,2020-06-08 14:03:00,22.58,8.35,32.18,0.6
KIS,2020-06-09 09:45:00,20.95,7.68,32.7,1
KIS,2020-06-09 11:10:00,20.15,7.76,32.92,0.4
KIS,2020-06-09 12:40:00,20.56,7.83,32.42,0.6
KIS,2020-06-15 09:00:00,19.84,7.7,32.63,1.3
KIS,2020-06-15 10:15:00,22.3,7.29,33.51,0.3
KIS,2020-06-15 11:35:00,19.92,7.14,32.78,0.9
KIS,2020-08-06 08:50:00,23.7,6.92,31.9,1.6
KIS,2020-08-06 10:00:00,23.14,7.32,32.25,2.4
KIS,2020-08-06 11:30:00,26.37,7.33,31.89,0.3
KIS,2020-08-12 09:30:00,24.5,6.84,32.54,1
KIS,2020-08-12 10:35:00,27.18,7.15,32.72,0.1
KIS,2020-08-12 11:40:00,27.75,6.79,33.09,0.1
OSK,2020-08-13 08:45:00,25.4,6.83,32.4,1.7
OSK,2020-08-13 09:20:00,24.66,7.12,32.45,1.5
OSK,2020-08-13 10:20:00,24.62,6.95,31.99,2.5
KIS,2020-08-14 09:15:00,27.7,6.86,33.06,0.1
KIS,2020-08-14 10:00:00,27.35,7.03,32.29,0.4
IY1,2020-08-17 10:41:00,25.33,7.74,32.2,0.1
IY1,2020-08-17 12:04:00,25.32,7.77,32.06,0.1
IY2,2020-08-17 14:25:00,23.42,8.06,32.02,2.3
SUO,2020-08-18 10:10:00,26.74,6.85,30.95,0.3
SUO,2020-08-18 11:07:00,26.8,6.9,31.02,0.3
SUO,2020-08-18 12:07:00,27.77,6.67,30.68,0.4
HBK,2020-08-19 09:13:00,29.05,6.66,32.08,0.2
HAR,2020-08-19 09:16:00,26.93,6.8,30.63,3.1
HBK,2020-08-19 09:36:00,28.87,6.63,32.13,0.3
HBK,2020-08-19 10:01:00,28.84,6.51,32.18,0.1
HAR,2020-08-19 10:16:00,27.87,7.5,30.53,1.2
HBK,2020-08-19 10:24:00,28.97,6.65,32.09,0.2
HIU,2020-08-19 11:08:00,25.32,6.26,31.36,1.1
BS2,2020-08-19 11:08:00,27.71,7.78,30.96,1.2
HIU,2020-08-19 11:54:00,27.53,7.47,30.91,1.6
HAR,2020-08-19 12:14:00,28.11,8.63,30.86,2.1
SUO,2020-08-19 13:02:00,29.3,6.69,29.92,0.4
BS2,2020-08-19 13:23:00,25.41,6.62,31.11,3
HAR,2020-08-19 13:32:00,27.11,7.92,30.98,1.8
HIU,2020-08-19 13:53:00,31.08,7.97,30.48,0.4
SUO,2020-08-19 14:01:00,29.2,6.63,29.93,0.4
BS2,2020-08-19 14:34:00,25.31,6.42,31.02,2.3
BS2,2020-08-20 08:16:00,26.53,6.25,30.53,2.2
HIU,2020-08-20 08:56:00,30.68,7.93,30.43,0.5
HAR,2020-08-20 09:17:00,28.06,8.29,30.93,1.2
BS2,2020-08-20 09:53:00,25.61,6.28,30.75,1.8
HIU,2020-08-20 09:55:00,29.94,8.28,30.51,1.2
HAR,2020-08-20 09:55:00,28.12,9.59,31.04,1.2
HAR,2020-08-20 10:58:00,28.75,7.77,31.27,0.2
SUO,2020-08-20 11:07:00,25.84,6.97,30.94,0.5
BS2,2020-08-20 11:23:00,28.29,9.14,30.93,1.3
HIU,2020-08-20 11:49:00,31.53,8.06,30.41,0.3
SUO,2020-08-20 12:03:00,27.7,6.76,30.58,0.4
HAR,2020-08-20 12:03:00,24.99,6.23,31.75,1
HIU,2020-08-20 12:29:00,29.49,8.49,30.52,0.8
HAR,2020-08-20 12:57:00,24.95,5.99,32.13,1
SUO,2020-08-20 12:57:00,24.75,6.31,31.31,1.5
HIU,2020-08-20 13:30:00,29.09,7.93,30.75,0.6
BS2,2020-08-20 13:57:00,25.5,6.84,30.94,1
HAR,2020-08-20 14:07:00,26.53,7.33,30.92,3
SUO,2020-08-21 09:36:00,27.8,6.69,30.7,0.5
SUO,2020-08-21 10:30:00,26.29,6.93,31.01,0.3
SUO,2020-08-21 11:25:00,26.95,7.31,31.16,0.6
SUO,2020-08-21 12:01:00,25.92,7.46,31.48,0.5
SUO,2020-08-21 13:20:00,28.24,6.76,30.69,0.3
BS1,2020-08-24 08:00:00,27.71,5.76,30.43,1.9
BS1,2020-08-24 09:43:00,28.03,4.6,30.35,1.7
BS1,2020-08-24 11:09:00,27.93,3.72,30.37,1.6
BS1,2020-08-24 13:23:00,28.95,7.22,30.38,1.9
BS1,2020-08-25 08:58:00,27.43,4.65,30.59,1.8
IY2,2020-08-25 09:15:00,23.2,6.58,32.21,2.4
BS1,2020-08-25 10:03:00,29.62,7.02,30.5,1.2
OSK,2020-08-25 10:06:00,26.91,7.79,30.8,3.6
IY2,2020-08-25 10:29:00,23.83,6.68,31.78,1.8
BS1,2020-08-25 11:07:00,29.62,8.03,30.37,1.6
OSK,2020-08-25 11:08:00,25.44,6.98,32.04,1
IY2,2020-08-25 11:53:00,23.1,6.62,32.21,1.8
OSK,2020-08-25 12:04:00,26.79,7.51,31.51,0.7
IY2,2020-08-25 13:21:00,23.69,6.99,32.3,2
BS1,2020-08-25 14:53:00,28.06,5.07,30.66,1.2
OSK,2020-08-26 09:13:00,27.87,6.63,27.58,16
HIU,2020-08-26 09:58:00,28.62,5.75,30.66,1.7
OSK,2020-08-26 10:09:00,26.82,7.42,30.54,0.8
HIU,2020-08-26 10:59:00,29.08,6.91,30.65,1.3
OSK,2020-08-26 11:14:00,25.05,6.3,32.25,1.3
HIU,2020-08-26 11:38:00,29.72,7.54,30.45,0.7
OSK,2020-08-26 13:04:00,25.92,7.86,31.93,4
HIU,2020-08-26 14:04:00,30.33,7.47,30.6,1
OSK,2020-08-26 14:05:00,25.3,6.5,32.14,0.9
AKI,2020-08-27 10:03:00,24.66,7.04,31.85,1.9
AKI,2020-08-27 10:52:00,24.81,6.58,31.76,1.1
AKI,2020-08-27 11:34:00,25.35,6.57,31.62,1.5
SUO,2020-08-28 08:37:00,27.85,6.62,30.55,0.8
SUO,2020-08-28 09:28:00,27.43,6.67,30.9,0.8
SUO,2020-08-28 10:19:00,26.99,6.77,30.83,0.3
SUO,2020-08-28 10:50:00,27.95,6.68,30.65,0.9
SUO,2020-08-28 11:41:00,28.21,6.68,30.63,1.2
SUO,2020-08-28 12:27:00,28.14,6.71,30.59,0.7
SUO,2020-08-28 13:18:00,28.87,6.84,30.67,1.1
HRS,2020-09-03 10:11:00,25.45,5.88,30.69,2.4
HRS,2020-09-03 13:50:00,24.2,4.32,30.78,3.3
HRS,2020-09-04 09:24:00,25.69,6.52,31.33,3.9
HRS,2020-09-04 10:27:00,26.29,6.89,30.71,2.1
HRS,2020-09-04 11:26:00,25.58,7.05,31.29,1.8
HRS,2020-09-04 13:11:00,25.72,7.2,31.56,2.2
AKI,2020-09-04 14:09:00,24.37,6.64,32.15,2.2
HRS,2020-09-04 14:49:00,24.82,6.56,31.91,2.8
AKI,2020-09-08 10:01:00,25.77,6.75,31.74,3.4
AKI,2020-09-08 10:34:00,26.11,6.05,30.58,4.5
AKI,2020-09-08 11:35:00,25.9,6.56,31.77,2.1
AKI,2020-09-08 12:18:00,26.85,6.38,31.5,1.6
AKI,2020-09-08 13:01:00,27.45,6.25,31.33,2.3
AKI,2020-09-08 15:01:00,26.02,6.83,31.83,1.4
AKI,2020-09-08 16:02:00,25.99,7.46,31.87,1.6
IY1,2020-09-10 11:07:00,24.33,7.58,32.43,1.7
IY1,2020-09-10 12:19:00,24.53,7.6,32.51,0.6
IY1,2020-09-10 13:08:00,24.63,7.29,32.03,3.4
OSK,2020-10-13 09:05:00,23.04,6.34,32.72,8.5
OSK,2020-10-13 09:50:00,22.77,7.81,31.44,7.6
OSK,2020-10-13 10:40:00,22.96,7.89,32,2.1
KIS,2020-10-14 09:25:00,23.34,6.58,32.94,1.5
KIS,2020-10-14 10:30:00,24.91,6.66,33.44,1.4
KIS,2020-10-14 11:45:00,23.41,7.18,32.84,2.3
KIS,2020-10-15 08:45:00,23.08,7.13,31.56,4.5
KIS,2020-10-15 09:45:00,23.09,6.83,32.62,5.1
SUO,2020-10-15 10:07:00,23.11,7.35,32.37,1.8
KIS,2020-10-15 10:25:00,23.62,6.89,32.78,2.9
SUO,2020-10-15 11:04:00,22.9,7.28,32.52,1.8
SUO,2020-10-15 12:01:00,23.1,7.48,32.47,1.2
SUO,2020-10-15 12:40:00,23.1,7.37,32.28,1.3
HBK,2020-10-16 09:14:00,21.75,6.99,33.29,2.2
KIS,2020-10-16 09:30:00,23.12,6.99,32.91,3.8
HBK,2020-10-16 09:37:00,21.87,7.02,33.18,2.3
HAR,2020-10-16 09:56:00,23.44,7.95,32.06,0.8
HBK,2020-10-16 10:02:00,21.82,6.96,33.44,1.8
HBK,2020-10-16 10:26:00,21.84,6.94,33.49,1.9
KIS,2020-10-16 11:00:00,23.55,6.82,32.69,3.6
HAR,2020-10-16 11:14:00,23.69,8.09,31.73,0.7
HAR,2020-10-16 12:35:00,23.71,7.95,31.98,0.5
SUO,2020-10-16 13:10:00,22.86,6.89,31.97,2.4
SUO,2020-10-16 14:02:00,22.54,7.08,32.07,1.7
HAR,2020-10-16 14:03:00,23.43,7.9,32.1,1.8
HAR,2020-10-16 15:15:00,23.28,7.55,32.16,0.9
HAR,2020-10-19 09:14:00,22.83,7.55,31.66,2.7
SUO,2020-10-19 09:44:00,21.84,6.89,31.99,1.6
HIU,2020-10-19 09:55:00,22.93,7.72,30.95,3.3
HAR,2020-10-19 10:25:00,22.43,7.83,31.49,7.6
SUO,2020-10-19 10:38:00,22.62,6.57,32.18,1.6
IY1,2020-10-19 10:49:00,22.18,6.91,32.93,1
HIU,2020-10-19 11:00:00,23.26,6.93,30.83,2.9
SUO,2020-10-19 11:36:00,22.46,6.78,32.22,1.8
HIU,2020-10-19 11:42:00,23.4,6.3,30.9,3.3
SUO,2020-10-19 12:12:00,22.8,6.75,32.42,1.7
IY1,2020-10-19 12:14:00,22.26,6.68,33.07,0.9
HAR,2020-10-19 12:21:00,23.06,7.25,31.95,1.3
SUO,2020-10-19 13:29:00,22.84,6.65,32.17,1.5
HAR,2020-10-19 13:35:00,22.92,7.68,31.93,1.3
HIU,2020-10-19 14:03:00,23.27,7.28,30.82,2
IY2,2020-10-19 14:50:00,22.18,6.84,32.95,2.3
BS1,2020-10-20 08:51:00,22.66,7.62,30.7,3
HAR,2020-10-20 09:31:00,22.74,6.84,32.07,2.3
BS1,2020-10-20 09:55:00,22.96,7.62,30.8,3.4
HAR,2020-10-20 10:15:00,22.67,6.93,32.04,1.1
SUO,2020-10-20 10:48:00,22.71,6.67,32.47,1.4
BS1,2020-10-20 10:57:00,22.67,8.24,30.92,3.1
IY1,2020-10-20 11:19:00,22.32,6.84,32.71,1.6
HAR,2020-10-20 11:40:00,22.74,6.99,32.1,0.3
SUO,2020-10-20 12:15:00,22.67,6.75,32.45,1.3
IY1,2020-10-20 12:50:00,22.27,6.9,32.78,1.5
SUO,2020-10-20 13:05:00,22.77,6.75,32.33,1.3
HAR,2020-10-20 13:11:00,22.44,6.7,32.28,2.3
IY1,2020-10-20 13:40:00,22.36,7.05,32.61,2.1
HAR,2020-10-20 14:17:00,22.49,10.69,32.31,2.7
BS1,2020-10-20 14:27:00,22.76,7.81,30.71,2.5
HAR,2020-10-20 15:03:00,22.63,7.29,31.72,2.5
BS2,2020-10-21 08:11:00,23.1,7.54,30.79,2.5
BS2,2020-10-21 09:47:00,22.91,7.97,30.97,1.4
BS2,2020-10-21 11:22:00,22.69,8.21,31.46,2.4
BS2,2020-10-21 13:59:00,23.01,8.33,31.47,1.6
BS2,2020-10-22 10:50:00,22.63,7.75,31.79,1.8
BS2,2020-10-22 11:50:00,22.85,7.64,31.84,1.3
BS2,2020-10-22 14:09:00,22.99,7.54,31.79,2.5
BS1,2020-10-23 08:01:00,22.67,7.4,30.67,2.2
BS1,2020-10-23 09:09:00,22.51,7.22,30.64,3.5
AKI,2020-10-23 09:21:00,22.73,7.18,31.86,2.9
SUO,2020-10-23 09:59:00,21.89,6.91,31.82,2.3
OSK,2020-10-23 10:18:00,21.51,7.35,30.33,4.2
AKI,2020-10-23 10:23:00,22.92,7.14,31.83,6.2
BS1,2020-10-23 10:43:00,21.79,7.16,30.49,3.9
SUO,2020-10-23 10:49:00,21.87,6.94,31.73,2.5
OSK,2020-10-23 11:07:00,22.1,6.26,30.2,3.1
AKI,2020-10-23 12:05:00,22.89,7.4,31.33,8.2
OSK,2020-10-23 12:12:00,21.66,7.39,31.27,1.4
AKI,2020-10-23 12:50:00,23.04,7.32,31.56,7.3
OSK,2020-10-23 13:08:00,21.94,7.21,31.76,1.3
BS1,2020-10-23 13:24:00,22.14,7.8,29.99,2.4
