kai,datetime,Tem,DO,Sal,Chl.a
SUO,2009-01-16 10:56:00,8.32,9.3,33.46,3.2
SUO,2009-01-16 12:02:00,10.86,8.5,33.53,2.8
KIS,2009-02-09 09:59:00,11.8,8.9,33.39,1.3
IY1,2009-02-09 10:02:00,12,9.6,33.66,0.6
KIS,2009-02-09 11:12:00,10.75,9.3,33.2,1.2
IY1,2009-02-09 11:16:00,12.32,9.5,33.88,0.6
IY1,2009-02-09 12:13:00,11.84,9.4,33.6,0.8
KIS,2009-02-09 14:04:00,10.77,9.4,32.94,1.1
HRS,2009-02-09 15:01:00,11.84,9.4,33.57,0.6
AKI,2009-02-10 08:38:00,11.42,9.5,33.48,2.1
AKI,2009-02-10 09:50:00,11.92,8.9,33.62,0.5
HRS,2009-02-10 10:57:00,11.91,9.2,33.56,0.5
HRS,2009-02-10 12:39:00,11.36,10.2,33.26,2.2
HRS,2009-02-10 14:28:00,10.83,9.8,32.8,1.9
AKI,2009-02-12 08:44:00,11.46,9.7,33.12,6.5
KIS,2009-02-12 08:47:00,10.79,8.9,32.91,1.4
KIS,2009-02-12 09:38:00,12.19,8.5,33.51,0.8
AKI,2009-02-12 09:50:00,11.95,9.1,33.62,0.6
AKI,2009-02-12 10:51:00,11.87,9.1,33.65,0.5
KIS,2009-02-12 10:57:00,15.73,7.8,34.45,0.5
KIS,2009-02-12 12:21:00,15.81,7.6,34.5,0.5
AKI,2009-02-12 12:34:00,11.72,9.1,33.59,0.5
AKI,2009-02-12 13:19:00,11.68,9,33.6,0.6
KIS,2009-02-12 13:43:00,13.05,8.2,33.69,0.8
AKI,2009-02-12 14:06:00,11.87,9.1,33.61,0.4
HRS,2009-02-13 10:15:00,11.57,8.8,33.41,0.7
HRS,2009-02-13 11:33:00,11.48,9.2,33.18,3.4
HRS,2009-02-13 12:39:00,11.51,8.7,33.17,3.1
OSK,2009-02-16 08:40:00,10.38,9.2,32.69,2.1
OSK,2009-02-16 09:58:00,10.6,8.8,32.78,1.6
OSK,2009-02-16 11:15:00,10.26,9.2,32.63,3.8
KIS,2009-02-17 08:30:00,10.68,9,32.84,1.2
OSK,2009-02-17 09:02:00,9.99,13.1,32.67,2.4
KIS,2009-02-17 09:50:00,10.83,9,32.97,0.9
HAR,2009-02-17 10:10:00,9.5,13.5,33,1.7
HAR,2009-02-17 11:08:00,9.64,13.3,32.65,2.4
HAR,2009-02-17 11:44:00,9.5,13.5,33,2.6
KIS,2009-02-17 11:58:00,10.96,8.9,32.91,1.3
HAR,2009-02-17 14:03:00,9.34,13.6,33.07,2.2
HAR,2009-02-17 15:44:00,9.53,13.6,33.12,0.9
HAR,2009-02-17 16:47:00,9.47,13.7,32.97,1.7
KIS,2009-02-18 09:35:00,10.82,9.6,33.16,1.3
HAR,2009-02-18 10:42:00,9.69,10.5,32.95,1.4
KIS,2009-02-18 11:14:00,10.94,9.6,33.21,2
HAR,2009-02-18 11:47:00,9.59,10.3,33.28,1.2
KIS,2009-02-18 12:44:00,11.13,10.3,32.76,4.4
HAR,2009-02-18 14:16:00,9.66,10.5,33.1,1.4
HAR,2009-02-18 15:24:00,9.71,10.3,33.16,0.9
HAR,2009-02-18 16:05:00,9.74,10.2,33.28,0.7
HAR,2009-02-18 17:12:00,9.85,9.9,33.23,0.9
HAR,2009-02-19 10:50:00,9.65,10.6,33.05,0.9
HAR,2009-02-23 10:27:00,9.48,10,32.9,1.7
IY2,2009-02-23 10:45:00,12.09,8.7,33.71,0.8
HAR,2009-02-23 11:28:00,9.52,9.9,32.93,1.2
IY2,2009-02-23 11:52:00,12.19,8.7,33.75,0.6
IY2,2009-02-23 13:02:00,11.66,8.6,33.47,0.6
IY2,2009-02-23 14:13:00,11.93,8.6,33.62,0.7
OSK,2009-02-23 15:09:00,9.71,10.1,32.3,2.5
OSK,2009-02-23 16:56:00,9.95,10.1,32.39,3.2
OSK,2009-02-24 09:05:00,9.33,11.4,29.46,10
HAR,2009-02-24 09:30:00,9.71,9,33.12,0.8
OSK,2009-02-24 10:15:00,9.54,10.4,32.15,2.3
IY1,2009-02-24 11:09:00,12.06,8.5,33.84,0.5
HAR,2009-02-24 11:19:00,9.49,9,33.12,1
OSK,2009-02-24 11:30:00,9.62,10.4,32,2.4
IY1,2009-02-24 12:23:00,12.74,8.4,33.98,0.6
HAR,2009-02-24 12:44:00,9.69,9,33.25,0.7
HAR,2009-02-24 13:52:00,9.81,9,33.33,0.8
OSK,2009-02-24 14:21:00,9.64,11,31.51,5.6
IY2,2009-02-24 14:40:00,12.58,8.5,33.9,0.8
OSK,2009-02-24 15:28:00,9.58,11.7,27.41,14
AKI,2009-02-26 10:48:00,11.66,8.6,33.55,0.6
AKI,2009-02-26 12:24:00,11.63,8.6,33.55,0.7
AKI,2009-02-26 13:37:00,11.89,8.6,33.58,0.6
HIU,2009-03-04 11:19:00,11.33,8.7,33.48,0.9
HIU,2009-03-04 12:01:00,11.24,8.7,33.47,0.9
HIU,2009-03-04 13:37:00,10.87,8.9,33.48,1.5
HIU,2009-03-04 14:18:00,11.32,8.8,33.49,1.1
HIU,2009-03-05 09:05:00,11.15,9.4,33.24,1
HIU,2009-03-05 10:05:00,11.02,9.7,32.86,1.2
HIU,2009-03-05 11:05:00,10.88,9.6,33.22,1.5
HIU,2009-03-05 12:03:00,11.13,9,33.49,0.8
KIS,2009-05-12 09:47:00,17.91,8,33.51,0.6
KIS,2009-05-12 10:59:00,16.62,8.7,32.82,2.2
KIS,2009-05-12 13:57:00,16.94,9.1,32.83,1.1
KIS,2009-05-13 09:05:00,16.92,8.6,33.23,2.1
KIS,2009-05-13 10:19:00,17.51,8.2,33.42,1
KIS,2009-05-13 11:08:00,16.49,8.5,32.63,2.1
SUO,2009-05-19 10:39:00,19.87,7.3,33.41,1.4
BS2,2009-05-19 11:40:00,17.91,7.8,32.65,0.8
SUO,2009-05-19 11:47:00,17.96,7.8,33.34,1.2
SUO,2009-05-19 13:07:00,19.17,7.6,33.35,1.3
BS2,2009-05-19 14:03:00,17.8,7.8,32.74,0.7
SUO,2009-05-19 14:59:00,18.17,8.3,33.31,1.5
BS2,2009-05-19 15:18:00,17.25,7.9,32.78,0.7
BS2,2009-05-20 08:38:00,17.48,7.9,32.87,0.5
BS2,2009-05-20 10:03:00,17.54,7.8,32.54,0.5
