kai,datetime,Tem,DO,Sal,Chl.a
OSK,2005-05-20 11:14:00,16.68,7.4,32.3,1
BS2,2005-05-20 11:57:00,18.32,9.1,31,0.1
BS2,2005-05-20 14:42:00,17.7,9,31.06,0.1
OSK,2005-05-23 08:45:00,16.84,7.3,32.78,0.6
OSK,2005-05-23 10:05:00,17.12,7.5,32.33,4.4
SUO,2005-05-23 10:51:00,19.23,8,33.48,3.6
OSK,2005-05-23 11:20:00,16.76,7.6,32.44,2.5
SUO,2005-05-23 12:01:00,19.42,8.3,33.2,3.1
KIS,2005-05-23 12:15:00,16.62,6.7,33.23,1.2
SUO,2005-05-23 13:07:00,18.39,8.5,33.3,1.6
SUO,2005-05-23 13:49:00,19.99,8.3,33.19,3
HAR,2005-05-23 14:08:00,17.97,8.5,31.12,0.5
HAR,2005-05-23 15:20:00,16.96,8.2,31.44,0.6
HAR,2005-05-24 09:12:00,16.82,7.9,31.39,1.2
HIU,2005-05-24 09:28:00,17.47,8.3,32.46,1.2
SUO,2005-05-24 10:26:00,18.21,7.9,33.43,2.5
HAR,2005-05-24 10:31:00,17.24,7.3,31.2,2
HIU,2005-05-24 10:35:00,18.93,8.4,32.4,6.8
SUO,2005-05-24 11:31:00,17.47,7.8,33.39,1.3
HIU,2005-05-24 11:45:00,18.57,8.2,32.42,0.5
HIU,2005-05-24 12:54:00,18.6,7.9,32.29,0.4
HAR,2005-05-24 13:10:00,17.4,7.8,31.53,0.5
SUO,2005-05-24 13:14:00,18.17,7.9,33.37,1.8
SUO,2005-05-24 14:17:00,18.47,7.5,33.32,2.5
HAR,2005-05-24 14:40:00,17.17,8.3,31.39,1.9
HAR,2005-05-24 16:30:00,17.03,8.1,31.66,0.5
KIS,2005-05-25 08:40:00,17.7,7.9,33.23,1.9
HIU,2005-05-25 08:58:00,18.53,8.1,32.33,1.1
KIS,2005-05-25 10:00:00,16.79,6.9,33.1,3.3
HIU,2005-05-25 10:07:00,17.17,8,32.58,0.5
HAR,2005-05-25 10:25:00,17.3,7.9,32.16,0.2
HAR,2005-05-25 10:47:00,17.31,7.5,31.78,0.5
HIU,2005-05-25 11:15:00,18.57,8,32.44,0.2
HAR,2005-05-25 11:28:00,17.55,7.8,32.21,0.4
KIS,2005-05-25 12:10:00,18.23,7.7,33.35,2
HIU,2005-05-25 13:13:00,16.55,7.9,32.64,1.2
HAR,2005-05-25 13:36:00,17.74,7.8,31.53,0.5
HAR,2005-05-25 15:08:00,17.17,8.1,31.91,0.5
HAR,2005-05-26 09:20:00,17.09,7.9,31.69,0.8
KIS,2005-05-26 09:25:00,17.77,7.9,32.99,1
AKI,2005-05-26 10:20:00,15.93,8.3,32.83,1.3
KIS,2005-05-26 10:30:00,16.78,7.5,32.65,1.5
HAR,2005-05-26 10:38:00,17.21,7.7,31.99,1.2
AKI,2005-05-26 11:00:00,16.1,8.3,32.76,1.4
AKI,2005-05-26 11:40:00,16.14,8,32.74,1.8
KIS,2005-05-26 11:50:00,17.61,7.8,33.19,0.8
KIS,2005-05-26 13:12:00,17.94,7.6,33.63,1.4
HAR,2005-05-26 13:33:00,17.31,7.7,31.94,0.5
AKI,2005-05-26 14:50:00,15.66,8.2,32.9,1.4
HRS,2005-05-27 10:35:00,17.76,8.9,32.24,1.8
HRS,2005-05-27 13:20:00,17.69,8.8,32.61,0.8
HRS,2005-05-27 14:55:00,16.02,8.5,32.92,1.4
AKI,2005-05-30 09:40:00,16.88,8.3,32.65,3.6
AKI,2005-05-30 10:41:00,16.76,7.9,32.61,1.3
SUO,2005-05-30 10:50:00,19.56,7.5,33.22,1.1
AKI,2005-05-30 11:20:00,16.75,8.8,32.95,0.8
AKI,2005-05-30 11:51:00,16.57,8.4,33.03,1.5
SUO,2005-05-30 11:56:00,20.82,8.4,33.46,2.4
SUO,2005-05-30 12:39:00,19.68,9.3,33.31,4.4
AKI,2005-05-30 12:44:00,16.19,8,32.98,1.4
AKI,2005-05-30 13:10:00,16.33,8.4,32.97,1.7
SUO,2005-05-30 13:49:00,19.55,7.9,33.58,1
AKI,2005-05-30 14:20:00,17.66,8.5,32.71,1.2
SUO,2005-05-30 15:28:00,20.44,8.6,33.44,1.7
HBK,2005-05-31 10:51:00,20.03,8.1,34.92,1.2
HBK,2005-05-31 11:25:00,18.93,7.5,35.17,0.2
HBK,2005-05-31 12:01:00,20.24,7.9,35.1,1.2
HBK,2005-05-31 12:37:00,20.13,7.8,35.03,0.9
SUO,2005-05-31 15:31:00,19.71,7.8,33.31,1.5
SUO,2005-06-01 11:35:00,19.23,8.5,33.44,1.3
SUO,2005-06-01 12:32:00,19.06,7.8,33.72,0.2
SUO,2005-06-01 13:20:00,19.14,7.6,33.66,0.2
SUO,2005-06-01 14:08:00,18.78,8.1,33.45,2
SUO,2005-06-01 14:55:00,19.29,8.4,33.51,2
SUO,2005-06-01 15:51:00,19.84,8.7,33.46,1.3
OSK,2005-08-17 09:50:00,26.97,8.5,29.64,1.5
OSK,2005-08-17 10:54:00,24.66,7,32.46,2.9
OSK,2005-08-17 13:16:00,26.56,7.8,30.7,7
OSK,2005-08-17 14:31:00,27.33,9.4,26.16,8.1
OSK,2005-08-18 12:01:00,25.8,8,32.01,2.9
OSK,2005-08-18 14:32:00,27.34,8.2,31.17,1.4
OSK,2005-08-19 10:39:00,24.43,7.1,32.63,3.5
OSK,2005-08-19 14:25:00,24.98,7.7,32.53,2.5
HAR,2005-08-20 10:44:00,24.16,5.9,32.66,1.2
HAR,2005-08-20 13:30:00,26,6.2,32.31,1.4
HAR,2005-08-20 14:54:00,27.25,7,32.13,0.8
HAR,2005-08-22 09:47:00,26.88,6.5,32.13,0.9
HAR,2005-08-22 11:11:00,25.9,6.4,32.36,1.4
HAR,2005-08-22 14:14:00,26.89,7.4,32.21,1.3
HAR,2005-08-22 15:38:00,26.71,6.5,32.17,1.4
HIU,2005-08-23 09:27:00,25.04,6.4,32.7,2.2
HAR,2005-08-23 09:56:00,26.51,6.6,32.23,0.5
HIU,2005-08-23 10:34:00,25.98,6.5,32.56,0.8
HAR,2005-08-23 10:48:00,26.51,6.7,32.26,1.2
HIU,2005-08-23 11:43:00,27.34,6.6,32.29,0.4
HIU,2005-08-23 12:50:00,26.97,6.7,32.45,0.4
HAR,2005-08-23 13:36:00,26.64,6.6,32.11,1.2
HAR,2005-08-23 15:02:00,26.68,6.8,32.17,1.2
HIU,2005-08-24 08:59:00,24.34,6.5,32.83,2
HIU,2005-08-24 10:10:00,25.4,6.7,32.69,0.4
HIU,2005-08-24 11:17:00,25.29,6.8,32.75,0.7
HIU,2005-08-24 13:14:00,25.18,6.8,32.74,0.8
KIS,2005-08-26 09:27:00,24.78,6.1,32.99,1
KIS,2005-08-26 10:47:00,24.14,6.3,33.7,0.8
KIS,2005-08-26 12:03:00,24.68,5.7,33.18,1.3
OSK,2005-08-26 13:00:00,24.74,9.2,32.59,2.4
KIS,2005-08-26 13:55:00,23.42,5.3,33.14,0.6
KIS,2005-08-29 08:45:00,25.6,6.8,33.62,0.6
KIS,2005-08-29 09:26:00,24.96,6.1,33.11,2.5
SUO,2005-08-29 10:36:00,27.3,7,32.51,3.2
KIS,2005-08-29 10:37:00,24.86,6.6,33.81,0.7
AKI,2005-08-29 10:44:00,24.15,6.7,33.09,1.3
KIS,2005-08-29 10:50:00,24.56,6.5,32.94,7.5
KIS,2005-08-29 11:20:00,25.16,7.5,32.84,6.7
AKI,2005-08-29 11:36:00,24.08,6.5,33.06,1.9
SUO,2005-08-29 11:42:00,26.48,6.2,32.97,0.4
SUO,2005-08-29 12:46:00,27.38,6.6,32.6,0.9
AKI,2005-08-29 12:54:00,23.96,6.1,33,1.1
SUO,2005-08-29 13:53:00,27.27,6.4,32.89,0.9
KIS,2005-08-30 08:45:00,24.99,6.5,33.46,1
KIS,2005-08-30 09:40:00,24.77,6.9,32.98,3.9
IY1,2005-08-30 10:35:00,24.28,7.2,33.02,5.9
SUO,2005-08-30 10:44:00,26.77,6.6,32.8,0.6
KIS,2005-08-30 10:50:00,25.27,6.7,33.64,1.5
SUO,2005-08-30 11:50:00,26.45,6.8,33.08,0.7
IY1,2005-08-30 11:50:00,24.72,7.2,33.16,0.9
KIS,2005-08-30 12:15:00,24.74,7.2,32.92,2.7
IY1,2005-08-30 12:50:00,24.03,7.3,33,4.8
SUO,2005-08-30 12:59:00,26.22,6.6,33.05,0.7
KIS,2005-08-30 13:35:00,25.39,6.5,33.6,0.3
SUO,2005-08-30 14:15:00,26.25,6.7,33.01,1.5
IY2,2005-08-31 09:54:00,23.54,6.1,33.24,0.7
AKI,2005-08-31 10:10:00,24.03,6.5,32.99,2.2
IY2,2005-08-31 11:11:00,23.61,6,32.95,0.7
SUO,2005-08-31 11:20:00,26.39,6.9,32.96,1.6
SUO,2005-08-31 12:26:00,26.35,6.8,33.08,0.6
IY2,2005-08-31 12:27:00,24.12,6.6,33.18,1
SUO,2005-08-31 13:07:00,26.55,7.4,33.17,1.3
AKI,2005-08-31 13:15:00,24.57,6.4,32.88,1.2
IY2,2005-08-31 13:42:00,24.27,7.2,33.12,2
AKI,2005-08-31 13:55:00,24.45,6.4,32.9,1.2
SUO,2005-08-31 14:22:00,26.37,6.7,33.13,1.2
AKI,2005-08-31 14:30:00,24.33,6.6,32.91,1.4
HAR,2005-09-01 09:11:00,26.57,8.1,31.51,2.4
AKI,2005-09-01 10:15:00,24.36,6.1,32.73,5.7
HAR,2005-09-01 10:26:00,26.92,8.1,31.87,1.4
IY1,2005-09-01 10:45:00,24.42,7.1,33.24,1.1
SUO,2005-09-01 11:03:00,26.52,6.6,33.02,0.6
AKI,2005-09-01 11:50:00,24.57,7.4,32.91,1.6
SUO,2005-09-01 12:18:00,26.6,6.5,33.04,1.2
IY1,2005-09-01 12:24:00,24.65,6.9,33.23,0.3
SUO,2005-09-01 13:34:00,26.61,6.3,33.22,0.5
HAR,2005-09-01 13:37:00,26.84,7.2,32.26,0.5
IY2,2005-09-01 13:43:00,24.32,6.6,33.21,0.6
AKI,2005-09-01 14:00:00,24.21,6.9,33.02,3.3
SUO,2005-09-01 14:23:00,26.72,6.2,33.1,0.4
HAR,2005-09-01 14:55:00,26.91,7.3,32.23,0.5
AKI,2005-09-01 15:00:00,25.3,7.4,32.76,5.1
HAR,2005-09-02 08:25:00,26.53,6.7,32.81,1
HAR,2005-09-02 10:16:00,26.59,6.6,32.75,0.6
HAR,2005-09-02 11:32:00,26.76,7.2,32.73,0.5
HAR,2005-09-02 12:50:00,26.89,7,32.79,0.7
SUO,2005-09-02 13:01:00,27.26,6.3,33.23,0.3
SUO,2005-09-02 14:20:00,26.71,6.2,33.12,0.2
SUO,2005-09-02 16:35:00,27.12,6.4,33.03,0.7
SUO,2005-09-02 17:37:00,27.58,6.8,32.83,1.9
HBK,2005-09-03 11:07:00,27.86,6.3,33.21,0.2
HBK,2005-09-03 11:43:00,27.83,6.5,33.12,0.6
HBK,2005-09-03 12:15:00,27.94,6.1,33.04,0.1
HBK,2005-09-03 12:55:00,27.86,6.1,32.84,0.2
HRS,2005-09-20 11:00:00,25.63,7.6,29.51,7.4
HRS,2005-09-20 12:30:00,25.66,8.1,30.14,5.1
HRS,2005-09-20 13:30:00,25.8,7.1,31,3.9
HRS,2005-09-20 14:45:00,25.58,7.3,30.64,7.8
HRS,2005-09-21 10:45:00,25.46,7.3,30.61,3.2
HRS,2005-09-21 14:35:00,25.39,7.7,31.42,1.9
HRS,2005-09-21 15:40:00,24.58,6.7,32.56,4.4
KIS,2005-10-12 09:01:00,24.2,6,33.13,0.8
KIS,2005-10-12 10:15:00,24.49,5.7,33.65,0.5
KIS,2005-10-12 11:30:00,23.78,6.2,31.76,1.9
OSK,2005-10-15 10:04:00,23.54,6.6,31.66,2.1
OSK,2005-10-15 11:27:00,23.88,5.7,32.18,1.2
OSK,2005-10-17 09:53:00,22.93,8.1,30.1,17
AKI,2005-10-17 11:02:00,23.95,6.2,32.83,1.8
OSK,2005-10-17 11:26:00,23.35,5.6,31.57,0.8
AKI,2005-10-17 12:10:00,23.79,6.5,32.9,1.5
AKI,2005-10-17 12:56:00,23.66,6.2,32.98,1.1
OSK,2005-10-17 14:10:00,23.54,5.7,30.03,19
IY2,2005-10-18 09:35:00,23.3,6.5,32.97,1.1
SUO,2005-10-18 10:34:00,23.21,7.9,33.68,4.6
OSK,2005-10-18 10:36:00,23.13,6.4,31.5,1.7
SUO,2005-10-18 11:48:00,23.67,7.4,33.82,7
IY2,2005-10-18 11:59:00,23.55,6.2,32.84,0.8
SUO,2005-10-18 12:53:00,23.47,7.7,33.67,5.1
OSK,2005-10-18 13:03:00,23.66,5.8,32.45,0.8
SUO,2005-10-18 13:59:00,23.59,7.5,33.56,8.7
OSK,2005-10-18 14:40:00,23.41,6.1,31.92,0.8
OSK,2005-10-19 09:05:00,23.77,5.4,33.01,1.2
SUO,2005-10-19 10:23:00,23.29,7,33.82,2.3
SUO,2005-10-19 11:31:00,23.67,6.3,34.06,5.3
SUO,2005-10-19 12:38:00,23.74,6.6,34.15,2.8
SUO,2005-10-19 13:45:00,23.67,6.6,34.1,3.4
SUO,2005-10-19 15:49:00,23.91,6.7,33.97,2.6
KIS,2005-10-20 09:40:00,23.7,6.2,33.18,0.7
AKI,2005-10-20 10:30:00,23.63,6.9,32.83,3.4
KIS,2005-10-20 10:55:00,24.21,5.2,33.48,0.4
SUO,2005-10-20 10:58:00,23.62,6.3,34.02,4.4
AKI,2005-10-20 11:15:00,23.71,6.9,32.75,4.9
KIS,2005-10-20 11:50:00,23.74,6.3,33.14,0.7
AKI,2005-10-20 11:55:00,23.78,6.7,32.71,4.4
SUO,2005-10-20 12:10:00,23.68,6.1,34.24,3.2
KIS,2005-10-20 12:50:00,23.99,4.5,33.37,0.1
SUO,2005-10-20 13:26:00,23.75,6.2,34.5,0.8
SUO,2005-10-20 14:15:00,23.63,6.1,34.36,1.7
AKI,2005-10-20 15:00:00,23.62,6.7,32.81,2.7
HAR,2005-10-21 08:55:00,22.99,6.5,32.03,3.7
KIS,2005-10-21 09:15:00,23.92,2.8,33.37,0.4
IY2,2005-10-21 09:31:00,23.14,6.2,32.96,1.2
KIS,2005-10-21 09:36:00,23.9,6.5,33.77,0.6
HAR,2005-10-21 10:13:00,22.4,6.9,31.7,5.2
IY2,2005-10-21 10:32:00,23.17,6.3,33,0.9
KIS,2005-10-21 10:41:00,23.89,6.7,33.36,1.4
KIS,2005-10-21 10:48:00,23.46,6.5,33.37,1.2
KIS,2005-10-21 11:46:00,23.16,6.6,33.19,1.2
KIS,2005-10-21 12:15:00,24.42,5.8,33.76,0.8
IY1,2005-10-21 12:46:00,23.04,6.2,33.31,0.6
SUO,2005-10-21 13:14:00,23.49,6.3,34.47,2.3
HAR,2005-10-21 13:25:00,23.7,6.3,32.37,1.4
IY2,2005-10-21 13:59:00,22.92,6.3,33.07,1.1
SUO,2005-10-21 14:39:00,23.37,6,34.59,0.9
HAR,2005-10-21 14:53:00,23.48,7.1,32.34,3.9
HAR,2005-10-24 08:17:00,20.9,7,31.69,3.4
HAR,2005-10-24 09:11:00,22.61,6.5,32.47,1.5
OSK,2005-10-24 09:25:00,22.58,5.2,32.65,2.1
HAR,2005-10-24 10:37:00,22.44,6.5,32.41,2.2
OSK,2005-10-24 10:40:00,22.83,5.1,32.82,2.9
HIU,2005-10-24 10:43:00,21.95,8.4,32.36,0.1
SUO,2005-10-24 10:44:00,21.7,6.8,34.1,0.8
HRS,2005-10-24 10:50:00,22.38,6.7,32.51,2.9
KIS,2005-10-24 11:40:00,23.03,4.9,32.88,0.1
HIU,2005-10-24 13:24:00,22.04,8.3,32.36,0.1
HAR,2005-10-24 13:27:00,22.37,6.7,32.41,2.6
HRS,2005-10-24 13:35:00,22.82,6.5,32.79,0.8
HIU,2005-10-24 14:12:00,22.36,7.5,32.42,0.1
HAR,2005-10-24 14:31:00,22.76,6.3,32.55,1.3
HRS,2005-10-24 14:35:00,22.83,6.5,32.83,1.2
HIU,2005-10-24 15:31:00,22.35,7.7,32.43,0.1
HAR,2005-10-25 08:36:00,22.26,6.4,32.82,0.9
BS1,2005-10-25 09:36:00,22.03,6.2,32.27,0.2
HIU,2005-10-25 09:39:00,22.06,7.2,32.74,4.7
HAR,2005-10-25 09:41:00,22.77,6.3,32.52,0.6
IY1,2005-10-25 10:05:00,22.66,6.3,33.16,0.9
HAR,2005-10-25 10:22:00,22.32,6.6,32.9,1.7
HIU,2005-10-25 10:49:00,22.24,7.3,32.6,2.8
HAR,2005-10-25 11:08:00,22.72,6.4,32.47,0.9
IY1,2005-10-25 11:30:00,22.62,6.5,33.3,0.8
BS1,2005-10-25 11:39:00,21.84,7.4,32.33,0.1
HAR,2005-10-25 11:51:00,22.69,6.4,32.91,1
HBK,2005-10-25 12:01:00,22.25,6.6,35.42,1.4
HIU,2005-10-25 12:04:00,22.41,7.2,32.51,2.9
IY1,2005-10-25 12:35:00,22.73,6.4,33.07,0.9
HBK,2005-10-25 12:45:00,22.64,6.4,35.48,1.2
HBK,2005-10-25 13:20:00,22.56,6.7,35.47,1.5
HIU,2005-10-25 13:21:00,22.16,6.9,32.57,1.4
HAR,2005-10-25 13:45:00,22.37,6.5,32.88,1.3
HAR,2005-10-25 13:52:00,22.86,6.5,32.6,0.8
HBK,2005-10-25 13:58:00,22.4,6.7,35.43,1.6
BS1,2005-10-25 14:41:00,22.42,7.3,32.44,0.2
BS1,2005-10-25 15:43:00,22.28,6.9,32.34,0.2
BS1,2005-10-26 08:18:00,21.78,6.7,32.05,0.2
HIU,2005-10-26 09:00:00,22.73,6.6,32.77,3.1
BS1,2005-10-26 09:36:00,21.68,7,32.23,0.1
