kai,datetime,Tem,DO,Sal,Chl.a
bis,2012-02-21 14:05:00,7.69,10,31.89,1.8
osk,2012-02-21 14:27:00,8.84,9.8,31.779,1.3
osk,2012-02-21 16:07:00,8.821,9.8,31.826,1.5
bis,2012-02-22 08:15:00,8.04,9.7,32.41,1.9
aki,2012-02-22 08:44:00,9.82,10.6,32.83,2.4
bis,2012-02-22 09:20:00,7.95,10.1,32.32,2.7
hrs,2012-02-22 09:59:00,10.58,9.6,33.17,1.2
kis,2012-02-22 10:25:00,10.03,9,32.74,0.3
hrs,2012-02-22 10:36:00,10.28,10.1,32.99,1.3
har,2012-02-22 10:46:00,8.156,9.9,31.712,0.9
bis,2012-02-22 10:55:00,8.23,10.4,32.46,2.7
hiu,2012-02-22 10:55:00,10.43,8.4,33.02,1.1
hrs,2012-02-22 11:37:00,10.01,10.5,32.48,1.1
kis,2012-02-22 11:40:00,9.29,9.4,32.28,0.9
hiu,2012-02-22 11:40:00,9.99,8.6,32.89,1.4
har,2012-02-22 11:56:00,8.039,9.9,31.711,0.9
hrs,2012-02-22 12:58:00,10.09,10.6,32.36,1.2
hiu,2012-02-22 13:24:00,9.77,9.1,32.87,2.7
bis,2012-02-22 13:47:00,8.55,10,32.62,1.7
hrs,2012-02-22 14:12:00,9.53,11.4,32.13,1
hiu,2012-02-23 08:57:00,10.18,8.8,32.94,4.4
bis,2012-02-23 09:30:00,8.34,9.9,32.43,0.7
hiu,2012-02-23 09:55:00,9.33,9.6,32.53,4.9
osk,2012-02-23 10:45:00,8.581,10.2,31.614,4.5
bis,2012-02-23 11:34:00,8.63,10.1,32.28,1.7
hiu,2012-02-23 11:41:00,9.04,9.6,32.59,2
hiu,2012-02-23 12:27:00,9.3,9.7,32.56,2.3
hiu,2012-02-23 13:32:00,9.85,8.8,32.72,1.5
bis,2012-02-23 14:43:00,8.87,9.9,32.51,0.8
bis,2012-02-23 15:24:00,8.39,9.7,32.44,0.7
kis,2012-02-24 09:35:00,11.25,8.8,32.97,0.5
hiu,2012-02-24 10:05:00,8.72,9.6,32.51,0.5
aki,2012-02-24 10:16:00,10.65,9.7,33.22,1.1
kis,2012-02-24 10:50:00,9.28,9.2,32.26,0.3
hiu,2012-02-24 11:12:00,9.59,9,32.85,1.7
hrs,2012-02-24 11:16:00,10.51,9.8,33.1,0.7
hiu,2012-02-24 11:48:00,9.65,8.9,32.87,1
hrs,2012-02-24 12:56:00,10.26,10.2,32.74,2.4
hiu,2012-02-24 14:14:00,9.04,9.6,32.3,0.5
iyo,2012-02-27 09:58:00,11.6,8.6,33.79,0.9
iyo,2012-02-27 11:25:00,12.34,8.5,33.96,1
iyo,2012-02-27 13:42:00,11.21,8.7,33.49,0.9
har,2012-02-28 07:50:00,8.15,9.5,31.84,0.6
har,2012-02-28 09:40:00,7.92,9.7,31.7,0.8
har,2012-02-28 10:40:00,7.7,9.8,31.92,0.2
har,2012-02-28 11:50:00,8.17,9.5,31.93,0.5
kis,2012-02-28 13:50:00,8.53,9.6,32.04,0.5
kis,2012-05-16 09:00:00,16.22,8.1,32.38,0.2
osk,2012-05-16 09:21:00,16.03,8,32.48,0.5
har,2012-05-16 10:26:00,15.61,8.7,31.61,3.3
osk,2012-05-16 10:32:00,16.15,8.3,31.61,0.6
kis,2012-05-16 10:40:00,16.88,7.9,32.58,0.3
osk,2012-05-16 11:34:00,16.55,8.5,31.54,0.5
har,2012-05-16 12:03:00,15.31,8.5,31.59,2.3
kis,2012-05-16 12:30:00,17.39,7.8,32.68,0.3
kis,2012-05-16 13:00:00,16.14,8.2,32.31,1
har,2012-05-16 13:32:00,15.56,8.6,31.64,2.9
har,2012-05-17 09:36:00,16.34,9.4,31.01,1.8
kis,2012-05-17 09:40:00,17.31,7.8,32.86,0.1
kis,2012-05-17 09:41:00,16.73,7.5,32.45,0.4
iyo,2012-05-17 10:11:00,15.91,8.7,33.27,0.2
kis,2012-05-17 10:47:00,20.07,9,34.05,0.2
kis,2012-05-17 11:00:00,16.03,8.1,32.19,0.6
har,2012-05-17 11:15:00,15.91,9.2,31.44,3.8
iyo,2012-05-17 11:31:00,15.82,8.8,33.25,0.1
kis,2012-05-17 12:00:00,16.53,7.1,32.37,0.5
har,2012-05-17 12:50:00,16.72,9.3,31,1.4
kis,2012-05-17 13:14:00,16.63,7,32.71,0.3
kis,2012-05-17 13:40:00,16.61,8.6,31.86,0.3
iyo,2012-05-17 13:51:00,15.33,8.7,33.48,0.2
kis,2012-05-18 08:38:00,16.92,7.5,32.8,0.4
iyo,2012-05-18 09:29:00,14.54,8.6,33.23,0.4
kis,2012-05-18 09:43:00,16.85,10.2,32.63,0.4
kis,2012-05-18 10:48:00,16.52,12.9,32.24,0.6
iyo,2012-05-18 10:57:00,14.83,8.6,32.93,0.5
iyo,2012-05-18 12:09:00,15.17,8.7,33.31,0.3
har,2012-05-18 13:04:00,15.65,10.4,30.9,6.1
iyo,2012-05-18 13:18:00,17.02,8.7,33.25,0.4
har,2012-05-18 14:27:00,16.72,9.4,31.1,1.6
har,2012-05-18 15:20:00,16.97,9.2,31,1.7
har,2012-05-18 17:27:00,15.95,9.9,30.97,6.8
aki,2012-05-21 09:28:00,14.88,8.5,33.21,1
har,2012-05-21 09:47:00,15.891,8,31.868,2
aki,2012-05-21 10:13:00,15.17,8.6,33.15,0.8
har,2012-05-21 10:56:00,16.328,8.8,31.311,2.9
aki,2012-05-21 11:27:00,15.09,8.5,33.08,0.8
iyo,2012-05-21 12:24:00,16.18,8.6,33.35,0.3
har,2012-05-21 13:33:00,16.286,8.8,31.509,1.4
har,2012-05-21 14:42:00,15.919,8.5,31.637,3.4
har,2012-05-21 15:51:00,15.767,8.1,31.664,3
aki,2012-05-22 08:40:00,15.77,8.7,32.82,2.2
osk,2012-05-22 09:03:00,17.552,10.5,30.426,2.9
aki,2012-05-22 10:04:00,14.97,8.6,33.21,1.2
osk,2012-05-22 10:14:00,17.067,9.4,29.133,2.4
aki,2012-05-22 11:01:00,15.21,8.7,33.06,1.1
hbk,2012-05-22 12:29:00,19.29,8.8,33.9,0.2
osk,2012-05-22 12:49:00,16.648,8.5,31.462,1.5
aki,2012-05-22 13:07:00,15.99,8.7,32.86,1.2
hbk,2012-05-22 13:12:00,18.97,9.2,34.17,0.2
osk,2012-05-22 13:34:00,17.07,9.5,31.779,1.5
aki,2012-05-22 13:43:00,15.57,8.6,32.92,1.5
aki,2012-05-22 14:23:00,15.67,8.7,33.01,0.8
osk,2012-05-22 14:26:00,16.434,9.5,31.911,2.6
osk,2012-05-22 15:24:00,16.266,8.9,32.124,1.6
suo,2012-05-22 16:10:00,19.93,9.1,32.36,0.6
osk,2012-05-22 17:11:00,16.167,9,31.904,1.7
hbk,2012-05-23 10:00:00,18.47,8.6,34.39,0.1
har,2012-05-23 10:00:00,16.73,8.7,31.66,0.5
hbk,2012-05-23 10:37:00,18.47,8.7,34.26,0.1
hiu,2012-05-23 10:55:00,17.75,9.1,32.56,1.2
hiu,2012-05-23 10:56:00,15.62,8.4,32.93,0.8
osk,2012-05-23 10:59:00,16.364,8.7,32.074,2.3
hrs,2012-05-23 11:05:00,17.28,9.2,32.41,0.3
hiu,2012-05-23 11:40:00,16.99,8.6,32.69,0.5
har,2012-05-23 11:50:00,17.87,8.6,31.68,0.1
hrs,2012-05-23 12:37:00,16.4,9.1,32.92,0.5
hiu,2012-05-23 13:10:00,17.86,9.1,32.6,1
har,2012-05-23 13:10:00,16.94,8.5,31.77,0.4
hiu,2012-05-23 13:29:00,17.99,8.4,32.78,0.1
hrs,2012-05-23 13:44:00,15.22,8.8,33.05,2.3
hiu,2012-05-23 13:55:00,19.14,9,32.57,0.5
suo,2012-05-23 14:00:00,17.67,9.2,32.55,0.6
har,2012-05-23 14:20:00,17.6,8.8,31.41,0.2
aki,2012-05-23 14:21:00,15.12,8.7,33.09,1.2
hiu,2012-05-23 15:00:00,18.42,9.5,32.5,0.1
suo,2012-05-23 15:15:00,18.93,9.2,32.44,0.9
aki,2012-05-23 15:31:00,15.77,8.7,32.95,2
hiu,2012-05-24 08:45:00,18.08,8.6,32.45,0.8
hiu,2012-05-24 09:46:00,17.71,8.4,32.5,0.5
suo,2012-05-24 11:30:00,17.76,8.6,32.95,0.1
hiu,2012-05-24 11:32:00,18.49,8.5,32.1,1
hiu,2012-05-24 12:16:00,18.8,8.5,32.57,0.2
suo,2012-05-24 12:53:00,17.68,8.5,32.8,0.2
hiu,2012-05-24 13:25:00,17.36,8.6,32.57,0.1
suo,2012-05-25 10:03:00,16.68,8,32.61,0.9
hrs,2012-05-25 11:16:00,16.02,9.2,32.11,0.9
suo,2012-05-25 11:17:00,17.99,8.7,32.51,2.7
suo,2012-05-25 12:33:00,17.54,9.1,32.59,2.4
suo,2012-05-25 13:21:00,17.97,8.7,32.51,1.7
hrs,2012-05-25 13:33:00,16.5,9.5,31.75,1.6
hrs,2012-05-25 14:28:00,15.37,8.7,32.87,1.9
hrs,2012-05-25 15:43:00,16.39,9,32.23,1.3
bis,2012-05-28 09:30:00,17.34,8.2,32.53,1.3
suo,2012-05-28 10:45:00,19.13,8.6,32.41,1.2
bis,2012-05-28 11:15:00,18.84,8.8,32.4,0.4
suo,2012-05-28 12:06:00,17.86,8.5,32.75,1.3
bis,2012-05-28 14:25:00,18.49,8.3,32.55,0.5
bis,2012-05-28 15:25:00,18.54,8.2,32.6,0.7
bis,2012-05-29 08:10:00,17.71,8.1,32.39,1.8
bis,2012-05-29 09:30:00,17.63,9.3,32.42,1.3
suo,2012-05-29 11:01:00,16.92,8.1,32.9,0.3
bis,2012-05-29 11:05:00,18.57,9.3,32.3,2.3
suo,2012-05-29 12:08:00,18.84,8.3,32.83,0.2
bis,2012-05-29 13:45:00,19.18,9.5,32.34,1
suo,2012-05-29 13:51:00,18.57,8.4,32.53,0.9
bis,2012-05-30 08:40:00,17.81,8.1,32.34,1.9
bis,2012-05-30 10:00:00,17.98,8.5,31.83,0.7
suo,2012-05-30 10:17:00,19.96,8.3,32.47,1.2
bis,2012-05-30 11:40:00,18.67,8.8,31.275,1.1
suo,2012-05-30 12:04:00,20.37,8.2,32.28,1.2
suo,2012-05-30 13:20:00,21.07,8.4,32.36,1.6
bis,2012-05-30 14:10:00,18.22,8.6,31.56,0.6
suo,2012-05-30 14:25:00,19.49,8.5,32.57,1.3
bis,2012-05-31 10:55:00,18.82,8.6,31.64,0.4
suo,2012-05-31 11:23:00,20.88,8.8,32.39,1.5
bis,2012-05-31 13:25:00,18.12,8.6,31.72,0.5
bis,2012-05-31 14:40:00,17.92,8.4,31.87,1.5
har,2012-08-16 09:54:00,26.39,8,30.96,1.2
har,2012-08-16 11:04:00,27.78,9.3,31.03,1
har,2012-08-16 13:34:00,27.82,9.5,31.07,0.7
har,2012-08-16 14:41:00,27.25,9.5,31.05,0.6
har,2012-08-16 15:49:00,27.46,9.1,31.14,1.8
osk,2012-08-17 08:56:00,28.22,9.3,26.56,28
osk,2012-08-17 09:37:00,28.51,6.7,24.79,24
osk,2012-08-17 10:49:00,27.78,6.7,30.23,6.4
osk,2012-08-17 11:27:00,27.53,5.7,31.43,0.3
osk,2012-08-17 13:24:00,27.95,5.5,31.24,0.3
osk,2012-08-17 14:09:00,26.81,5.3,31.35,0.6
osk,2012-08-17 15:47:00,26.52,5.5,31.21,1
osk,2012-08-17 16:37:00,26.25,5,31.43,0.6
hiu,2012-08-20 10:26:00,28.79,7.7,31.54,0.5
hbk,2012-08-20 10:49:00,27.51,6.7,32.32,0.6
hbk,2012-08-20 11:22:00,27.71,6.8,32.48,0.3
hiu,2012-08-20 11:38:00,29.13,7.6,31.59,0.9
hbk,2012-08-20 12:06:00,27.72,6.7,32.6,0.1
hbk,2012-08-20 12:49:00,27.65,6.7,32.35,0.6
hiu,2012-08-20 13:45:00,29.06,7.6,31.32,0.7
hiu,2012-08-20 14:57:00,29.23,8,31.2,2.1
iyo,2012-08-21 09:10:00,23.43,7,32.39,1.9
bis,2012-08-21 09:22:00,27.27,6.9,31.14,9.5
har,2012-08-21 09:27:00,27.62,6.1,30.91,1.1
iyo,2012-08-21 10:18:00,23.62,7,32.2,1.5
suo,2012-08-21 10:51:00,28.38,6.3,30.79,0.5
har,2012-08-21 11:05:00,27.64,6.3,31.1,0.8
bis,2012-08-21 11:14:00,28.47,8,31.49,2.1
iyo,2012-08-21 11:33:00,25.43,6.7,32.37,0.5
suo,2012-08-21 12:07:00,28.15,6.6,31.07,0.2
har,2012-08-21 12:42:00,27.2,6.4,30.89,2.8
iyo,2012-08-21 12:49:00,25,6.8,32.37,0.8
suo,2012-08-21 13:20:00,28.78,6.6,30.83,0.3
suo,2012-08-21 14:13:00,28.18,6.8,31.16,2.4
bis,2012-08-21 14:29:00,27.79,7.8,31.36,2.2
bis,2012-08-21 15:29:00,27.02,6.6,31.33,9.1
bis,2012-08-22 08:03:00,27.71,5.4,30.75,3.1
har,2012-08-22 08:55:00,28.93,7,30.09,4.4
kis,2012-08-22 09:00:00,26.88,6.8,30.98,0.7
bis,2012-08-22 09:11:00,27.63,5.6,30.92,12
har,2012-08-22 10:22:00,29.12,7.5,30.08,3.1
kis,2012-08-22 10:40:00,28.01,6.5,32.53,0.1
hiu,2012-08-22 10:58:00,26.08,6.7,31.87,1.8
bis,2012-08-22 11:06:00,28.02,5.8,30.79,13
hiu,2012-08-22 11:51:00,27.84,6.5,31.65,2.2
hiu,2012-08-22 13:40:00,28.41,6.4,31.63,1.1
bis,2012-08-22 13:45:00,28.23,7.4,31.12,4
har,2012-08-22 14:00:00,28.1,6.9,30.76,1.4
har,2012-08-22 16:13:00,27.82,6.1,30.83,1.4
hiu,2012-08-23 08:43:00,28.15,6.5,31.5,1.6
kis,2012-08-23 09:45:00,27.1,6.5,31.44,0.6
suo,2012-08-23 09:47:00,28.48,6.2,30.61,2.5
hiu,2012-08-23 09:47:00,28.33,6.4,31.4,2.2
har,2012-08-23 10:16:00,27.24,6.5,31.14,1.3
suo,2012-08-23 11:08:00,28.69,6.4,30.79,2
kis,2012-08-23 11:10:00,26.67,5.9,31.3,0.4
hiu,2012-08-23 11:37:00,28.49,6.4,31.45,0.6
har,2012-08-23 11:41:00,27.33,6.8,31.11,0.7
suo,2012-08-23 12:21:00,27.97,6.5,30.96,0.3
hiu,2012-08-23 12:21:00,28.11,6.5,31.51,1.5
har,2012-08-23 13:19:00,27.28,6.9,31.04,2.1
hiu,2012-08-23 13:24:00,27.71,6.5,31.48,2.4
suo,2012-08-23 13:30:00,27.56,6.4,31.16,0.4
kis,2012-08-23 14:10:00,27.44,6.8,31.55,0.4
suo,2012-08-23 14:36:00,28.07,6.4,30.91,0.9
iyo,2012-08-29 10:16:00,25.71,6.7,32.38,0.3
iyo,2012-08-29 11:36:00,24.22,6.9,32.4,1.4
iyo,2012-08-29 14:03:00,24.52,6.8,32.49,0.6
har,2012-08-30 08:20:00,27.03,6.5,31.23,1.1
bis,2012-08-30 08:23:00,27.86,6.9,30.59,4.9
bis,2012-08-30 09:53:00,27.93,7.4,30.45,0.7
har,2012-08-30 10:10:00,27.54,6,31.22,0.6
suo,2012-08-30 10:42:00,27.2,6.8,31.24,1.1
har,2012-08-30 11:20:00,27.62,6.3,31.25,0.6
bis,2012-08-30 11:27:00,28.43,7.7,30.77,3.8
suo,2012-08-30 11:49:00,28.37,6.7,30.9,0.9
har,2012-08-30 12:50:00,27.67,7.6,30.99,0.8
suo,2012-08-30 12:52:00,27.6,6.6,31.19,1.1
bis,2012-08-30 14:01:00,28.25,8,30.48,7.6
suo,2012-08-30 14:07:00,27.39,6.6,31.45,0.5
kis,2012-08-30 16:25:00,28.01,6.8,32.35,0.2
aki,2012-08-31 09:15:00,23.94,6.9,32.41,2
aki,2012-08-31 09:58:00,25.01,6.8,32.18,2.8
aki,2012-08-31 11:06:00,25.42,6.7,32.12,1.8
suo,2012-08-31 11:07:00,26.07,6.8,32.09,0.1
suo,2012-09-03 11:43:00,26.62,6.6,31.6,0.8
suo,2012-09-03 12:54:00,25.18,6.8,32.39,0.4
suo,2012-09-03 13:38:00,27.09,6.7,31.64,0.9
suo,2012-09-04 10:17:00,27.77,6.4,31.16,0.1
kis,2012-09-04 10:36:00,27.88,6.2,32.42,0.2
iyo,2012-09-04 11:10:00,23.73,6.8,32.55,1.8
suo,2012-09-04 11:22:00,27.34,6.7,31.87,0.1
kis,2012-09-04 11:48:00,27.78,6.2,32.17,0.4
iyo,2012-09-04 12:21:00,26.18,7.2,32.5,0.1
suo,2012-09-04 12:33:00,27.62,6.7,31.84,0.1
kis,2012-09-04 12:39:00,28.01,6.1,32.15,0.3
iyo,2012-09-04 13:33:00,24.54,7.5,32.35,2
aki,2012-09-05 08:40:00,26.09,6.7,32.02,4.2
kis,2012-09-05 08:41:00,27.57,6.3,32.25,0.7
aki,2012-09-05 09:38:00,25.58,6.9,32.17,1.9
kis,2012-09-05 09:48:00,27.52,6.3,32.13,1.2
kis,2012-09-05 10:31:00,27.86,6.5,31.31,0.4
aki,2012-09-05 10:34:00,25.55,6.3,32.15,1.7
kis,2012-09-05 11:42:00,28.01,6.4,32.05,0.3
aki,2012-09-05 12:34:00,27.16,6.1,31.84,2.6
aki,2012-09-05 13:16:00,26.72,6.2,31.97,2.2
aki,2012-09-05 14:03:00,26.05,6.6,32.1,2
osk,2012-09-06 09:08:00,27.48,6.2,31.98,1.8
hrs,2012-09-06 09:42:00,26.96,7.7,31.06,1.6
osk,2012-09-06 10:16:00,27.65,6.2,31.84,1.8
hrs,2012-09-06 11:17:00,26.43,7.8,31.82,0.6
osk,2012-09-06 11:34:00,27.58,5.5,31.58,0.8
kis,2012-09-06 12:22:00,27.56,5.8,32.37,0.9
hrs,2012-09-06 12:25:00,25.75,7.8,32.2,1.2
aki,2012-09-06 13:01:00,24.9,6.7,32.26,1.7
aki,2012-09-06 14:11:00,26.34,7.3,32.04,2.7
hrs,2012-09-07 10:06:00,25.68,7.1,31.94,2.4
hrs,2012-09-07 11:13:00,26.14,7.7,31.05,1.5
hrs,2012-09-07 12:24:00,26.41,7.5,30.79,2.8
hrs,2012-09-07 13:39:00,26.72,8.5,31.03,5.2
kis,2012-10-16 09:05:00,24.19,6.9,32.37,0.8
hbk,2012-10-16 09:08:00,21.94,6.7,33.361,0.5
hbk,2012-10-16 09:57:00,21.95,6.4,33.409,0.6
kis,2012-10-16 10:20:00,24.22,6.7,33.11,0.2
hbk,2012-10-16 10:44:00,22.02,6.3,33.445,0.1
har,2012-10-16 10:47:00,24.14,7,31.47,5.5
hbk,2012-10-16 11:18:00,21.96,6.3,33.402,0.4
kis,2012-10-16 11:45:00,23.99,7.4,32.17,0.2
har,2012-10-16 12:28:00,24.67,7.1,31.47,7.5
har,2012-10-16 14:09:00,24.69,6.9,31.59,6.1
suo,2012-10-16 15:10:00,22.364,7.4,32.212,1.5
har,2012-10-17 08:57:00,23.85,8,30.95,10
har,2012-10-17 10:36:00,23.43,8.3,30.8,13
suo,2012-10-17 11:04:00,22.58,6.8,32.063,1.2
suo,2012-10-17 12:06:00,23.12,6.8,31.739,2
har,2012-10-17 13:10:00,24.38,7.4,31.37,7.6
suo,2012-10-17 13:15:00,23.42,6.6,32.465,1.1
suo,2012-10-17 13:59:00,22.67,6.9,31.44,1.4
har,2012-10-17 14:48:00,24.26,7.6,31.4,4.2
har,2012-10-18 09:30:00,24.05,7.5,31.48,4.2
suo,2012-10-18 10:06:00,23.02,6.7,32.323,1.8
har,2012-10-18 11:01:00,24.32,7.1,31.53,7.2
suo,2012-10-18 11:19:00,23.37,6.7,32.453,2.5
har,2012-10-18 12:38:00,24.22,9.1,31.39,5.7
suo,2012-10-18 12:40:00,23.27,6.7,32.652,0.9
suo,2012-10-18 13:27:00,23.27,6.7,32.588,0.6
har,2012-10-18 15:28:00,23.55,11.8,30.52,7.4
har,2012-10-19 09:39:00,23.65,7.4,31.47,6
hiu,2012-10-19 10:24:00,23.53,6.1,31.47,3.4
har,2012-10-19 10:44:00,23.65,7,31.75,3.7
hiu,2012-10-19 11:28:00,23.64,6.2,31.44,2.2
suo,2012-10-19 12:34:00,23.06,6.8,32.72,0.8
har,2012-10-19 12:43:00,23.77,6.7,31.98,4.7
hiu,2012-10-19 13:35:00,23.83,6.2,31.52,1.9
har,2012-10-19 13:57:00,23.83,6.7,32.19,3.1
hiu,2012-10-19 14:38:00,23.87,6.2,31.38,1.7
bis,2012-10-22 09:24:00,23.21,6.1,31.42,2.7
kis,2012-10-22 09:30:00,23.64,7.3,32.95,0.3
osk,2012-10-22 09:53:00,23.4,7.1,31.86,4
suo,2012-10-22 10:07:00,22.36,7,32.006,1.6
kis,2012-10-22 10:45:00,23.55,7.7,32.31,0.6
iyo,2012-10-22 10:54:00,22.94,6.8,32.74,1.1
suo,2012-10-22 11:10:00,22.91,7.1,32.308,1.3
bis,2012-10-22 11:15:00,22.92,6.9,31.48,4.1
iyo,2012-10-22 12:20:00,22.7,7,32.83,1.3
suo,2012-10-22 12:49:00,22.85,6.8,32.737,0.3
iyo,2012-10-22 13:19:00,22.85,7.1,32.7,1.1
osk,2012-10-22 13:53:00,22.53,10.4,30.5,25
bis,2012-10-22 14:20:00,23.65,6.5,31.44,2.3
bis,2012-10-22 15:15:00,23.48,6.4,31.4,2.5
bis,2012-10-23 08:15:00,22.95,5.8,31.14,1.6
aki,2012-10-23 08:41:00,23.04,6.7,31.79,3.8
bis,2012-10-23 09:46:00,22.38,6,31.11,2.3
suo,2012-10-23 10:03:00,21.58,7.2,32.204,1.2
aki,2012-10-23 10:11:00,23.34,6.5,32.15,1.2
suo,2012-10-23 11:10:00,21.15,7.1,31.728,3.3
bis,2012-10-23 11:20:00,22.17,6.5,30.95,12
aki,2012-10-23 11:25:00,23.48,6.3,31.99,1.3
osk,2012-10-23 11:37:00,23.44,7.1,32.02,2.5
aki,2012-10-23 12:17:00,23.49,6.4,32.06,1.1
osk,2012-10-23 13:17:00,22.97,6.9,31.38,15
bis,2012-10-23 13:45:00,22.95,6.5,31.5,3.4
osk,2012-10-23 14:43:00,22.37,8.1,29.88,44
aki,2012-10-23 14:56:00,22.85,7,32.07,3.2
hrs,2012-10-23 15:41:00,22.51,6.2,31.77,1.8
kis,2012-10-24 08:59:00,23.49,6.1,32.84,1.2
aki,2012-10-24 09:03:00,23.17,6.6,32.26,1.2
har,2012-10-24 10:05:00,23.26,7,31.65,0.7
kis,2012-10-24 10:08:00,23.3,6.2,32.74,1.3
aki,2012-10-24 10:34:00,22.89,6.9,32.32,2.3
suo,2012-10-24 10:54:00,20.676,7.5,32.215,0.7
bis,2012-10-24 10:56:00,23.06,6.8,31.05,3.8
aki,2012-10-24 11:10:00,22.95,6.6,32.44,1.3
osk,2012-10-24 11:13:00,23.28,6.4,31.89,4
kis,2012-10-24 11:15:00,23.3,6.6,32.93,1.1
hiu,2012-10-24 11:33:00,23.42,6.9,32.11,0.9
har,2012-10-24 12:00:00,23.25,7.4,31.74,1.3
kis,2012-10-24 12:05:00,23.15,6.5,32.87,0.9
hrs,2012-10-24 12:14:00,22.8,6.9,32.39,1.7
hiu,2012-10-24 12:22:00,23.3,6.9,31.89,0.8
suo,2012-10-24 12:50:00,21.81,7.6,32.054,3.4
osk,2012-10-24 12:50:00,22.77,6.7,31.87,5.8
har,2012-10-24 13:15:00,23.53,7.5,31.69,0.4
kis,2012-10-24 13:18:00,23.09,6.7,32.66,0.9
bis,2012-10-24 13:21:00,23.16,6.9,31.01,3.4
hrs,2012-10-24 13:47:00,22.76,7.2,32.21,1.5
hiu,2012-10-24 14:13:00,23.17,7,31.68,1.2
suo,2012-10-24 14:21:00,21.96,7.7,32.104,1.8
bis,2012-10-24 14:29:00,22.9,6.6,30.95,1.9
osk,2012-10-24 14:33:00,22.94,6.4,31.93,4.1
har,2012-10-24 14:45:00,23.28,7.5,31.27,0.5
hrs,2012-10-24 14:51:00,22.9,7,32.39,2.1
kis,2012-10-24 16:55:00,22.97,7.5,31.98,0.3
bis,2012-10-25 08:23:00,22.59,6.2,31.18,1.7
hiu,2012-10-25 09:39:00,22.44,7.1,31.78,1.7
bis,2012-10-25 09:41:00,22.59,6.4,30.86,2.1
hrs,2012-10-25 10:02:00,22.67,6.8,32.37,2.6
kis,2012-10-25 10:40:00,23.16,6.9,32.98,0.7
hiu,2012-10-25 10:49:00,22.67,7,31.54,0.8
bis,2012-10-25 11:01:00,22.62,6.5,30.62,1.4
hrs,2012-10-25 11:09:00,22.27,7,32.12,3.4
