kai,datetime,Tem,DO,Sal,Chl.a
SUO,2015-01-02 09:36:00,9.49,9.04,32.92,2.9
SUO,2015-01-02 10:35:00,10.21,8.93,32.9,1.2
HBK,2015-01-13 09:54:00,13.15,8.31,34.56,1.2
SUO,2015-01-13 14:17:00,8.83,9.3,33.1,1.1
SUO,2015-01-13 15:16:00,10.39,9.01,32.91,1.1
SUO,2015-01-15 09:48:00,7.9,9.72,32.85,2.4
SUO,2015-01-15 10:51:00,7.61,9.64,32.75,2
SUO,2015-01-15 11:55:00,10.57,9.03,32.85,2
SUO,2015-01-15 13:00:00,8.99,9.21,32.67,1.3
SUO,2015-01-16 09:57:00,9.83,9.23,32.23,0.8
SUO,2015-01-16 10:54:00,11.08,9.18,32.93,1.7
SUO,2015-01-16 14:09:00,11.14,9.17,32.88,0.8
SUO,2015-01-22 11:12:00,9.42,9.14,32.74,2.1
OSK,2015-02-02 09:03:00,10.98,8.64,32.57,0.2
KIS,2015-02-02 09:40:00,11.38,8.84,32.99,0.3
OSK,2015-02-02 09:50:00,9.93,9.07,32.05,0.2
HAR,2015-02-02 10:33:00,8.39,9.72,31.59,1.1
KIS,2015-02-02 10:55:00,10,9.75,32.41,0.6
HAR,2015-02-02 11:38:00,8.57,9.66,31.72,0.5
KIS,2015-02-02 12:11:00,12.69,8.25,33.75,0.3
HAR,2015-02-02 12:21:00,8.51,9.84,31.63,0.4
KIS,2015-02-02 13:03:00,12.06,8.39,33.38,0.2
HAR,2015-02-02 13:29:00,8.54,9.79,31.58,1
HAR,2015-02-02 14:35:00,8.75,9.72,31.56,1.9
KIS,2015-02-16 09:53:00,11.58,8.74,33.04,0.2
HRS,2015-02-16 10:07:00,10.69,9.01,32.92,2
KIS,2015-02-16 11:01:00,12.53,8.48,33.64,0.2
HRS,2015-02-16 11:40:00,10.65,9.12,32.78,2.8
KIS,2015-02-16 12:13:00,14.61,7.84,34.34,0.3
HRS,2015-02-16 13:26:00,10.43,9.4,32.52,5.4
AKI,2015-02-16 15:07:00,10.14,9.93,32.64,5.3
AKI,2015-02-16 15:40:00,10.56,9.91,32.64,7.7
OSK,2015-02-17 09:32:00,8.9,10.72,29.64,6.4
AKI,2015-02-17 09:36:00,11.02,8.77,33.1,1.6
KIS,2015-02-17 10:07:00,13.91,8.04,34.17,0.2
AKI,2015-02-17 10:14:00,10.97,8.78,33.12,1.1
OSK,2015-02-17 11:09:00,9.42,9.82,31.55,0.9
AKI,2015-02-17 11:10:00,10.54,9.14,32.87,2.4
KIS,2015-02-17 11:44:00,13.39,8.01,34.11,0.3
OSK,2015-02-17 11:57:00,9.17,9.71,31.46,2.7
OSK,2015-02-17 12:40:00,9.37,10.3,31.26,0.7
OSK,2015-02-17 13:17:00,9.45,10.25,30.74,0.5
AKI,2015-02-17 13:21:00,10.47,9.25,32.8,2.5
AKI,2015-02-17 13:56:00,10.41,9.18,32.8,2.8
OSK,2015-02-17 14:25:00,9.26,11.01,28.16,0.8
AKI,2015-02-17 14:38:00,10.51,9.1,32.83,2.3
OSK,2015-02-17 15:01:00,9.43,10.62,27.68,0.5
HRS,2015-02-17 16:11:00,9.96,11.15,31.4,6.3
KIS,2015-02-18 08:57:00,11.24,8.58,32.84,0.3
OSK,2015-02-18 09:49:00,11.12,8.7,32.78,0.4
OSK,2015-02-18 10:30:00,9.61,9.53,31.62,0.4
IY1,2015-02-18 11:15:00,11.11,8.86,33.41,2.6
IY1,2015-02-18 11:54:00,10.9,8.95,33.25,1.7
IY1,2015-02-18 13:06:00,11.21,8.89,33.38,1.4
HRS,2015-02-19 10:02:00,10.51,9.23,32.78,4.5
HAR,2015-02-19 10:34:00,8.69,9.71,31.56,1.4
HRS,2015-02-19 11:05:00,10.31,9.48,32.11,3.5
HAR,2015-02-19 11:46:00,8.82,9.62,31.83,0.5
HRS,2015-02-19 12:22:00,10.56,9.73,31.81,9.4
HAR,2015-02-19 13:01:00,8.4,9.98,31.6,0.8
HAR,2015-02-19 15:17:00,8.57,9.88,31.51,1.9
HIU,2015-02-23 10:18:00,9.515,9.581,32.599,2
IY1,2015-02-23 11:00:00,11.503,9.136,33.706,0.4
HIU,2015-02-23 11:22:00,9.772,9.711,32.676,2.7
IY1,2015-02-23 12:37:00,12.306,8.7,33.949,0.7
HIU,2015-02-23 13:41:00,8.853,9.634,32.161,1.7
HIU,2015-02-23 14:45:00,9.003,9.808,32.097,1.5
IY2,2015-02-23 15:11:00,11.389,8.967,33.584,0.8
BS1,2015-02-24 08:02:00,8.87,9.153,32.262,2.2
KIS,2015-02-24 08:40:00,10.04,9.47,32.31,0.4
HAR,2015-02-24 09:12:00,8.63,10.28,31.28,4.3
BS1,2015-02-24 09:12:00,8.78,9.461,32.001,2.7
KIS,2015-02-24 09:55:00,10.96,9.31,32.76,0.2
HAR,2015-02-24 10:21:00,8.53,10.53,31.15,7.1
BS1,2015-02-24 10:38:00,8.928,9.531,32.128,4.2
KIS,2015-02-24 11:15:00,10.98,9.39,32.61,0.9
HAR,2015-02-24 12:20:00,8.41,10.03,31.48,1
KIS,2015-02-24 13:20:00,9.76,9.72,32.04,2.3
BS1,2015-02-24 13:45:00,9.338,9.361,32.466,2.9
BS2,2015-02-25 08:12:00,8.824,9.071,32.206,2.1
IY2,2015-02-25 09:32:00,10.957,8.975,33.261,0.4
BS2,2015-02-25 09:40:00,8.426,9.421,31.23,2.1
HAR,2015-02-25 09:51:00,8.75,10.11,31.29,2.1
IY2,2015-02-25 10:41:00,10.807,9.22,33.012,1.2
HAR,2015-02-25 11:17:00,8.65,10.04,31.47,2.2
BS2,2015-02-25 11:18:00,8.358,9.772,31.194,2.5
IY2,2015-02-25 11:54:00,10.992,9.009,33.257,1.1
IY2,2015-02-25 13:01:00,10.995,9.436,33.249,1.9
BS2,2015-02-25 13:52:00,8.363,9.568,31.461,2.9
HAR,2015-02-25 14:11:00,8.8,9.97,31.35,1.6
BS1,2015-02-26 09:08:00,9.146,9.281,32.347,1.5
BS1,2015-02-26 10:53:00,9.699,9.596,32.555,2.8
BS1,2015-02-26 14:21:00,9.049,9.406,32.207,2
BS1,2015-02-26 15:24:00,9.159,9.195,32.403,1.5
AKI,2015-02-27 10:17:00,10.846,9.038,33.2,1.1
BS2,2015-02-27 10:36:00,8.501,9.444,31.576,1.5
AKI,2015-02-27 11:05:00,10.717,9.126,33.11,1
AKI,2015-02-27 11:46:00,10.542,9.198,32.962,1.5
BS2,2015-02-27 13:25:00,8.441,9.39,31.802,1.7
BS2,2015-02-27 14:29:00,8.653,9.43,31.831,2.1
HAR,2015-03-03 08:30:00,9.26,9.24,31.9,0.5
HAR,2015-03-03 10:20:00,8.84,9.59,31.7,0.6
HAR,2015-03-03 11:35:00,8.77,9.74,31.64,0.6
HAR,2015-03-03 12:45:00,8.43,10.24,31.58,3.4
HIU,2015-03-04 10:58:00,10.468,9.249,32.991,1.8
HIU,2015-03-04 11:38:00,10.226,9.504,32.811,2.8
HIU,2015-03-04 13:22:00,10.109,9.724,32.777,3.4
HIU,2015-03-04 14:05:00,10.388,10.175,32.832,3.1
HIU,2015-03-05 09:28:00,9.806,9.611,32.427,4.6
HIU,2015-03-05 11:00:00,9.815,9.665,32.565,1.9
HIU,2015-03-05 11:38:00,9.685,9.638,32.613,1.3
HIU,2015-03-05 12:39:00,10.246,9.933,32.77,1.6
HAR,2015-05-02 08:59:00,17.51,8.61,31.54,2.2
HAR,2015-05-02 09:40:00,18.18,8.81,31.54,0.9
KIS,2015-05-02 10:20:00,19.86,7.66,33.96,0.2
HAR,2015-05-02 10:50:00,16.95,8.58,31.56,3.6
KIS,2015-05-02 11:55:00,20.59,7.75,33.93,0.4
HAR,2015-05-02 12:03:00,17.07,8.31,31.6,2.9
HAR,2015-05-02 12:56:00,17.56,8.25,31.82,2.1
KIS,2015-05-02 12:58:00,20.42,7.75,33.72,0.3
HAR,2015-05-02 14:12:00,17.23,9.39,30.78,3.4
HBK,2015-05-07 09:36:00,17.04,8.25,33.7,0.9
HBK,2015-05-07 10:05:00,17.16,8.33,33.9,0.5
HBK,2015-05-07 10:39:00,17.16,8.37,34.27,0.4
HBK,2015-05-07 11:09:00,17.13,8.31,33.81,1
SUO,2015-05-07 14:15:00,16.7,8.83,32.27,2.6
SUO,2015-05-07 15:15:00,18.08,8.3,32.19,1.9
SUO,2015-05-08 11:37:00,16.58,8.83,32.75,1.3
SUO,2015-05-08 12:41:00,15.7,8.37,33.06,0.4
SUO,2015-05-08 13:23:00,15.26,8.37,33.27,0.3
SUO,2015-05-11 09:47:00,19.18,8.56,32.13,4.8
SUO,2015-05-11 10:43:00,18.08,8.86,32.27,3.2
SUO,2015-05-11 11:20:00,18.28,8.9,32.22,2.8
