datetime,hour,minute,kai,Tem,DO,Sal,nissyaryou,Chl.a
2006-08-22,10,31,SUO,28.91,8.0,30.65,17.4,0.8
2006-08-22,11,37,SUO,28.67,7.4,30.22,17.4,1.1
2006-08-22,12,2,BS1,28.79,8.3,30.37,17.4,0.1
2006-08-22,12,43,SUO,28.58,7.9,30.05,17.4,1.5
2006-08-22,13,49,SUO,28.04,7.6,30.33,17.4,0.6
2006-08-22,14,50,BS1,27.85,6.8,31.35,17.4,0.1
2006-08-22,15,57,BS1,26.71,7.3,31.28,17.4,0.1
2006-08-23,8,47,HAR,27.82,7.6,29.93,23.0,6.8
2006-08-23,8,58,KIS,26.83,7.1,30.16,23.0,2.6
2006-08-23,10,1,HAR,28.25,9.0,29.21,23.0,6.4
2006-08-23,10,42,SUO,27.86,6.8,31.17,23.0,0.6
2006-08-23,10,46,IY1,24.92,7.7,31.94,23.0,0.7
2006-08-23,10,59,HIU,28.38,6.9,31.31,23.0,0.1
2006-08-23,11,49,SUO,27.39,7.0,31.44,23.0,0.2
2006-08-23,12,3,HAR,27.13,7.7,30.86,23.0,2.6
2006-08-23,12,4,IY1,25.99,7.3,32.26,23.0,0.4
2006-08-23,12,53,SUO,28.53,7.2,30.46,23.0,0.5
2006-08-23,13,24,HIU,28.5,6.8,31.32,23.0,0.1
2006-08-23,14,13,HIU,28.69,6.8,31.17,23.0,0.1
2006-08-23,14,17,SUO,26.91,6.8,31.06,23.0,2.0
2006-08-23,14,17,IY2,24.1,8.0,32.31,23.0,1.2
2006-08-23,15,28,HIU,27.71,7.1,31.24,23.0,0.1
2006-08-24,8,29,BS1,26.98,6.3,30.87,24.5,0.1
2006-08-24,9,27,IY2,22.87,6.6,32.33,24.5,2.0
2006-08-24,9,29,HAR,27.68,6.5,30.93,24.5,0.5
2006-08-24,9,51,BS1,27.02,6.6,30.93,24.5,0.3
2006-08-24,10,25,AKI,25.12,7.0,31.47,24.5,3.6
2006-08-24,10,39,HBK,26.0,7.3,33.06,24.5,2.1
2006-08-24,10,44,IY2,22.83,6.3,32.18,24.5,1.3
2006-08-24,10,49,HAR,27.7,7.0,30.62,24.5,0.5
2006-08-24,11,16,HBK,25.96,7.1,33.35,24.5,0.9
2006-08-24,11,50,HBK,26.02,7.4,32.98,24.5,2.5
2006-08-24,11,53,IY2,25.05,8.5,32.31,24.5,0.6
2006-08-24,12,10,AKI,24.54,6.4,32.01,24.5,1.0
2006-08-24,12,25,HBK,27.15,7.1,32.44,24.5,3.7
2006-08-24,12,55,AKI,23.37,5.9,32.09,24.5,0.9
2006-08-24,13,1,IY2,25.2,7.9,32.29,24.5,0.3
2006-08-24,13,16,BS1,27.45,7.7,31.01,24.5,0.2
2006-08-24,13,17,HAR,27.59,6.7,30.91,24.5,0.8
2006-08-24,14,10,AKI,26.05,6.8,31.35,24.5,2.2
2006-08-24,14,16,BS1,28.41,8.6,30.91,24.5,0.1
2006-08-24,14,31,SUO,29.02,6.5,31.09,24.5,1.0
2006-08-24,15,36,SUO,27.74,7.1,31.35,24.5,0.9
2006-08-25,9,16,HAR,27.15,6.9,30.73,22.8,3.1
2006-08-25,10,19,AKI,23.02,6.4,32.34,22.8,1.9
2006-08-25,10,20,AKI,25.03,6.5,31.91,22.8,0.9
2006-08-25,10,35,HAR,27.43,6.5,30.94,22.8,0.6
2006-08-25,11,5,AKI,25.64,6.4,31.79,22.8,0.8
2006-08-25,11,7,AKI,23.84,6.7,32.18,22.8,1.9
2006-08-25,11,12,SUO,27.23,7.1,31.94,22.8,0.2
2006-08-25,11,45,AKI,25.99,6.3,31.7,22.8,0.8
2006-08-25,12,14,BS2,27.22,7.5,30.59,22.8,0.1
2006-08-25,12,19,SUO,27.35,7.4,31.97,22.8,0.1
2006-08-25,12,23,AKI,24.11,6.5,32.12,22.8,1.8
2006-08-25,12,57,SUO,27.15,7.6,31.87,22.8,0.2
2006-08-25,13,35,AKI,24.43,6.3,32.01,22.8,0.9
2006-08-25,14,5,SUO,27.97,6.8,32.34,22.8,0.1
2006-08-25,14,15,BS2,27.07,7.0,30.57,22.8,0.1
2006-08-25,15,41,BS2,27.41,6.4,30.5,22.8,0.1
2006-08-28,8,6,KIS,27.22,6.3,32.08,21.1,0.9
2006-08-28,8,7,HAR,28.35,7.3,30.08,21.1,0.7
2006-08-28,8,58,KIS,27.39,6.8,31.56,21.1,0.6
2006-08-28,8,59,BS2,27.33,6.1,30.95,21.1,0.1
2006-08-28,9,20,HAR,27.66,6.6,30.93,21.1,0.5
2006-08-28,9,50,KIS,27.99,6.4,31.78,21.1,0.1
2006-08-28,10,35,HAR,26.81,5.7,31.15,21.1,1.0
2006-08-28,10,40,HRS,27.19,7.7,29.81,21.1,0.3
2006-08-28,10,54,BS2,27.56,5.8,30.27,21.1,0.2
2006-08-28,11,1,KIS,28.04,6.3,32.74,21.1,0.3
2006-08-28,11,2,SUO,27.29,6.6,31.9,21.1,0.1
2006-08-28,11,7,KIS,28.24,6.2,33.51,21.1,0.1
2006-08-28,11,31,HAR,26.78,5.6,31.14,21.1,1.0
2006-08-28,11,37,HIU,25.38,6.1,31.91,21.1,1.8
2006-08-28,12,17,SUO,26.75,6.7,31.84,21.1,0.2
2006-08-28,12,19,HIU,27.59,6.8,31.47,21.1,1.7
2006-08-28,12,33,KIS,27.68,6.6,32.05,21.1,0.3
2006-08-28,13,0,HRS,26.65,7.5,30.8,21.1,0.4
2006-08-28,13,27,SUO,27.2,6.7,31.61,21.1,0.2
2006-08-28,13,40,HAR,26.49,5.4,31.7,21.1,0.9
2006-08-28,13,53,KIS,27.23,6.3,32.24,21.1,0.6
2006-08-28,14,8,BS2,28.41,7.9,30.16,21.1,0.1
2006-08-28,14,10,HRS,24.85,7.5,31.77,21.1,1.2
2006-08-28,14,15,SUO,26.62,6.6,31.55,21.1,0.2
2006-08-28,15,25,BS2,27.51,6.7,30.16,21.1,0.3
2006-08-29,9,14,HIU,28.43,6.6,31.28,13.8,1.6
2006-08-29,10,2,HAR,27.01,6.2,31.15,13.8,1.3
2006-08-29,10,8,KIS,27.14,6.4,31.57,13.8,1.5
2006-08-29,10,14,HIU,29.15,7.0,31.08,13.8,1.8
2006-08-29,11,5,IY1,24.12,7.4,32.33,13.8,1.2
2006-08-29,11,17,HIU,29.45,6.9,31.43,13.8,0.6
2006-08-29,11,19,HAR,28.0,6.5,30.95,13.8,0.8
2006-08-29,11,25,KIS,27.39,6.7,31.85,13.8,0.1
2006-08-29,12,19,HIU,28.51,7.4,31.39,13.8,1.1
2006-08-29,12,25,IY1,26.04,7.1,32.29,13.8,0.2
2006-08-29,13,20,IY1,23.63,6.7,32.13,13.8,2.7
2006-08-29,13,21,HIU,28.47,7.4,31.34,13.8,0.7
2006-08-29,13,29,SUO,26.25,6.6,32.65,13.8,0.1
2006-08-29,14,23,HIU,28.58,7.1,31.38,13.8,0.6
2006-08-29,14,51,SUO,26.91,6.6,32.2,13.8,0.5
2006-08-30,8,28,OSK,26.83,5.8,32.08,6.8,1.4
2006-08-30,9,39,OSK,26.93,7.2,31.83,6.8,1.7
2006-08-30,10,10,HRS,25.42,7.2,31.36,6.8,1.6
2006-08-30,10,24,KIS,27.61,6.4,31.68,6.8,1.3
2006-08-30,10,51,OSK,26.9,5.4,31.6,6.8,1.4
2006-08-30,11,10,HRS,26.4,7.4,30.14,6.8,1.5
2006-08-30,12,15,HRS,26.61,7.5,28.79,6.8,2.6
2006-08-30,13,25,HRS,26.93,7.6,29.87,6.8,2.2
2006-08-31,9,54,OSK,26.57,5.2,31.66,10.2,1.1
2006-08-31,11,27,OSK,26.8,5.6,31.67,10.2,1.1
2006-09-01,9,2,HAR,26.8,6.1,30.92,13.2,0.9
2006-09-01,9,29,OSK,26.76,6.6,30.39,13.2,10.0
2006-09-01,10,50,HAR,26.76,5.7,30.99,13.2,0.8
2006-09-01,11,59,HAR,26.8,6.4,31.03,13.2,1.1
2006-09-01,13,30,HAR,26.87,6.4,30.75,13.2,4.0
2006-09-04,9,35,KIS,26.94,7.4,32.06,22.0,1.0
2006-09-04,9,40,OSK,26.57,6.7,31.59,22.0,8.7
2006-09-04,10,49,KIS,26.72,6.3,31.68,22.0,2.1
2006-09-04,11,30,KIS,27.26,7.7,31.08,22.0,0.9
2006-09-04,11,53,OSK,26.93,7.7,31.15,22.0,8.5
2006-09-04,14,8,OSK,26.88,8.5,30.85,22.0,5.6
2006-09-06,10,47,OSK,26.48,6.2,30.84,2.1,17.0
2006-09-06,14,35,OSK,26.13,4.2,28.91,2.1,25.0
2006-10-10,9,44,KIS,24.76,6.6,33.7,15.2,1.0
2006-10-10,10,58,KIS,24.05,6.4,32.19,15.2,2.3
2006-10-10,13,51,KIS,23.65,7.0,31.94,15.2,2.4
2006-10-12,9,7,KIS,23.84,6.7,32.2,15.1,1.4
2006-10-12,10,22,KIS,24.48,6.5,33.45,15.1,2.5
2006-10-16,10,58,SUO,22.45,7.4,32.59,17.4,1.7
2006-10-16,11,37,BS2,23.78,7.3,30.69,17.4,0.1
2006-10-16,12,7,SUO,22.85,6.9,32.76,17.4,2.6
2006-10-16,13,18,SUO,22.69,7.2,32.46,17.4,2.0
2006-10-16,13,54,BS2,23.95,6.8,30.76,17.4,0.1
2006-10-16,15,13,BS2,23.9,6.8,30.78,17.4,0.1
2006-10-17,8,53,BS2,23.73,6.2,30.18,16.5,0.1
2006-10-17,10,18,KIS,23.33,7.5,32.0,16.5,1.4
2006-10-17,10,21,BS2,23.48,7.2,29.65,16.5,0.1
2006-10-17,12,7,BS2,24.13,6.8,30.79,16.5,0.1
2006-10-17,12,10,SUO,23.14,7.1,33.08,16.5,0.8
2006-10-17,13,16,SUO,23.22,6.9,32.85,16.5,0.2
2006-10-17,14,21,SUO,23.26,6.7,32.71,16.5,0.7
2006-10-17,14,43,BS2,23.65,6.9,30.03,16.5,0.1
2006-10-18,8,34,BS1,23.73,6.5,30.2,16.0,0.1
2006-10-18,9,20,OSK,23.66,6.2,32.36,16.0,1.4
2006-10-18,10,1,BS1,23.53,6.7,30.35,16.0,0.1
2006-10-18,11,29,SUO,23.2,7.2,33.28,16.0,1.5
2006-10-18,11,36,HIU,23.83,6.5,31.59,16.0,1.3
2006-10-18,11,43,OSK,23.76,6.1,32.11,16.0,1.0
2006-10-18,12,25,HIU,23.82,6.4,31.42,16.0,2.1
2006-10-18,13,43,BS1,23.28,6.9,30.35,16.0,0.1
2006-10-18,14,40,BS1,23.21,7.9,30.28,16.0,0.2
2006-10-19,8,57,OSK,22.65,8.8,30.61,14.7,18.0
2006-10-19,9,7,HIU,23.42,7.0,31.24,14.7,5.1
2006-10-19,9,55,BS1,23.42,6.5,30.52,14.7,0.1
2006-10-19,10,13,HIU,23.41,6.2,31.25,14.7,4.9
2006-10-19,10,19,OSK,23.13,9.0,31.15,14.7,2.5
2006-10-19,10,50,IY1,23.08,6.9,32.35,14.7,0.6
2006-10-19,11,12,OSK,23.29,8.6,31.58,14.7,7.5
2006-10-19,11,21,HIU,23.7,6.5,31.25,14.7,2.4
2006-10-19,12,3,BS1,23.28,7.0,30.47,14.7,0.1
2006-10-19,12,10,IY1,23.19,7.3,32.58,14.7,0.9
2006-10-19,12,26,HIU,23.83,6.7,31.38,14.7,2.3
2006-10-19,13,20,IY1,23.08,6.7,32.21,14.7,0.6
2006-10-19,13,30,HIU,24.03,7.1,31.41,14.7,3.0
2006-10-19,13,39,OSK,22.62,10.9,29.46,14.7,36.0
2006-10-19,14,30,HIU,24.14,6.7,31.41,14.7,2.1
2006-10-19,14,50,BS1,23.91,6.7,30.91,14.7,0.1
2006-10-19,15,59,BS1,23.7,6.5,30.58,14.7,0.1
2006-10-20,8,28,HAR,23.64,7.5,31.89,7.6,3.1
2006-10-20,9,48,OSK,22.88,7.8,31.55,7.6,3.8
2006-10-20,10,22,HAR,23.57,8.0,31.73,7.6,4.8
2006-10-20,11,7,HIU,23.57,6.4,30.88,7.6,0.1
2006-10-20,11,17,OSK,23.35,7.5,31.93,7.6,4.7
2006-10-20,11,46,HAR,23.64,8.4,31.58,7.6,3.9
2006-10-20,13,9,HAR,23.72,7.6,31.25,7.6,4.9
2006-10-20,13,25,HIU,23.72,7.6,30.91,7.6,0.1
2006-10-20,14,14,HIU,23.61,7.7,30.8,7.6,0.1
2006-10-20,15,29,HIU,23.65,8.0,30.87,7.6,0.2
2006-10-23,9,48,HAR,23.43,6.4,32.37,6.1,1.2
2006-10-23,10,25,AKI,23.39,6.6,31.75,6.1,0.7
2006-10-23,10,30,AKI,23.01,6.6,32.12,6.1,1.6
2006-10-23,11,5,AKI,23.48,6.4,31.63,6.1,0.5
2006-10-23,11,5,HAR,23.05,6.8,31.19,6.1,5.2
2006-10-23,11,11,AKI,23.13,6.7,31.97,6.1,1.9
2006-10-23,11,45,AKI,23.49,6.3,31.58,6.1,0.4
2006-10-23,12,3,HAR,23.19,7.3,31.15,6.1,10.0
2006-10-23,12,17,AKI,23.25,6.7,31.83,6.1,2.2
2006-10-23,13,40,AKI,23.35,6.5,31.76,6.1,0.9
2006-10-23,14,43,HAR,23.22,6.6,31.78,6.1,2.4
2006-10-23,14,45,AKI,23.15,6.9,31.69,6.1,1.2
2006-10-24,9,30,IY2,22.94,6.6,32.11,9.1,1.6
2006-10-24,9,52,HAR,23.06,6.7,31.5,9.1,2.2
2006-10-24,10,5,HRS,22.95,6.9,31.88,9.1,1.0
2006-10-24,10,48,IY2,22.92,6.6,32.07,9.1,1.4
2006-10-24,11,19,HAR,23.27,6.9,31.54,9.1,3.1
2006-10-24,11,20,HRS,22.68,7.0,31.44,9.1,1.7
2006-10-24,12,35,IY2,22.81,6.9,32.19,9.1,3.2
2006-10-24,13,30,HRS,22.6,7.5,30.9,9.1,2.3
2006-10-24,14,19,HAR,22.89,7.5,31.26,9.1,8.0
2006-10-24,14,55,HRS,22.78,6.2,31.35,9.1,1.7
2006-10-25,9,24,IY2,22.89,6.7,32.15,13.7,1.7
2006-10-25,9,50,HAR,23.11,6.4,31.64,13.7,1.6
2006-10-25,11,9,IY1,22.71,6.9,32.95,13.7,2.5
2006-10-25,11,19,HAR,23.21,7.0,31.52,13.7,4.0
2006-10-25,11,23,SUO,22.06,6.9,33.1,13.7,0.9
2006-10-25,12,24,IY1,22.8,7.1,32.89,13.7,2.1
2006-10-25,12,25,SUO,22.63,6.9,33.5,13.7,1.7
2006-10-25,13,5,SUO,22.58,7.2,33.39,13.7,2.3
2006-10-25,13,55,HAR,23.4,6.5,31.67,13.7,1.6
2006-10-25,14,17,SUO,22.81,6.4,33.71,13.7,0.9
2006-10-25,14,35,IY2,22.81,7.5,32.43,13.7,4.6
2006-10-26,9,45,AKI,22.74,6.5,31.24,15.6,3.1
2006-10-26,10,13,HAR,22.85,6.4,31.8,15.6,1.3
2006-10-26,10,58,HAR,22.93,6.3,31.93,15.6,1.2
2006-10-26,11,20,AKI,22.92,6.4,32.06,15.6,1.2
2006-10-26,12,5,AKI,22.91,6.5,31.96,15.6,1.1
2006-10-26,13,50,SUO,22.94,6.5,33.92,15.6,1.9
2006-10-26,14,3,HAR,23.17,6.6,31.72,15.6,2.3
2006-10-26,14,37,SUO,22.78,6.9,34.04,15.6,1.7
2006-10-27,10,40,HRS,22.63,7.3,31.62,14.9,0.9
2006-10-27,10,50,HAR,23.22,6.7,31.96,14.9,1.5
2006-10-27,12,17,HAR,23.25,6.9,31.48,14.9,2.2
2006-10-27,12,20,HRS,22.95,6.7,31.96,14.9,1.2
2006-10-27,13,10,SUO,23.02,6.5,33.79,14.9,0.6
2006-10-27,13,25,HRS,22.87,6.6,31.96,14.9,0.5
2006-10-27,14,31,SUO,22.86,7.1,33.5,14.9,1.8
2006-10-30,8,46,OSK,22.61,6.0,32.54,14.0,2.7
2006-10-30,10,0,OSK,22.78,6.5,32.37,14.0,2.4
2006-10-30,11,14,OSK,22.89,6.7,32.59,14.0,1.2
2006-10-30,12,33,SUO,22.58,7.0,33.53,14.0,3.5
2006-10-30,13,1,KIS,23.24,6.3,33.02,14.0,0.9
2006-10-30,13,44,SUO,22.82,6.8,33.77,14.0,1.7
2006-10-30,14,59,SUO,22.79,7.4,33.44,14.0,0.6
2006-10-30,16,3,SUO,22.62,7.4,33.38,14.0,1.6
2006-10-31,10,22,KIS,24.25,6.1,34.04,14.2,0.2
2006-10-31,10,37,SUO,21.85,6.9,33.34,14.2,0.7
2006-10-31,11,46,KIS,23.79,3.0,33.79,14.2,0.6
2006-10-31,12,35,KIS,23.88,3.1,33.82,14.2,0.6
2006-10-31,13,43,HBK,21.96,7.6,34.66,14.2,1.8
2006-10-31,14,19,HBK,22.43,7.0,35.05,14.2,0.3
2006-10-31,14,50,HBK,21.9,7.6,34.66,14.2,2.5
2006-10-31,15,29,HBK,21.47,6.6,33.58,14.2,2.3
2006-11-01,9,3,KIS,23.36,5.5,33.59,14.0,0.7
2006-11-01,10,20,KIS,23.59,4.7,33.82,14.0,0.1
2006-11-01,11,16,KIS,23.26,4.2,33.4,14.0,1.1
2006-11-01,12,20,KIS,23.14,4.0,33.23,14.0,0.4
,0,0,KIS,13.63,8.0,32.36,,1.6
2007-01-29,13,14,SUO,8.94,9.2,32.03,12.6,1.9
2007-01-29,14,15,SUO,9.8,8.9,32.38,12.6,1.7
2007-01-30,10,44,SUO,8.32,9.4,32.04,12.1,2.5
2007-01-30,11,43,SUO,9.47,9.1,32.4,12.1,1.4
2007-01-30,13,36,SUO,10.08,9.1,32.37,12.1,1.7
2007-01-30,14,53,SUO,10.72,8.9,32.5,12.1,0.3
2007-01-30,15,57,SUO,9.63,9.4,32.42,12.1,1.7
2007-01-31,10,42,SUO,10.05,8.8,32.5,13.5,0.4
2007-01-31,11,44,SUO,11.59,8.9,32.78,13.5,2.9
2007-01-31,12,24,SUO,11.21,8.5,32.66,13.5,1.5
2007-01-31,13,30,SUO,11.75,8.7,32.83,13.5,1.6
2007-01-31,14,48,SUO,9.95,8.9,32.44,13.5,1.3
2007-02-05,11,44,SUO,10.66,8.9,32.67,13.6,0.9
2007-02-05,12,49,SUO,12.23,8.7,33.15,13.6,1.1
2007-02-05,13,35,SUO,12.3,8.6,33.21,13.6,0.9
2007-02-05,14,47,SUO,10.91,8.9,32.69,13.6,0.4
2007-02-06,10,36,HBK,14.09,8.2,34.51,13.6,0.4
2007-02-06,11,12,HBK,14.74,8.3,34.51,13.6,1.8
2007-02-06,11,45,HBK,14.71,8.4,34.52,13.6,0.8
2007-02-06,12,15,HBK,13.59,8.4,34.48,13.6,0.4
2007-02-06,14,43,SUO,8.53,9.7,32.84,13.6,6.1
2007-02-06,15,41,SUO,9.5,9.4,32.47,13.6,0.8
2007-02-07,8,55,KIS,11.47,8.8,32.57,11.2,2.2
2007-02-07,10,0,KIS,11.59,8.6,32.55,11.2,1.2
2007-02-07,13,13,SUO,12.69,8.6,33.31,11.2,0.9
2007-02-07,14,27,SUO,12.54,8.5,33.23,11.2,0.5
2007-02-08,9,0,KIS,12.78,8.7,32.96,9.8,1.4
2007-02-08,10,25,KIS,13.24,8.6,33.29,9.8,1.1
2007-02-08,11,41,KIS,11.66,10.1,32.63,9.8,5.2
2007-02-13,9,25,OSK,10.65,12.5,31.54,14.9,14.0
2007-02-13,9,28,KIS,12.88,8.7,33.22,14.9,0.8
2007-02-13,10,47,OSK,10.86,12.9,30.82,14.9,10.0
2007-02-13,11,27,HIU,12.22,8.7,33.03,14.9,1.4
2007-02-13,12,5,OSK,11.01,13.5,29.7,14.9,21.0
2007-02-13,12,13,HIU,11.58,9.6,32.85,14.9,4.6
2007-02-13,13,54,HIU,11.69,9.8,32.86,14.9,4.7
2007-02-13,14,57,HIU,11.53,10.4,32.76,14.9,0.6
2007-02-14,9,0,HIU,12.05,9.5,32.99,3.0,4.8
2007-02-14,9,59,HIU,11.51,10.2,32.67,3.0,4.3
2007-02-14,11,2,HIU,10.55,9.8,32.52,3.0,0.7
2007-02-14,12,1,HIU,11.31,10.2,32.77,3.0,1.2
2007-02-15,10,45,HRS,12.04,8.6,32.85,17.1,2.6
2007-02-15,11,55,HRS,11.84,9.0,32.51,17.1,3.2
2007-02-15,13,10,HRS,11.79,9.5,31.64,17.1,1.9
2007-02-15,14,20,HRS,11.75,9.3,32.21,17.1,2.4
2007-02-16,9,24,HAR,10.96,9.2,32.4,14.1,1.3
2007-02-16,9,25,OSK,10.52,9.3,32.06,14.1,2.4
2007-02-16,10,35,HRS,11.61,9.7,32.5,14.1,2.1
2007-02-16,10,43,OSK,10.74,9.8,31.79,14.1,8.3
2007-02-16,11,9,HAR,10.75,9.3,32.31,14.1,1.3
2007-02-16,11,32,OSK,11.11,9.7,32.19,14.1,6.0
2007-02-16,12,35,HAR,10.47,9.6,32.2,14.1,0.9
2007-02-16,13,15,HRS,12.2,9.3,32.96,14.1,1.6
2007-02-16,13,46,HAR,10.31,10.4,32.11,14.1,3.0
2007-02-16,14,25,HRS,12.54,9.0,33.12,14.1,1.2
2007-02-16,14,50,OSK,10.86,10.6,32.11,14.1,3.3
2007-02-19,8,47,OSK,11.68,8.4,32.57,15.0,1.1
2007-02-19,9,29,OSK,10.68,9.1,32.14,15.0,2.5
2007-02-19,10,11,OSK,11.31,8.5,32.39,15.0,0.6
2007-02-19,10,43,AKI,12.5,8.6,33.36,15.0,1.0
2007-02-19,10,50,HAR,10.37,9.0,32.09,15.0,1.9
2007-02-19,11,29,OSK,11.74,8.2,32.63,15.0,0.4
2007-02-19,11,32,AKI,12.33,8.7,33.23,15.0,1.5
2007-02-19,11,32,HAR,10.46,9.0,32.08,15.0,1.6
2007-02-19,12,58,AKI,12.17,8.7,33.15,15.0,1.8
2007-02-19,13,4,KIS,12.41,8.2,32.96,15.0,0.6
2007-02-20,8,23,HAR,9.76,9.4,31.73,17.1,3.1
2007-02-20,10,12,HAR,9.75,10.1,31.67,17.1,9.3
2007-02-20,10,25,KIS,16.59,7.6,34.52,17.1,0.6
2007-02-20,10,54,IY1,13.56,8.7,33.85,17.1,1.8
2007-02-20,11,5,IY1,12.7,8.6,33.49,17.1,1.1
2007-02-20,11,46,KIS,16.13,7.6,34.45,17.1,0.8
2007-02-20,12,15,IY1,14.05,8.4,33.96,17.1,1.3
2007-02-20,12,20,IY1,12.94,8.6,33.6,17.1,1.5
2007-02-20,13,7,KIS,13.9,8.0,33.74,17.1,0.2
2007-02-20,13,10,HAR,10.24,9.7,31.97,17.1,3.0
2007-02-20,13,15,IY1,12.7,8.6,33.3,17.1,0.5
2007-02-20,14,27,IY2,13.07,8.6,33.6,17.1,1.3
2007-02-20,14,27,HAR,10.24,9.8,32.04,17.1,4.3
2007-02-21,8,17,KIS,11.84,8.5,32.68,17.0,0.5
2007-02-21,9,40,IY2,12.51,8.5,33.37,17.0,1.1
2007-02-21,10,20,AKI,11.96,9.2,33.01,17.0,1.9
2007-02-21,10,26,HAR,10.29,9.0,32.11,17.0,1.2
2007-02-21,10,27,KIS,13.93,7.7,33.8,17.0,0.1
2007-02-21,11,5,AKI,11.88,9.0,32.98,17.0,2.6
2007-02-21,11,10,IY2,12.35,8.7,33.19,17.0,1.2
2007-02-21,11,18,KIS,13.15,7.3,33.33,17.0,0.1
2007-02-21,11,42,HAR,10.17,9.2,32.22,17.0,1.0
2007-02-21,11,45,AKI,11.8,8.9,32.96,17.0,2.9
2007-02-21,12,9,KIS,12.04,7.5,32.74,17.0,0.2
2007-02-21,12,31,IY2,12.59,8.5,33.33,17.0,1.3
2007-02-21,13,43,IY2,13.21,8.8,33.7,17.0,3.3
2007-02-21,14,19,HAR,11.42,9.0,32.36,17.0,0.7
2007-02-21,14,45,AKI,12.25,8.9,33.09,17.0,1.7
2007-02-22,9,29,HAR,10.48,9.3,32.21,14.4,1.0
2007-02-22,9,40,AKI,11.96,10.2,32.76,14.4,4.7
2007-02-22,10,44,HAR,10.78,9.3,32.29,14.4,0.8
2007-02-22,11,25,AKI,12.44,8.5,33.3,14.4,1.0
2007-02-22,12,5,AKI,12.41,8.5,33.24,14.4,1.3
2007-02-22,13,15,AKI,12.09,9.6,32.95,14.4,4.0
2007-02-22,13,57,HAR,10.95,9.6,32.1,14.4,0.9
2007-02-22,15,10,HAR,10.77,9.6,32.09,14.4,1.6
2007-02-23,9,17,HAR,10.25,9.1,31.92,11.4,1.3
2007-03-09,10,45,BS1,10.8,9.1,32.54,17.4,0.1
2007-03-09,12,5,HIU,11.12,9.5,32.5,17.4,0.1
2007-03-09,14,1,HIU,11.25,9.2,32.61,17.4,0.1
2007-03-09,15,17,BS1,10.57,9.4,32.44,17.4,0.1
2007-03-13,10,48,BS1,10.48,9.5,32.55,16.2,0.1
2007-03-13,13,15,BS1,10.35,10.1,32.42,16.2,0.1
2007-03-13,15,22,BS1,10.26,9.9,32.37,16.2,0.1
2007-03-13,16,35,BS1,10.2,10.0,32.09,16.2,0.1
2007-03-14,11,19,BS2,10.01,10.2,31.99,15.2,0.1
2007-03-14,13,38,BS2,10.3,10.1,32.2,15.2,0.1
2007-03-15,9,35,BS2,10.2,9.7,32.34,3.3,0.1
2007-03-15,11,52,BS2,10.02,10.1,31.98,3.3,0.1
2007-03-15,13,42,BS2,10.15,10.0,32.2,3.3,0.1
2007-05-14,9,51,KIS,17.59,7.9,33.72,27.5,0.2
2007-05-14,11,5,KIS,15.9,7.8,32.82,27.5,0.5
2007-05-14,11,45,BS2,16.44,8.4,31.7,27.5,0.7
2007-05-14,12,12,SUO,19.36,8.3,32.69,27.5,1.2
2007-05-14,13,22,SUO,18.06,8.2,32.85,27.5,1.1
2007-05-14,13,56,BS2,17.07,8.4,31.77,27.5,1.4
2007-05-14,13,57,KIS,16.0,8.3,32.7,27.5,0.5
2007-05-14,14,33,SUO,19.31,8.1,32.61,27.5,0.9
2007-05-14,15,18,BS2,17.0,8.5,31.87,27.5,1.7
2007-05-15,8,50,BS2,16.86,8.4,31.88,25.2,2.0
2007-05-15,9,11,KIS,16.36,8.3,32.85,25.2,0.4
2007-05-15,10,22,BS2,17.27,8.4,31.72,25.2,2.6
2007-05-15,10,23,KIS,16.55,8.2,33.01,25.2,0.4
2007-05-15,10,38,SUO,17.69,8.3,32.82,25.2,1.4
2007-05-15,11,42,SUO,17.7,8.3,32.88,25.2,0.6
2007-05-15,11,44,KIS,16.95,8.3,32.78,25.2,0.8
2007-05-15,12,3,BS2,17.19,10.3,31.56,25.2,6.0
2007-05-15,12,46,SUO,17.52,8.1,32.92,25.2,0.6
2007-05-15,13,29,SUO,18.13,8.5,32.84,25.2,0.6
2007-05-15,14,51,BS2,17.22,9.0,31.69,25.2,4.0
2007-05-16,11,15,HIU,16.6,8.4,32.2,8.9,0.5
2007-05-16,13,27,HIU,17.45,8.5,32.06,8.9,0.5
2007-05-16,14,15,HIU,18.31,8.4,31.84,8.9,1.1
2007-05-16,15,34,HIU,18.4,8.4,31.84,8.9,0.6
2007-05-18,8,38,BS1,17.04,8.1,31.96,11.7,3.2
2007-05-18,9,55,BS1,17.09,8.3,31.89,11.7,4.1
2007-05-18,10,19,AKI,16.1,8.1,33.6,11.7,0.8
2007-05-18,10,44,SUO,16.84,7.8,32.97,11.7,0.7
2007-05-18,11,48,AKI,15.84,8.2,33.46,11.7,0.9
2007-05-18,11,52,SUO,16.74,8.1,33.06,11.7,0.7
2007-05-18,12,33,SUO,16.3,8.3,33.15,11.7,1.1
2007-05-18,12,52,AKI,15.86,8.1,33.52,11.7,0.9
2007-05-18,13,15,BS1,17.1,8.8,31.89,11.7,4.4
2007-05-18,13,42,SUO,16.52,8.3,33.3,11.7,0.4
2007-05-18,14,17,BS1,17.02,8.9,32.07,11.7,2.7
2007-05-21,8,39,KIS,17.08,7.7,33.49,28.9,0.8
2007-05-21,9,33,KIS,16.84,7.3,33.32,28.9,1.0
