datetime,hour,minute,kai,Tem,DO,Sal,nissyaryou,Chl.a
2000-05-15,11,36,BS2,16.56,8.3,32.16,9.5,1.1
2000-05-15,14,4,BS2,15.56,8.4,32.34,9.5,1.4
2000-05-15,15,19,BS2,16.04,8.3,32.42,9.5,4.2
2000-05-16,8,52,BS2,16.31,8.4,32.62,14.8,4.1
2000-05-16,9,50,IY2,14.4,8.2,33.4,14.8,1.0
2000-05-16,10,18,BS2,16.47,8.8,32.03,14.8,2.0
2000-05-16,11,15,IY2,15.5,8.2,33.7,14.8,0.4
2000-05-16,13,30,IY2,16.1,8.2,33.4,14.8,0.9
2000-05-16,14,1,BS2,16.85,8.5,31.92,14.8,1.2
2000-05-16,15,14,BS2,16.98,8.8,32.08,14.8,3.1
2000-05-17,9,45,AKI,14.4,8.2,33.5,20.0,0.9
2000-05-17,10,45,AKI,14.5,8.2,33.4,20.0,0.9
2000-05-17,10,47,HIU,17.18,8.2,32.77,20.0,0.7
2000-05-17,12,15,AKI,14.5,8.2,33.3,20.0,1.2
2000-05-17,13,22,HIU,17.47,8.2,32.79,20.0,0.5
2000-05-17,14,9,HIU,17.94,8.2,32.74,20.0,2.7
2000-05-17,15,13,HIU,18.92,7.9,32.63,20.0,0.5
2000-05-18,9,44,BS1,16.64,8.1,32.67,26.3,0.8
2000-05-18,14,39,BS1,17.95,8.1,32.85,26.3,0.5
2000-05-18,15,36,BS1,16.45,8.2,32.93,26.3,0.9
2000-05-19,10,50,BS1,17.33,8.3,32.81,6.1,0.2
2000-05-19,11,32,BS1,16.93,8.3,32.71,6.1,0.3
2000-05-19,13,44,BS1,16.86,8.4,32.58,6.1,1.0
2000-05-19,15,35,BS1,16.61,8.0,32.65,6.1,1.2
2000-05-19,16,44,BS1,16.82,8.1,32.7,6.1,1.2
2000-05-22,9,53,KIS,17.96,8.2,32.99,20.8,0.3
2000-05-22,10,41,AKI,15.49,8.3,33.15,20.8,1.5
2000-05-22,11,20,KIS,16.76,8.7,32.65,20.8,0.5
2000-05-22,12,46,KIS,18.96,8.0,33.95,20.8,0.1
2000-05-22,14,6,KIS,18.72,8.6,33.73,20.8,0.2
2000-05-23,8,42,KIS,18.0,7.9,33.23,23.6,0.3
2000-05-23,9,25,AKI,15.63,8.4,33.1,23.6,2.1
2000-05-23,9,30,HIU,16.1,8.0,33.0,23.6,1.0
2000-05-23,9,40,KIS,18.92,7.7,33.67,23.6,0.2
2000-05-23,10,30,HIU,18.0,8.8,33.0,23.6,1.2
2000-05-23,10,59,KIS,18.29,8.2,32.97,23.6,1.4
2000-05-23,11,11,AKI,15.15,8.4,33.37,23.6,0.9
2000-05-23,11,40,HIU,18.2,9.0,32.9,23.6,0.6
2000-05-23,12,20,KIS,16.56,7.6,33.13,23.6,0.7
2000-05-23,12,45,HIU,17.9,8.2,33.0,23.6,0.2
2000-05-23,13,50,AKI,15.1,8.2,33.22,23.6,0.8
2000-05-23,14,56,AKI,16.28,8.3,33.15,23.6,1.0
2000-05-24,8,55,HIU,15.9,9.0,33.2,26.4,1.8
2000-05-24,9,27,OSK,16.56,9.9,32.17,26.4,1.5
2000-05-24,10,5,HIU,18.6,7.9,33.0,26.4,0.4
2000-05-24,10,5,HRS,17.86,8.1,32.61,26.4,1.1
2000-05-24,10,45,OSK,17.06,10.7,31.95,26.4,2.0
2000-05-24,11,15,HIU,18.3,7.9,33.0,26.4,0.5
2000-05-24,11,37,OSK,18.2,11.3,31.99,26.4,2.1
2000-05-24,13,10,HIU,16.7,8.1,33.1,26.4,0.9
2000-05-24,13,27,HRS,17.83,7.9,32.65,26.4,0.7
2000-05-24,14,28,HRS,15.95,7.9,33.15,26.4,0.7
2000-05-25,9,36,HRS,16.66,8.2,33.05,29.4,0.8
2000-05-25,10,35,HRS,17.9,8.3,32.82,29.4,1.1
2000-05-25,13,35,HRS,18.85,10.6,31.86,29.4,2.3
2000-05-25,14,47,HRS,18.27,9.0,32.36,29.4,2.2
2000-05-26,9,54,AKI,15.63,8.2,33.25,15.3,1.3
2000-05-26,10,46,AKI,15.44,8.2,33.23,15.3,1.1
2000-08-21,9,59,AKI,24.54,6.7,32.9,22.4,1.2
2000-08-21,10,42,AKI,25.31,6.4,32.85,22.4,1.6
2000-08-21,11,21,AKI,26.01,6.3,32.79,22.4,2.0
2000-08-21,14,53,AKI,24.37,6.9,32.96,22.4,1.5
2000-08-22,8,40,OSK,27.9,6.7,28.66,21.5,10.2
2000-08-22,9,30,HIU,28.92,7.2,32.78,21.5,1.0
2000-08-22,9,32,HRS,25.24,6.9,32.39,21.5,2.4
2000-08-22,9,49,OSK,26.74,7.5,31.81,21.5,7.4
2000-08-22,10,16,OSK,25.09,6.0,32.92,21.5,0.5
2000-08-22,10,37,HRS,25.51,7.2,32.13,21.5,2.0
2000-08-22,10,40,HIU,29.5,8.1,32.54,21.5,2.2
2000-08-22,11,30,OSK,25.51,6.3,32.9,21.5,0.3
2000-08-22,11,37,HRS,25.43,6.9,31.85,21.5,4.9
2000-08-22,11,55,HIU,27.82,8.1,32.63,21.5,1.6
2000-08-22,12,23,OSK,25.98,6.2,33.12,21.5,0.5
2000-08-22,13,5,HIU,28.03,6.8,32.71,21.5,7.4
2000-08-22,14,11,OSK,26.18,6.8,32.57,21.5,4.6
2000-08-22,14,21,HRS,24.71,5.6,32.2,21.5,5.7
2000-08-22,15,18,OSK,27.85,7.6,31.16,21.5,5.3
2000-08-23,8,25,KIS,26.56,6.4,32.99,22.5,0.2
2000-08-23,8,46,OSK,25.47,5.7,32.7,22.5,0.8
2000-08-23,8,55,HIU,27.17,7.1,32.82,22.5,3.8
2000-08-23,9,38,KIS,26.28,6.6,33.06,22.5,0.1
2000-08-23,9,50,OSK,26.53,6.5,32.15,22.5,7.2
2000-08-23,10,10,HIU,28.01,7.2,32.79,22.5,1.4
2000-08-23,10,13,HRS,25.18,7.1,32.09,22.5,0.9
2000-08-23,10,30,KIS,26.35,6.6,33.05,22.5,0.1
2000-08-23,10,49,HIU,28.26,6.4,32.74,22.5,0.1
2000-08-23,11,20,HIU,27.9,6.8,32.73,22.5,1.5
2000-08-23,11,43,KIS,26.37,6.8,33.01,22.5,0.1
2000-08-23,13,0,KIS,25.92,6.2,33.23,22.5,0.1
2000-08-23,13,15,HIU,28.21,7.1,32.91,22.5,0.9
2000-08-23,13,21,HIU,28.95,6.9,32.78,22.5,0.2
2000-08-23,13,25,HRS,25.31,7.3,32.66,22.5,1.1
2000-08-23,13,55,OSK,26.19,9.6,32.51,22.5,12.6
2000-08-23,14,6,HIU,29.24,6.9,32.76,22.5,0.3
2000-08-23,14,26,HRS,25.03,7.5,32.71,22.5,0.9
2000-08-23,15,10,HIU,29.2,7.2,32.64,22.5,0.1
2000-08-24,9,16,AKI,24.71,6.9,32.85,23.9,4.7
2000-08-24,10,39,KIS,27.26,6.3,33.53,23.9,0.1
2000-08-24,10,52,AKI,25.22,7.2,32.95,23.9,1.6
2000-08-24,11,29,AKI,24.81,7.3,32.91,23.9,1.6
2000-08-24,11,57,KIS,27.12,6.5,33.07,23.9,0.2
2000-08-24,12,46,KIS,27.39,6.4,33.46,23.9,0.1
2000-08-24,14,8,AKI,25.8,7.8,32.84,23.9,1.6
2000-08-28,9,45,IY2,23.45,6.1,33.1,22.3,2.6
2000-08-28,11,0,IY2,24.58,6.7,33.11,22.3,1.7
2000-08-28,11,40,BS2,27.55,6.7,32.21,22.3,0.3
2000-08-28,12,50,BS2,27.55,6.4,32.22,22.3,2.4
2000-08-28,13,10,IY2,23.65,6.8,33.1,22.3,3.6
2000-08-29,8,28,BS1,28.29,5.8,32.59,24.8,0.6
2000-08-29,9,4,HAR,26.9,5.8,32.48,24.8,2.2
2000-08-29,9,40,BS1,28.34,5.7,32.59,24.8,2.3
2000-08-29,10,13,HAR,27.16,6.1,32.45,24.8,1.9
2000-08-29,10,35,AKI,24.52,6.6,33.0,24.8,2.7
2000-08-29,11,47,BS1,28.73,5.7,32.53,24.8,1.2
2000-08-29,11,50,AKI,24.34,6.8,33.05,24.8,2.2
2000-08-29,12,35,AKI,23.93,6.7,33.1,24.8,2.1
2000-08-29,13,47,BS1,29.51,7.4,32.53,24.8,0.6
2000-08-29,14,28,BS1,29.18,6.5,32.72,24.8,0.1
2000-08-29,15,3,HAR,27.73,7.0,32.43,24.8,0.7
2000-08-29,16,7,HAR,27.96,7.0,32.46,24.8,0.4
2000-08-30,9,41,BS1,27.61,5.7,32.7,15.1,1.0
2000-08-30,10,29,BS1,27.93,6.2,32.75,15.1,0.5
2000-08-30,13,29,BS1,27.8,6.1,32.75,15.1,0.4
2000-08-30,14,59,HAR,27.29,6.9,32.45,15.1,0.7
2000-08-30,15,39,HAR,27.59,6.7,32.16,15.1,0.9
2000-08-30,16,41,HAR,27.41,6.6,32.42,15.1,0.4
2000-08-31,9,33,HAR,28.26,5.7,32.07,21.6,3.8
2000-08-31,10,30,HAR,28.57,6.3,31.83,21.6,8.7
2000-08-31,11,33,BS2,26.86,5.0,32.31,21.6,1.8
2000-08-31,15,54,HAR,27.45,6.8,32.3,21.6,1.7
2000-09-01,9,4,BS2,28.32,5.8,32.5,16.4,7.9
2000-09-01,10,50,BS2,28.3,5.9,32.11,16.4,0.5
2000-09-01,14,3,BS2,28.53,6.6,32.18,16.4,0.3
2000-09-01,15,21,BS2,28.42,6.6,32.06,16.4,0.1
2000-09-04,8,56,HAR,27.03,5.7,32.44,22.7,2.2
2000-09-05,10,35,HAR,27.0,5.4,32.33,22.4,4.4
2000-09-05,15,36,HAR,27.81,6.6,32.25,22.4,1.1
2000-09-05,16,34,HAR,27.59,6.6,32.35,22.4,0.9
2000-10-16,8,51,OSK,22.46,5.7,30.66,18.1,15.1
2000-10-16,9,51,OSK,22.73,6.1,33.14,18.1,1.2
2000-10-16,10,50,HIU,23.77,6.8,31.6,18.1,0.7
2000-10-16,11,6,OSK,22.78,6.7,32.86,18.1,4.2
2000-10-16,12,27,OSK,22.98,6.9,32.68,18.1,1.5
2000-10-16,13,21,HIU,24.07,7.2,31.82,18.1,0.5
2000-10-16,13,23,KIS,23.06,7.0,33.08,18.1,1.6
2000-10-16,14,2,HIU,24.19,7.3,31.72,18.1,1.1
2000-10-16,15,11,HIU,24.13,7.2,31.78,18.1,0.5
2000-10-17,9,9,OSK,22.7,7.2,32.25,6.3,19.5
2000-10-17,10,11,OSK,22.02,6.7,31.31,6.3,4.0
2000-10-17,10,51,BS1,23.4,6.9,31.45,6.3,0.3
2000-10-17,11,37,BS1,23.52,6.4,31.3,6.3,0.3
2000-10-17,14,10,BS1,23.65,6.4,31.13,6.3,0.3
2000-10-17,16,6,BS1,23.28,6.6,31.07,6.3,0.6
2000-10-17,17,8,BS1,23.82,6.6,31.33,6.3,0.6
2000-10-18,8,58,KIS,22.75,5.9,33.28,4.3,1.1
2000-10-18,9,3,OSK,22.8,6.5,32.49,4.3,10.9
2000-10-18,9,3,BS2,23.68,5.6,31.25,4.3,0.4
2000-10-18,9,53,KIS,22.65,6.5,32.87,4.3,3.6
2000-10-18,10,45,BS2,23.66,6.2,30.92,4.3,0.5
2000-10-18,10,55,AKI,23.09,6.1,33.22,4.3,2.0
2000-10-18,11,12,KIS,22.72,6.1,33.16,4.3,0.8
2000-10-18,11,40,AKI,23.15,6.3,33.22,4.3,3.0
2000-10-18,14,0,AKI,23.24,6.4,33.19,4.3,3.0
2000-10-18,14,10,BS2,23.17,6.5,30.8,4.3,1.7
2000-10-18,15,23,BS2,23.65,6.3,30.88,4.3,1.7
2000-10-19,8,21,KIS,22.57,5.6,33.39,14.3,1.0
2000-10-19,8,58,HRS,22.86,5.7,32.57,14.3,2.3
2000-10-19,9,30,OSK,22.23,7.0,32.39,14.3,12.4
2000-10-19,9,40,IY2,22.89,6.2,33.23,14.3,1.9
2000-10-19,9,46,BS1,22.95,6.6,31.4,14.3,0.2
2000-10-19,10,20,OSK,22.71,7.4,32.5,14.3,6.0
2000-10-19,10,20,HRS,22.83,6.2,32.63,14.3,3.3
2000-10-19,10,58,KIS,22.77,6.3,33.13,14.3,1.3
2000-10-19,11,5,IY2,22.95,6.2,33.24,14.3,1.4
2000-10-19,11,31,HRS,22.66,6.0,32.55,14.3,2.3
2000-10-19,12,15,KIS,22.6,6.3,33.19,14.3,1.4
2000-10-19,13,3,KIS,22.59,6.3,33.43,14.3,1.5
2000-10-19,13,10,IY2,22.64,6.3,33.23,14.3,2.6
2000-10-19,14,0,HRS,23.03,6.6,33.07,14.3,1.6
2000-10-19,14,15,OSK,22.99,6.8,32.44,14.3,5.1
2000-10-19,14,18,BS1,23.37,6.7,31.75,14.3,0.6
2000-10-19,15,5,OSK,22.79,6.5,32.52,14.3,3.3
2000-10-19,15,20,BS1,22.97,6.7,31.64,14.3,1.1
2000-10-20,10,13,HRS,22.58,6.6,32.97,2.6,2.5
2000-10-20,10,28,BS2,23.6,6.5,31.12,2.6,0.1
2000-10-20,13,3,BS2,23.15,6.5,31.21,2.6,1.0
2000-10-20,13,34,HRS,22.62,6.4,32.8,2.6,1.1
2000-10-20,14,33,HRS,22.88,6.4,33.04,2.6,1.2
2000-10-24,9,23,HAR,22.8,6.8,32.35,14.5,4.4
2000-10-24,9,30,HIU,22.34,6.4,32.86,14.5,5.4
2000-10-24,10,33,HAR,23.25,8.6,32.38,14.5,3.6
2000-10-24,10,45,HIU,22.59,7.0,32.63,14.5,6.0
2000-10-24,12,0,HIU,22.95,6.7,32.87,14.5,2.7
2000-10-24,13,10,HIU,22.84,6.5,32.87,14.5,1.8
2000-10-24,14,53,HAR,23.41,9.2,32.38,14.5,3.5
2000-10-25,8,55,HIU,22.75,6.3,33.18,8.6,1.7
2000-10-25,8,58,HAR,22.67,6.8,32.38,8.6,3.9
2000-10-25,9,52,AKI,22.68,6.4,33.13,8.6,1.5
2000-10-25,10,0,HIU,22.83,6.9,33.0,8.6,3.3
2000-10-25,10,1,HAR,22.7,7.1,31.27,8.6,2.2
2000-10-25,10,35,AKI,22.76,6.4,33.1,8.6,2.2
2000-10-25,11,13,AKI,22.87,6.4,33.06,8.6,1.5
2000-10-25,11,20,HIU,22.72,6.7,32.97,8.6,0.8
2000-10-25,13,0,HIU,22.88,6.5,33.11,8.6,2.2
2000-10-25,14,33,AKI,22.71,6.5,33.13,8.6,1.7
2000-10-25,15,30,AKI,22.48,6.3,32.64,8.6,1.8
2000-10-26,10,14,HAR,22.75,6.3,32.71,5.4,5.4
2000-10-26,11,16,HAR,23.25,7.3,32.31,5.4,1.9
2000-10-26,11,52,HAR,22.98,5.9,32.77,5.4,4.9
2000-10-26,12,36,HAR,22.75,6.2,32.88,5.4,7.2
2000-10-26,13,55,HAR,23.16,5.5,32.71,5.4,2.8
2000-10-26,14,39,HAR,22.75,7.1,31.43,5.4,1.4
2000-10-27,9,51,KIS,22.29,4.8,33.11,11.8,5.6
2000-10-27,10,36,HAR,21.48,7.0,30.86,11.8,2.6
2000-10-27,13,44,KIS,22.05,5.3,33.46,11.8,5.0
2000-10-27,14,3,HAR,23.12,7.5,32.4,11.8,7.2
2000-10-27,14,54,KIS,22.17,5.1,33.09,11.8,6.8
2000-10-27,15,30,HAR,22.1,7.1,32.39,11.8,5.9
2000-10-30,8,14,KIS,21.61,5.6,33.05,5.8,4.5
2000-10-30,9,58,HAR,22.44,6.8,32.05,5.8,5.4
2000-10-30,15,9,HAR,22.31,7.2,32.46,5.8,5.2
2000-10-31,8,19,KIS,21.69,5.7,33.41,9.4,3.3
2000-10-31,10,15,KIS,21.15,6.6,32.9,9.4,3.6
2000-11-06,10,16,AKI,21.46,6.6,33.1,13.7,1.3
2000-11-06,11,0,AKI,21.61,6.5,33.09,13.7,0.9
2000-11-06,14,10,AKI,21.11,6.9,32.36,13.7,1.7
2001-02-13,8,3,KIS,8.9,8.8,32.86,4.8,0.8
2001-02-13,9,30,AKI,10.61,9.1,32.97,4.8,6.0
2001-02-13,9,44,KIS,10.19,8.6,33.06,4.8,0.8
2001-02-13,11,8,AKI,11.3,8.6,33.52,4.8,1.9
2001-02-13,11,50,AKI,11.29,8.5,33.47,4.8,1.8
2001-02-13,12,30,HAR,8.32,9.4,32.81,4.8,0.6
2001-02-13,14,18,AKI,10.57,9.2,33.31,4.8,3.9
2001-02-13,15,3,HRS,10.22,9.3,32.6,4.8,3.7
2001-02-13,16,13,HAR,8.4,9.4,32.8,4.8,0.7
2001-02-14,9,43,HRS,10.94,9.1,33.36,11.7,2.5
2001-02-14,10,40,HRS,10.4,9.3,32.66,11.7,2.0
2001-02-14,13,5,HRS,10.41,9.3,32.1,11.7,1.9
2001-02-14,14,12,HAR,8.44,9.2,32.86,11.7,0.7
2001-02-14,15,24,HAR,8.21,9.3,32.82,11.7,0.6
2001-02-14,16,44,HAR,7.62,11.1,32.47,11.7,0.4
2001-02-15,8,52,KIS,10.93,8.6,33.37,15.6,0.8
2001-02-15,9,3,OSK,8.59,9.0,32.12,15.6,2.6
2001-02-15,10,8,HRS,10.55,9.3,33.04,15.6,2.1
2001-02-15,10,13,KIS,12.21,8.3,33.78,15.6,0.5
2001-02-15,10,14,OSK,9.04,8.5,32.43,15.6,0.9
2001-02-15,10,45,AKI,10.88,8.0,33.53,15.6,1.1
2001-02-15,11,29,OSK,9.01,8.7,32.46,15.6,0.8
2001-02-15,12,0,AKI,11.19,8.0,33.58,15.6,0.8
2001-02-15,12,55,AKI,11.3,8.0,33.58,15.6,0.6
2001-02-15,13,10,KIS,9.93,8.4,32.79,15.6,0.8
2001-02-15,13,32,HRS,11.1,9.2,33.36,15.6,1.9
2001-02-15,14,30,HRS,11.17,9.2,33.4,15.6,1.0
2001-02-15,15,51,HAR,8.29,9.2,32.5,15.6,4.9
2001-02-16,10,0,AKI,10.76,8.7,33.46,9.7,2.8
2001-02-16,10,42,AKI,10.64,8.9,33.46,9.7,2.3
2001-02-16,11,18,AKI,10.64,8.8,33.43,9.7,2.6
2001-02-16,14,51,AKI,10.8,8.9,33.48,9.7,1.9
2001-02-19,9,7,KIS,10.95,8.7,33.27,12.5,1.0
2001-02-19,9,30,KIS,12.68,8.3,33.67,12.5,0.8
2001-02-19,10,17,KIS,12.13,8.5,33.69,12.5,0.5
2001-02-19,10,24,HAR,8.48,9.1,32.52,12.5,1.9
2001-02-19,11,6,KIS,15.47,7.7,34.29,12.5,0.5
2001-02-19,11,7,HAR,8.57,9.6,32.68,12.5,0.5
2001-02-19,11,34,KIS,17.81,7.5,34.69,12.5,0.5
2001-02-19,12,52,KIS,13.76,8.2,33.99,12.5,0.5
2001-02-19,15,38,HAR,8.43,9.6,32.51,12.5,0.5
2001-02-20,8,11,KIS,10.37,8.6,32.96,17.4,1.1
2001-02-20,8,58,KIS,11.54,8.3,33.4,17.4,0.9
2001-02-20,9,25,HIU,10.51,8.4,33.52,17.4,2.8
2001-02-20,10,16,KIS,13.6,8.0,34.07,17.4,0.6
2001-02-20,10,35,HIU,10.13,8.8,33.21,17.4,2.1
2001-02-20,11,45,HIU,9.83,8.9,33.15,17.4,0.8
2001-02-20,12,55,HIU,9.81,9.2,33.21,17.4,1.0
2001-02-20,14,51,HAR,8.12,10.9,32.58,17.4,7.4
2001-02-20,15,52,HAR,8.43,9.5,32.78,17.4,5.9
2001-02-21,8,50,HIU,10.77,8.4,33.56,10.0,1.2
2001-02-21,9,28,HAR,8.37,9.0,32.41,10.0,1.6
2001-02-21,10,0,HIU,10.1,8.8,33.45,10.0,3.6
2001-02-21,10,23,HAR,8.13,13.2,32.31,10.0,9.4
2001-02-21,11,10,HIU,10.21,8.9,33.48,10.0,2.9
2001-02-21,13,5,HIU,10.62,8.6,33.51,10.0,1.7
2001-02-21,15,7,HAR,8.03,10.2,32.62,10.0,12.1
2001-02-26,9,47,OSK,8.61,10.7,32.0,13.7,11.8
2001-02-26,10,5,IY2,11.04,7.7,33.55,13.7,2.5
2001-02-26,11,0,OSK,8.89,11.8,30.68,13.7,10.6
2001-02-26,11,30,IY2,11.17,8.5,33.64,13.7,3.7
2001-02-26,11,58,HAR,8.66,8.7,32.92,13.7,0.5
2001-02-26,13,35,IY2,11.05,8.9,33.58,13.7,3.2
2001-02-26,15,15,OSK,8.09,8.4,31.01,13.7,8.9
2001-02-27,8,54,OSK,8.33,9.0,30.46,18.4,12.3
2001-02-27,9,39,HAR,8.94,8.7,32.93,18.4,0.8
2001-02-27,10,1,OSK,8.49,9.3,30.14,18.4,10.0
2001-02-27,10,57,HAR,8.35,9.3,32.74,18.4,3.2
2001-02-27,12,52,HAR,9.31,8.8,32.98,18.4,0.5
2001-02-27,15,10,OSK,8.57,11.4,31.18,18.4,8.6
2001-02-28,9,1,OSK,8.7,9.3,32.35,3.6,17.4
2001-02-28,13,44,OSK,8.94,11.2,31.23,3.6,9.9
2001-05-14,9,34,AKI,14.84,8.1,33.59,15.4,1.3
2001-05-14,10,33,AKI,15.29,8.3,33.63,15.4,1.2
2001-05-14,11,11,AKI,14.94,8.1,33.61,15.4,1.6
2001-05-14,14,0,AKI,15.97,8.5,33.56,15.4,1.2
2001-05-14,14,32,AKI,15.7,8.5,33.36,15.4,3.1
2001-05-15,9,21,KIS,16.71,7.2,33.17,23.6,0.4
2001-05-15,9,39,HRS,17.16,8.7,33.35,23.6,0.9
2001-05-15,10,5,OSK,17.06,10.9,30.8,23.6,0.5
2001-05-15,10,47,KIS,19.28,7.2,33.77,23.6,0.2
2001-05-15,10,55,OSK,15.92,7.9,32.1,23.6,0.3
2001-05-15,11,5,HRS,16.46,9.1,33.31,23.6,0.9
2001-05-15,12,6,KIS,15.37,6.9,32.92,23.6,0.2
2001-05-15,13,24,KIS,17.12,7.3,33.11,23.6,0.3
2001-05-15,14,1,HRS,15.88,9.0,33.54,23.6,1.1
2001-05-15,15,5,HRS,17.57,10.6,32.71,23.6,2.3
2001-05-15,15,8,OSK,16.81,8.0,32.5,23.6,0.8
2001-05-16,8,41,OSK,15.76,7.5,32.76,26.4,0.1
2001-05-16,9,17,OSK,14.98,7.8,32.58,26.4,1.1
2001-05-16,9,28,AKI,15.56,8.8,33.58,26.4,0.6
2001-05-16,9,56,OSK,16.13,7.5,32.77,26.4,0.2
2001-05-16,10,10,AKI,15.33,8.5,33.56,26.4,0.9
2001-05-16,10,47,AKI,15.48,8.7,33.56,26.4,0.9
2001-05-16,11,7,OSK,15.52,7.7,32.51,26.4,0.2
2001-05-16,15,48,OSK,15.55,7.8,32.54,26.4,1.1
2001-05-17,8,55,OSK,16.84,8.5,31.49,23.8,0.8
2001-05-17,9,53,KIS,19.11,7.3,33.8,23.8,0.3
2001-05-17,9,55,HRS,16.01,8.5,33.42,23.8,1.7
2001-05-17,10,56,HRS,17.11,9.3,32.94,23.8,1.1
2001-05-17,11,3,KIS,18.94,7.5,33.81,23.8,0.7
2001-05-17,12,18,KIS,18.11,7.2,33.49,23.8,0.5
2001-05-17,13,7,KIS,19.89,7.4,33.86,23.8,1.0
2001-05-17,13,39,HRS,18.75,9.9,32.15,23.8,1.7
2001-05-17,15,13,OSK,17.33,10.1,28.44,23.8,6.1
2001-05-21,10,3,KIS,18.63,7.6,34.19,9.7,0.3
2001-05-21,11,22,KIS,17.95,7.6,33.94,9.7,1.6
2001-05-21,12,37,KIS,18.33,7.6,33.74,9.7,0.3
2001-05-22,8,33,BS1,17.55,7.6,33.0,5.4,0.1
2001-05-22,9,30,IY2,15.9,8.1,33.85,5.4,0.9
2001-05-22,9,52,BS1,17.51,7.9,32.92,5.4,0.1
2001-05-22,11,36,IY2,17.51,8.1,33.87,5.4,0.9
2001-05-22,11,54,BS1,17.71,7.7,32.78,5.4,0.1
2001-05-22,13,45,BS1,18.05,8.1,32.93,5.4,0.1
2001-05-22,14,24,BS1,17.63,7.8,33.12,5.4,0.1
2001-05-23,9,19,HAR,16.36,7.9,32.64,3.7,1.1
2001-05-23,10,18,HAR,17.6,8.0,32.64,3.7,0.8
2001-05-23,10,42,IY2,15.55,8.0,33.68,3.7,1.1
2001-05-23,10,50,HIU,17.63,7.9,32.94,3.7,0.1
2001-05-23,11,57,IY2,16.82,8.0,33.79,3.7,1.0
2001-05-23,13,19,HIU,18.27,7.7,32.82,3.7,0.1
2001-05-23,14,4,HIU,18.36,7.9,32.3,3.7,0.1
2001-05-23,14,51,HAR,17.8,8.0,32.64,3.7,0.5
2001-05-23,15,9,HIU,17.14,8.1,32.88,3.7,0.1
2001-05-23,15,50,HAR,17.87,8.1,32.7,3.7,1.1
2001-05-24,8,43,HAR,16.44,7.6,32.44,5.8,1.6
2001-05-24,9,33,KIS,16.8,7.7,33.2,5.8,0.5
2001-05-24,9,45,BS1,17.34,7.6,32.81,5.8,0.2
2001-05-24,10,53,KIS,18.13,7.8,33.3,5.8,0.5
2001-05-24,11,53,KIS,18.38,7.9,32.73,5.8,0.3
2001-05-24,14,4,BS1,16.86,7.8,33.04,5.8,0.1
2001-05-24,15,3,BS1,17.33,7.6,32.95,5.8,0.1
2001-05-25,9,35,AKI,15.94,8.0,33.72,23.0,0.9
2001-05-25,10,18,AKI,16.05,8.1,33.64,23.0,0.8
2001-05-25,11,14,HAR,18.11,7.9,32.66,23.0,0.8
2001-05-25,11,53,BS2,18.64,7.9,32.44,23.0,0.1
2001-05-25,12,29,AKI,16.1,7.9,33.61,23.0,1.0
2001-05-25,12,57,BS2,18.07,8.1,32.55,23.0,0.1
2001-05-25,14,17,BS2,18.2,8.0,32.7,23.0,0.1
2001-05-25,15,52,HAR,18.65,7.9,32.67,23.0,0.3
2001-05-25,16,31,HAR,20.19,8.6,32.18,23.0,2.1
2001-05-28,8,52,BS2,18.29,7.7,32.79,26.5,0.1
2001-05-28,10,4,HAR,18.83,7.8,33.24,26.5,0.3
2001-05-28,10,28,BS2,18.56,8.2,32.13,26.5,0.2
2001-05-28,10,38,HAR,19.86,9.2,32.08,26.5,2.7
2001-05-28,11,15,HAR,19.09,7.5,33.2,26.5,0.5
2001-05-28,11,59,HAR,17.5,7.9,33.14,26.5,0.8
2001-05-28,14,4,BS2,20.81,8.2,32.36,26.5,0.1
2001-05-28,15,16,BS2,18.8,8.0,32.34,26.5,0.1
2001-05-28,16,28,HAR,18.6,7.9,32.67,26.5,0.5
2001-05-28,17,27,HAR,18.56,7.8,32.69,26.5,0.5
2001-05-29,9,10,HAR,19.12,7.3,33.31,25.9,0.3
2001-05-29,9,27,HAR,18.27,4.4,32.18,25.9,0.5
2001-05-29,9,33,HIU,18.12,8.1,33.14,25.9,1.3
2001-05-29,10,22,HAR,19.08,4.6,32.01,25.9,1.6
2001-05-29,10,43,HIU,19.71,8.9,32.93,25.9,1.6
2001-05-29,11,53,HIU,19.42,7.9,33.07,25.9,1.0
2001-05-29,13,0,HIU,18.89,8.2,33.43,25.9,0.7
2001-05-29,16,0,HAR,19.34,4.3,32.45,25.9,0.3
2001-05-29,16,56,HAR,20.0,4.3,32.64,25.9,0.3
2001-05-30,8,58,HIU,16.81,8.0,33.53,5.6,1.1
2001-05-30,10,16,HIU,17.59,8.2,33.51,5.6,1.1
2001-05-30,11,25,HIU,18.49,8.0,33.35,5.6,0.9
2001-05-30,13,10,HIU,18.16,8.1,33.42,5.6,0.9
2001-08-22,13,16,OSK,24.85,4.0,27.86,20.0,2.8
2001-08-22,14,19,OSK,25.09,5.1,31.96,20.0,0.9
2001-08-22,15,30,OSK,25.56,5.5,31.6,20.0,2.0
2001-08-23,9,37,OSK,24.77,6.3,32.09,23.6,2.0
2001-08-23,10,7,AKI,23.99,6.5,33.19,23.6,1.8
2001-08-23,10,31,OSK,25.11,6.3,32.39,23.6,2.5
2001-08-23,10,57,AKI,23.78,6.1,33.17,23.6,1.3
2001-08-23,14,34,AKI,24.67,6.5,33.01,23.6,3.9
