kai,datetime,Tem,DO,Sal,Chl.a
HIU,2014-02-20 12:02:00,8.706,9.757,32.848,1
OSK,2014-02-20 14:00:00,9.13,9.4,31.91,1.3
KIS,2014-02-20 14:05:00,9.38,9.76,32.67,1.1
OSK,2014-02-21 08:45:00,9.97,8.77,33,0.7
OSK,2014-02-21 09:16:00,9.36,8.95,32.27,0.6
OSK,2014-02-21 09:57:00,9.47,9.12,32.84,0.9
OSK,2014-02-21 10:24:00,8.47,9.56,31.4,0.8
AKI,2014-02-21 10:52:00,10.29,9.3,33.29,1.6
OSK,2014-02-21 11:02:00,9.36,9.08,32.66,0.7
OSK,2014-02-21 11:05:00,8.34,9.63,30.08,1.2
AKI,2014-02-21 11:50:00,10.35,9.4,33.35,1.2
OSK,2014-02-21 12:08:00,9.12,9.41,31.43,2
OSK,2014-02-21 12:57:00,9.18,9.4,31.51,1.6
OSK,2014-02-21 13:50:00,9.05,9.44,31.61,1.2
OSK,2014-02-21 15:26:00,9.36,9.11,32.21,0.7
BS2,2014-02-24 08:15:00,8.351,9.962,32.278,2
KIS,2014-02-24 09:04:00,10.68,8.83,33.66,0.9
IY2,2014-02-24 09:33:00,10.249,9.253,33.364,1.3
BS2,2014-02-24 09:45:00,8.216,10.184,31.869,1.3
HAR,2014-02-24 10:10:00,8.52,10.83,32.2,1.2
KIS,2014-02-24 10:15:00,12.28,8.52,34.41,0.8
IY2,2014-02-24 10:47:00,10.138,9.341,33.247,1.2
BS2,2014-02-24 11:15:00,8.167,10.585,31.919,0.6
KIS,2014-02-24 11:26:00,15.09,8.04,34.67,0.6
HAR,2014-02-24 11:55:00,8.64,10.83,32.15,0.9
IY2,2014-02-24 11:57:00,10.392,9.473,33.439,1.6
KIS,2014-02-24 12:43:00,11.97,8.46,34.4,0.4
IY2,2014-02-24 13:05:00,10.422,9.501,33.356,0.6
HAR,2014-02-24 13:05:00,9.05,11.05,32.27,0.9
BS2,2014-02-24 13:50:00,8.524,10.384,31.848,0.4
HAR,2014-02-24 14:15:00,9.34,11.04,32.32,1.4
BS1,2014-02-25 09:10:00,8.513,9.245,32.659,1.2
IY1,2014-02-25 10:06:00,10.692,9.893,33.729,1.7
BS1,2014-02-25 11:00:00,8.75,10.251,32.63,0.8
IY1,2014-02-25 11:23:00,10.888,9.738,33.81,0.7
IY2,2014-02-25 13:36:00,10.615,9.614,33.545,1
BS1,2014-02-25 14:15:00,9.107,8.976,32.822,0.1
BS1,2014-02-25 15:10:00,9.033,9.335,32.656,1.3
BS1,2014-02-26 08:05:00,8.51,9.758,32.406,1.6
BS1,2014-02-26 09:10:00,8.601,9.77,32.384,1.7
BS1,2014-02-26 10:45:00,8.615,10.022,32.332,1.1
BS1,2014-02-26 13:35:00,8.784,9.307,32.674,0.7
BS2,2014-02-27 10:45:00,8.778,10.228,32.108,0.7
BS2,2014-02-27 13:20:00,8.778,10.171,32.189,1
BS2,2014-02-27 14:25:00,8.568,10.185,32.124,0.8
HIU,2014-02-28 10:15:00,8.86,9.006,32.799,0.4
HIU,2014-02-28 11:15:00,8.886,9.244,32.767,0.4
HIU,2014-02-28 13:35:00,9.758,9.768,32.881,0.2
HIU,2014-02-28 14:35:00,9.382,9.362,32.736,0.1
KIS,2014-05-16 09:30:00,16.94,7.77,33.24,1
KIS,2014-05-16 10:45:00,17.37,7.49,33.32,0.4
KIS,2014-05-16 12:24:00,16.68,7.7,32.57,0.7
BS1,2014-05-19 09:03:00,16.735,7.987,32.757,2.6
BS1,2014-05-19 10:52:00,17.535,8.269,32.845,1
BS1,2014-05-19 14:18:00,17.328,8.52,32.767,2.1
BS1,2014-05-19 15:09:00,16.768,8.08,32.735,2.8
OSK,2014-05-20 09:09:00,16.37,7.95,32.43,1.2
OSK,2014-05-20 10:06:00,17.69,9.33,30.83,4.6
OSK,2014-05-20 10:57:00,17.87,10.45,29.06,16.9
OSK,2014-05-20 12:11:00,18.06,10.47,30.44,1.5
OSK,2014-05-20 13:02:00,16.86,8.97,31.83,2.4
OSK,2014-05-20 14:11:00,16.43,8.19,32.29,1.7
OSK,2014-05-20 16:14:00,16.54,8.08,32.39,1.5
BS1,2014-05-21 08:09:00,17.101,7.846,32.531,1.6
IY2,2014-05-21 09:14:00,17.665,10.397,,1.4
BS1,2014-05-21 09:25:00,17.425,8.008,32.447,2.9
SUO,2014-05-21 09:27:00,17.17,8.1,32.69,1.4
SUO,2014-05-21 10:07:00,17.27,8.32,32.5,1.5
IY2,2014-05-21 10:30:00,15.154,8.672,33.32,0.8
BS1,2014-05-21 11:02:00,17.6,7.999,32.374,3.3
SUO,2014-05-21 11:07:00,17.08,8.41,32.82,1.9
IY2,2014-05-21 11:40:00,15.032,8.645,33.13,0.8
SUO,2014-05-21 11:46:00,17.78,8.47,32.66,1.6
OSK,2014-05-21 12:21:00,17.64,9.37,31.44,4.2
SUO,2014-05-21 12:25:00,16.64,8.57,33.07,1.7
IY2,2014-05-21 12:52:00,15.04,8.663,33.366,0.9
BS1,2014-05-21 13:41:00,17.532,8.465,32.483,3.4
KIS,2014-05-22 09:12:00,18.55,6.49,33.99,0.4
BS2,2014-05-22 09:42:00,17.408,8.22,31.671,2.3
HBK,2014-05-22 09:43:00,18.71,8.06,33.96,2.1
HBK,2014-05-22 10:08:00,18.67,8.07,34.12,1.6
HAR,2014-05-22 10:20:00,16.25,7.86,32.33,1.7
AKI,2014-05-22 10:33:00,15.552,8.773,33.275,0.8
KIS,2014-05-22 10:38:00,18.07,7.94,33.48,0.1
HBK,2014-05-22 10:39:00,18.6,8.11,34.29,2.3
HBK,2014-05-22 11:09:00,18.57,8.2,34.18,2.3
BS2,2014-05-22 11:17:00,17.808,8.437,31.563,1.3
AKI,2014-05-22 11:50:00,15.529,8.626,33.098,1.1
KIS,2014-05-22 11:52:00,19.81,7.64,34.26,0.1
HAR,2014-05-22 12:00:00,16.96,8.2,32.07,2.4
AKI,2014-05-22 13:06:00,15.891,8.743,33.097,0.7
HAR,2014-05-22 13:20:00,17.53,8.26,32.07,1.5
KIS,2014-05-22 13:29:00,18.58,7.85,33.68,0.2
BS2,2014-05-22 13:48:00,17.37,8.5,31.689,1.6
SUO,2014-05-22 14:10:00,18.3,8.41,32.57,1.4
HAR,2014-05-22 14:30:00,16.81,8.14,31.96,2.4
SUO,2014-05-22 14:46:00,19.74,8.48,32.23,1.8
SUO,2014-05-22 15:33:00,19.37,8.41,32.29,1.3
BS2,2014-05-22 15:34:00,17.493,7.895,32.297,0.8
HAR,2014-05-23 09:32:00,17.4,9.27,32.04,1.8
KIS,2014-05-23 09:45:00,18.47,8.36,33.44,1
HIU,2014-05-23 10:30:00,17.087,8.733,32.794,0.6
HAR,2014-05-23 10:43:00,17.41,9.16,31.73,2.4
KIS,2014-05-23 11:00:00,16.54,8.33,32.39,1.8
SUO,2014-05-23 11:08:00,17.3,8.2,33.12,0.6
HIU,2014-05-23 11:34:00,17.746,8.628,32.938,0.8
HAR,2014-05-23 11:49:00,17.44,9.27,31.88,2
SUO,2014-05-23 12:15:00,17.4,8.43,33.11,0.8
HAR,2014-05-23 13:09:00,17.01,9.29,32.12,1.8
SUO,2014-05-23 13:22:00,18.4,8.32,33.24,1
HIU,2014-05-23 13:40:00,19.668,9.043,32.57,1.2
HAR,2014-05-23 13:53:00,17.24,9.44,31.99,1.9
KIS,2014-05-23 14:00:00,17.08,8.78,32.25,1
HIU,2014-05-23 14:41:00,18.296,9.217,32.735,1
SUO,2014-05-26 10:10:00,20.32,8.09,32.34,1.3
SUO,2014-05-26 10:47:00,20.35,8.08,32.47,1.3
BS2,2014-05-26 10:53:00,18.145,8.703,32.025,1.5
SUO,2014-05-26 12:23:00,19.3,8.21,32.67,1.7
BS2,2014-05-26 13:18:00,17.628,8.463,31.997,1.4
BS2,2014-05-26 14:43:00,17.669,7.865,32.011,1.2
HAR,2014-05-27 08:50:00,17.55,10.32,31.36,3.1
HAR,2014-05-27 09:47:00,18.38,10.24,31.24,4.3
SUO,2014-05-27 10:16:00,18.52,8.15,32.8,0.7
IY1,2014-05-27 10:16:00,16.37,8.838,33.566,0.4
HAR,2014-05-27 10:26:00,17,10.26,31.8,1.9
SUO,2014-05-27 11:14:00,17.84,7.68,32.71,1.1
HAR,2014-05-27 11:25:00,17.6,10.41,32.05,2.8
IY1,2014-05-27 11:32:00,15.827,8.839,33.618,1
SUO,2014-05-27 12:19:00,17.89,8.15,32.71,1.6
IY2,2014-05-27 13:54:00,16.861,8.841,33.432,0.8
HAR,2014-05-27 14:09:00,17.2,10.15,32.15,1.2
HAR,2014-05-27 14:54:00,17.59,10.35,32.03,1.9
HAR,2014-05-27 15:55:00,18.26,11.08,31.53,3.4
KIS,2014-05-28 09:03:00,18.39,7.44,33.45,0.3
HAR,2014-05-28 10:10:00,17.58,9.96,32.08,2.5
KIS,2014-05-28 10:20:00,18.56,7.78,33.24,0.1
SUO,2014-05-28 10:48:00,19.61,8.2,32.8,0.9
HAR,2014-05-28 11:23:00,17.26,9.57,32.15,2
HIU,2014-05-28 11:24:00,16.333,8.54,33.082,1
KIS,2014-05-28 11:37:00,20.19,7.53,34.06,0.5
SUO,2014-05-28 11:46:00,19.1,8.03,32.83,1
HAR,2014-05-28 12:05:00,17.33,9.29,32.31,1.6
HIU,2014-05-28 12:12:00,17.338,8.697,32.942,1.2
SUO,2014-05-28 12:22:00,17.59,7.7,32.82,1.4
KIS,2014-05-28 12:41:00,19.07,7.81,33.46,0.2
HIU,2014-05-28 13:57:00,18.291,8.849,32.916,1
HIU,2014-05-29 08:27:00,20.162,10.03,32.599,4.3
OSK,2014-05-29 09:01:00,18.45,7.44,33.38,0.6
HIU,2014-05-29 09:31:00,19.473,9.075,32.767,2
OSK,2014-05-29 10:20:00,18.31,7.45,33.43,0.9
HIU,2014-05-29 11:15:00,19.938,9.461,32.736,2.2
OSK,2014-05-29 11:30:00,18.11,8.05,32.44,0.5
HIU,2014-05-29 11:55:00,19.707,9.019,32.727,1.5
HIU,2014-05-29 12:59:00,19.51,8.994,32.813,1.3
IY1,2014-06-03 12:06:00,16.88,8.75,33.46,0.6
IY1,2014-06-03 13:19:00,18.16,8.38,33.44,0.4
IY1,2014-06-03 14:09:00,16.66,8.75,33.29,1.6
AKI,2014-06-04 09:05:00,16.7,8.47,33.18,0.8
AKI,2014-06-04 10:41:00,16.79,8.31,33.06,1.2
AKI,2014-06-04 11:16:00,16.85,8.32,33.09,1.3
AKI,2014-06-04 12:02:00,17.38,8.24,33.05,1.2
AKI,2014-06-04 12:44:00,17.64,8.18,33.02,1.5
AKI,2014-06-04 14:54:00,16.97,7.91,32.99,3
AKI,2014-06-05 08:28:00,17.46,8.07,32.94,1.6
AKI,2014-06-05 09:30:00,16.62,8.43,33.11,1
HRS,2014-06-05 10:29:00,17.04,8.44,32.94,1.8
HRS,2014-06-05 12:23:00,19.01,8.66,32.37,1.7
HRS,2014-06-05 13:22:00,16.86,8.58,32.99,1.6
HRS,2014-06-06 10:20:00,17.66,8.62,32.61,2
HRS,2014-06-06 11:36:00,18.84,9.12,31.66,3.3
HRS,2014-06-06 12:51:00,16.93,8.42,32.51,2.7
BS2,2014-08-18 08:20:00,26.107,5.342,30.634,1.3
OSK,2014-08-18 09:26:00,25.81,7.13,30.43,12.9
BS2,2014-08-18 09:46:00,26.177,5.766,29.152,2.7
SUO,2014-08-18 10:03:00,26.27,6.89,31.49,1.3
SUO,2014-08-18 10:41:00,26.44,7.13,31.3,1.8
OSK,2014-08-18 11:05:00,26.4,9.38,31.13,10.5
BS2,2014-08-18 11:19:00,27.693,9.1,26.948,11
SUO,2014-08-18 11:38:00,26.02,6.69,31.85,0.8
OSK,2014-08-18 11:48:00,25.85,7.86,30.55,28.4
SUO,2014-08-18 12:17:00,26.07,6.61,31.85,0.5
OSK,2014-08-18 12:29:00,26.28,9.43,30.61,24.1
SUO,2014-08-18 12:57:00,25.55,6.57,32.05,0.8
OSK,2014-08-18 13:07:00,28.03,9.71,25.3,23.9
BS2,2014-08-18 13:51:00,27.128,8.028,29.711,3.5
OSK,2014-08-18 14:10:00,27.49,9.76,23.24,17.7
OSK,2014-08-18 14:47:00,27.54,8.63,14.52,19.2
OSK,2014-08-19 09:20:00,26.36,7.68,31.38,5
IY2,2014-08-19 09:37:00,23.801,7.813,32.62,1.2
SUO,2014-08-19 09:52:00,27.02,6.85,31.03,0.8
OSK,2014-08-19 10:40:00,26.5,8.62,31.27,3
SUO,2014-08-19 10:47:00,26.76,6.89,31.5,1.1
IY2,2014-08-19 11:00:00,23.585,6.683,32.515,0.8
OSK,2014-08-19 11:25:00,26.77,8.6,30.51,19.5
SUO,2014-08-19 11:51:00,26.98,6.71,31.49,1.9
OSK,2014-08-19 11:55:00,26.01,8.09,31.32,7.2
IY2,2014-08-19 12:09:00,23.711,6.83,32.083,0.9
SUO,2014-08-19 12:51:00,26.45,6.65,31.14,1.7
IY2,2014-08-19 13:21:00,22.996,6.774,32.523,1.2
KIS,2014-08-20 08:34:00,26.12,7.07,31.86,3.7
KIS,2014-08-20 08:40:00,26.26,7.35,30.27,3.5
KIS,2014-08-20 09:45:00,27.02,7.36,31.41,0.4
HBK,2014-08-20 09:55:00,25.02,7.22,32.57,2.8
KIS,2014-08-20 09:55:00,26.44,7.07,30.9,3.1
HBK,2014-08-20 10:21:00,25.06,6.94,32.76,0.9
AKI,2014-08-20 10:42:00,24.501,7.2,32.18,2.4
HBK,2014-08-20 10:52:00,25.08,6.8,32.72,0.9
KIS,2014-08-20 10:59:00,26.82,7.94,30.94,0.2
HBK,2014-08-20 11:19:00,25.09,6.92,32.61,0.5
KIS,2014-08-20 11:20:00,26.66,6.92,31.99,4.5
AKI,2014-08-20 11:43:00,23.975,6.651,32.195,1.9
KIS,2014-08-20 12:15:00,26.91,7.77,31.24,0.5
HAR,2014-08-20 12:48:00,26.86,9.37,30.77,13.9
AKI,2014-08-20 13:00:00,24.413,6.493,32.05,1.8
HAR,2014-08-20 13:34:00,26.65,8.91,30.6,6.3
SUO,2014-08-20 13:47:00,27.17,7.24,30.29,1.4
HAR,2014-08-20 14:36:00,27.34,9.29,30.13,3.5
HAR,2014-08-20 16:36:00,26.3,7.91,30.91,10.8
BS1,2014-08-21 09:07:00,26.919,8.591,30.17,2.3
KIS,2014-08-21 09:20:00,26.95,7.81,31.07,0.7
KIS,2014-08-21 10:36:00,27.16,7.5,31.32,0.4
BS1,2014-08-21 10:57:00,27.078,10.445,30.514,2.4
HAR,2014-08-21 11:16:00,26.78,9.28,31.02,13.9
KIS,2014-08-21 11:21:00,27.83,7.09,31.3,0.2
KIS,2014-08-21 12:18:00,27.7,7.53,30.81,0.5
SUO,2014-08-21 12:25:00,25.91,6.79,31.65,0.9
HAR,2014-08-21 12:25:00,27.19,9.31,31.12,14.6
SUO,2014-08-21 13:13:00,25.6,6.82,31.62,2.1
BS1,2014-08-21 14:22:00,27.425,11.156,30.918,1.3
HAR,2014-08-21 14:47:00,27.57,9.45,31.11,5.2
BS1,2014-08-21 15:18:00,27.412,9.686,31.071,9.1
SUO,2014-08-22 10:08:00,26.37,6.63,31.82,0.8
HIU,2014-08-22 10:16:00,27.994,10.751,31.132,2.9
HAR,2014-08-22 10:31:00,26.9,8.38,31.23,4.7
SUO,2014-08-22 11:13:00,25.99,6.7,31.64,0.7
HIU,2014-08-22 11:22:00,27.481,10.85,30.967,2.3
HAR,2014-08-22 11:28:00,26.68,7.88,31.21,6.1
SUO,2014-08-22 12:16:00,26.17,6.71,31.7,1.2
HAR,2014-08-22 12:39:00,27.18,7.86,30.87,5.9
SUO,2014-08-22 13:23:00,26.2,6.51,31.38,0.9
HIU,2014-08-22 13:38:00,27.283,9.629,30.997,2
HAR,2014-08-22 13:45:00,27.12,7.54,31.14,1.2
HIU,2014-08-22 14:38:00,27.427,10.165,30.603,0.7
HAR,2014-08-25 09:50:00,26.86,6.67,30.95,2.1
SUO,2014-08-25 10:22:00,27.94,7.51,29.8,2.5
HAR,2014-08-25 10:41:00,26.95,7.87,31.09,1.7
BS2,2014-08-25 11:04:00,26.817,8.315,30.615,1.9
SUO,2014-08-25 11:14:00,26.86,6.86,31.72,0.5
HAR,2014-08-25 11:45:00,27.28,9.73,29.68,0.7
HAR,2014-08-25 12:05:00,26.8,7.02,31.12,1.9
SUO,2014-08-25 12:05:00,27.17,6.88,31.26,1
HAR,2014-08-25 12:49:00,27.71,10.85,30.17,19.8
SUO,2014-08-25 13:03:00,27.41,7.15,30.32,3.7
BS2,2014-08-25 13:17:00,27.425,8.598,30.56,2.5
HAR,2014-08-25 13:30:00,27.07,7.05,31.05,1.2
HAR,2014-08-25 13:46:00,28.28,10.17,28.83,5.3
BS2,2014-08-25 14:29:00,26.799,6.707,30.369,2.4
HAR,2014-08-25 14:35:00,27.32,7.75,30.8,2.5
BS1,2014-08-26 07:55:00,26.947,6.321,30.274,2.3
BS1,2014-08-26 09:01:00,27.023,6.289,30.38,3.8
KIS,2014-08-26 09:25:00,26.85,6.82,30.92,4.4
KIS,2014-08-26 10:43:00,26.99,7.84,29.94,6.8
BS1,2014-08-26 10:44:00,27.249,8.13,28.773,1.5
IY1,2014-08-26 10:45:00,24.89,7.741,32.463,1.1
IY1,2014-08-26 12:10:00,23.385,7.129,32.774,1
BS1,2014-08-26 13:46:00,27.94,10.121,29.627,3.3
KIS,2014-08-26 14:15:00,26.69,7.69,31.01,3.2
IY2,2014-08-26 14:39:00,24.062,7.821,32.524,2.6
HIU,2014-08-27 11:05:00,25.285,6.45,31.782,1.4
HIU,2014-08-27 11:52:00,26.656,6.984,31.328,2.8
HIU,2014-08-27 14:14:00,27.717,8.904,31.037,3.8
HIU,2014-08-28 08:36:00,27.592,8.145,30.388,2.2
HIU,2014-08-28 09:35:00,27.327,7.986,30.643,3.3
HIU,2014-08-28 14:04:00,27.985,9.872,30.409,1.6
HIU,2014-08-28 14:45:00,27.174,8.112,31.05,1.5
HIU,2014-08-28 15:25:00,27.041,8.07,30.998,1.6
IY1,2014-09-02 11:09:00,23.708,7.282,32.386,3.1
IY1,2014-09-02 12:18:00,24.66,8.054,32.706,0.3
IY1,2014-09-02 13:08:00,23.898,8.114,32.232,3.7
AKI,2014-09-03 08:45:00,25.198,6.504,31.689,10
AKI,2014-09-03 09:41:00,25.07,6.954,31.986,3.7
AKI,2014-09-03 10:43:00,25.206,6.652,31.922,3.3
AKI,2014-09-03 12:58:00,26.411,6.399,31.141,4
AKI,2014-09-03 13:38:00,26.01,6.293,31.55,3.3
AKI,2014-09-03 14:24:00,25.477,7.087,31.903,3.9
AKI,2014-09-04 08:51:00,25.205,6.796,31.779,4.7
AKI,2014-09-04 10:02:00,24.778,7.23,32.093,5.4
HRS,2014-09-04 12:45:00,25.417,7.632,30.54,0.9
HRS,2014-09-04 14:37:00,25.307,7.529,30.495,1
HRS,2014-09-04 15:29:00,25.374,8.024,31.197,1.2
HRS,2014-09-05 10:07:00,24.978,7.602,31.207,2.2
HRS,2014-09-05 11:10:00,24.988,6.857,30.156,2.9
HRS,2014-09-05 12:43:00,24.966,6.573,29.732,4.8
HRS,2014-09-05 13:53:00,25.123,7.195,30.438,1.9
IY1,2014-10-15 10:57:00,22.35,6.92,32.77,0.6
IY1,2014-10-15 12:26:00,22.36,7.01,32.88,0.5
IY1,2014-10-15 13:27:00,22.42,7.09,32.57,0.6
IY2,2014-10-16 09:47:00,22.521,6.813,32.392,1.3
IY2,2014-10-16 11:10:00,22.492,6.834,32.328,1.8
IY2,2014-10-16 12:26:00,22.637,6.924,32.504,1.2
IY2,2014-10-16 13:40:00,22.404,7.114,32.53,1.7
HAR,2014-10-17 09:31:00,22.52,7.3,31.12,5.5
AKI,2014-10-17 10:07:00,22.684,6.815,32.135,1.1
HAR,2014-10-17 10:52:00,22.94,7.01,31.24,2.4
AKI,2014-10-17 10:59:00,22.876,6.711,31.948,1.1
AKI,2014-10-17 11:47:00,22.973,6.574,31.748,1.1
HAR,2014-10-17 12:12:00,23.03,7.18,31.21,2.4
HAR,2014-10-17 13:33:00,23.3,7.18,31.56,3.2
HAR,2014-10-17 14:46:00,22.53,8.51,31.06,7.8
BS2,2014-10-20 08:16:00,22.769,6.61,30.102,1.3
AKI,2014-10-20 08:39:00,22.28,7.543,31.97,3
HAR,2014-10-20 08:53:00,22.99,6.73,31.19,9.3
BS2,2014-10-20 09:43:00,22.671,6.803,30.143,1.5
AKI,2014-10-20 09:44:00,22.39,6.79,32.37,1.8
HAR,2014-10-20 10:14:00,22.21,9.15,30.31,9.9
IY1,2014-10-20 10:16:00,22.056,7.22,32.859,0.9
HRS,2014-10-20 10:48:00,22.32,7.21,32.26,2.7
BS2,2014-10-20 11:17:00,22.396,7.332,30.782,3.2
IY1,2014-10-20 11:33:00,22.221,6.998,33.043,0.8
HAR,2014-10-20 12:06:00,22.5,7.6,31.11,5.6
HRS,2014-10-20 12:28:00,21.76,7.95,31.71,7.7
HAR,2014-10-20 13:27:00,22.24,9.02,31,6.5
HRS,2014-10-20 13:45:00,22.36,7,32.36,2.5
IY2,2014-10-20 13:57:00,22.125,7.061,32.797,1.3
BS2,2014-10-20 13:58:00,22.459,7.116,30.134,1.2
BS1,2014-10-21 07:57:00,22.776,6.535,30.206,1.2
KIS,2014-10-21 08:50:00,22.63,7.69,31.63,3.9
HAR,2014-10-21 08:54:00,22.54,7.81,31.07,8.3
BS1,2014-10-21 09:06:00,22.746,6.404,30.266,1
AKI,2014-10-21 09:12:00,22.5,6.92,32.09,3.2
HAR,2014-10-21 09:42:00,22.79,7.52,31.68,6.1
KIS,2014-10-21 10:00:00,23.08,7.39,32.27,3.8
AKI,2014-10-21 10:09:00,22.66,6.67,32.01,2.4
KIS,2014-10-21 10:14:00,23.47,7.44,33.22,1.8
BS1,2014-10-21 10:44:00,21.88,7.061,29.724,3.3
HAR,2014-10-21 10:56:00,22.63,8.13,31.59,6.2
KIS,2014-10-21 11:15:00,23.2,7.62,30.42,2.6
KIS,2014-10-21 11:30:00,23.58,7.24,33.21,0.6
AKI,2014-10-21 12:15:00,22.81,6.49,31.57,1.9
HAR,2014-10-21 12:25:00,22.84,8.17,31.63,4
KIS,2014-10-21 12:45:00,24.52,7.18,33.96,0.3
AKI,2014-10-21 12:55:00,22.75,6.45,31.65,2
HAR,2014-10-21 13:18:00,22.93,7.12,31.74,4.4
AKI,2014-10-21 13:35:00,22.73,6.59,31.9,2.4
BS1,2014-10-21 13:41:00,22.01,7.363,30.317,2.2
HAR,2014-10-21 14:26:00,22.55,9.57,30.6,5.1
AKI,2014-10-21 14:35:00,22.79,6.8,31.85,5.6
BS1,2014-10-22 08:58:00,22.343,6.722,30.32,1.1
BS1,2014-10-22 10:53:00,22.057,7.027,30.576,1.2
HRS,2014-10-22 10:59:00,21.81,8.12,31.63,6.8
HRS,2014-10-22 11:42:00,22.14,7.5,31.97,4.9
HRS,2014-10-22 13:35:00,22.14,7.38,31.71,7.4
