kai,datetime,Tem,DO,Sal,Chl.a
SUO,2018-12-12 09:43:00,14.47,8.07,32.44,2.1
SUO,2018-12-12 10:41:00,16.49,7.79,32.69,2.4
SUO,2018-12-12 11:40:00,16.65,7.8,32.75,1.9
SUO,2018-12-12 12:18:00,17.11,7.68,32.86,1.9
SUO,2018-12-12 13:33:00,16.16,7.65,32.63,2.2
SUO,2018-12-13 10:23:00,17.19,7.45,32.98,0.7
SUO,2018-12-13 11:28:00,17.43,7.32,33.11,0.4
SUO,2018-12-14 10:49:00,16.27,7.48,32.82,1.4
SUO,2018-12-14 11:49:00,15.27,7.63,32.69,0.9
SUO,2018-12-14 12:27:00,17.05,7.45,33.05,0.1
SUO,2018-12-19 10:11:00,14.05,8.04,32.62,2.6
SUO,2018-12-19 11:06:00,15.26,7.67,32.79,1.2
SUO,2018-12-19 11:56:00,14.02,8.03,32.68,1.6
SUO,2018-12-19 12:54:00,14.27,7.97,32.68,1.4
HBK,2018-12-21 09:11:00,16.92,7.48,34.32,0.5
HBK,2018-12-21 09:35:00,17.49,7.31,34.32,0.3
HBK,2018-12-21 10:02:00,18,7.22,34.34,0.4
HBK,2018-12-21 10:30:00,16.7,7.56,34.3,0.1
SUO,2018-12-21 13:34:00,14.15,8.15,32.67,2.1
SUO,2018-12-21 14:26:00,12.95,8.81,33.1,4.5
SUO,2018-12-27 09:26:00,13.14,8.63,32.89,3.4
SUO,2018-12-27 10:51:00,12.65,8.62,32.69,1.8
SUO,2018-12-27 11:24:00,12.28,8.95,32.91,2.6
SUO,2018-12-27 12:24:00,11.91,9.3,33.05,2.7
IY1,2019-02-14 10:41:00,12.58,8.92,33.43,0.2
IY1,2019-02-14 11:48:00,12.64,8.9,33.51,0.3
IY1,2019-02-14 12:46:00,12.33,9.06,33.24,0.5
AKI,2019-02-15 08:44:00,11.71,9.6,32.75,1.4
AKI,2019-02-15 09:39:00,12.15,8.85,33.13,0.3
AKI,2019-02-15 10:41:00,11.84,8.94,32.94,0.3
AKI,2019-02-15 12:50:00,11.6,9.07,32.8,0.5
AKI,2019-02-15 13:26:00,11.68,9.07,32.83,0.3
AKI,2019-02-15 14:08:00,11.86,9.08,32.92,0.2
AKI,2019-02-18 08:45:00,11.37,10.18,32.88,0.6
AKI,2019-02-18 08:46:00,12.08,8.73,33.18,0.3
KIS,2019-02-18 09:08:00,11.13,8.84,32.78,0.6
AKI,2019-02-18 09:29:00,11.89,8.82,33.08,0.5
AKI,2019-02-18 09:48:00,11.99,8.95,33.08,0.3
HAR,2019-02-18 09:58:00,10.2,9.39,32.04,0.3
KIS,2019-02-18 10:21:00,12.53,8.51,33.5,0.2
AKI,2019-02-18 10:35:00,11.67,8.95,32.99,0.3
HRS,2019-02-18 10:49:00,11.9,9.03,33.03,0.3
HAR,2019-02-18 11:05:00,9.92,9.44,31.86,1.3
KIS,2019-02-18 11:43:00,11.57,9.46,32.58,0.6
HAR,2019-02-18 12:10:00,10.02,9.54,31.94,0.6
HRS,2019-02-18 12:31:00,11.27,10.05,32.53,0.6
HAR,2019-02-18 13:17:00,10.36,9.38,32,0.2
HRS,2019-02-18 13:46:00,12.12,9.08,33.05,0.3
HAR,2019-02-18 14:41:00,10.43,9.46,32.13,0.7
HAR,2019-02-19 09:09:00,9.81,9.94,31.41,4.1
HAR,2019-02-19 10:09:00,9.69,9.94,31.37,7.2
HRS,2019-02-19 10:14:00,11.7,9.26,32.86,0.5
HRS,2019-02-19 11:13:00,11.59,9.69,32.63,0.6
HRS,2019-02-19 11:22:00,11.62,9.86,32.5,0.8
HAR,2019-02-19 11:42:00,9.69,9.49,31.73,2.1
HAR,2019-02-19 12:53:00,9.77,9.49,31.77,2.3
HRS,2019-02-19 13:38:00,11.44,10.18,32.29,0.9
HAR,2019-02-20 09:10:00,10.31,9.24,32.01,0.5
HAR,2019-02-20 09:50:00,10.34,9.23,32.04,0.4
HIU,2019-02-20 10:20:00,11.53,8.96,32.87,0.5
HAR,2019-02-20 10:52:00,10.55,9.2,32.15,0.5
HIU,2019-02-20 11:01:00,11.32,9.07,32.78,0.6
HAR,2019-02-20 12:00:00,11.03,9.09,32.41,0.3
HAR,2019-02-20 12:44:00,11.01,9.12,32.35,0.5
HIU,2019-02-20 12:48:00,11.05,9.43,32.69,1
HAR,2019-02-20 14:04:00,9.94,9.69,31.73,1.2
HIU,2019-02-21 08:50:00,10.79,9.66,32.54,1.5
OSK,2019-02-21 09:09:00,10.41,9.69,32,2.6
OSK,2019-02-21 09:45:00,10.71,9.51,32.09,3.9
HIU,2019-02-21 09:52:00,10.64,9.82,32.33,1.2
HIU,2019-02-21 10:04:00,10.23,8.82,32.47,2
OSK,2019-02-21 10:39:00,10.74,9.85,32.62,3.8
HIU,2019-02-21 10:56:00,10.7,9.72,32.48,0.4
HIU,2019-02-21 11:08:00,10.31,8.9,32.51,0.4
HIU,2019-02-21 11:56:00,10.33,9.52,32.51,0.3
HIU,2019-02-21 13:00:00,10.92,9.59,32.65,0.4
HIU,2019-02-21 13:28:00,10.7,9.09,32.43,0.3
HIU,2019-02-21 14:33:00,10.5,9.26,32.33,2.9
KIS,2019-02-22 08:42:00,11,9.11,32.45,1.1
KIS,2019-02-22 09:56:00,12.8,8.34,33.64,0.2
BS2,2019-02-22 10:39:00,9.87,9.06,31.8,0.5
KIS,2019-02-22 11:08:00,11.36,8.78,32.7,0.5
BS2,2019-02-22 11:30:00,10.09,8.91,31.9,0.8
BS2,2019-02-22 14:08:00,9.85,8.91,31.76,1.1
BS2,2019-02-25 08:10:00,9.7,8.89,31.86,0.9
BS2,2019-02-25 09:30:00,9.54,9.17,31.38,1.2
IY1,2019-02-25 10:25:00,12.74,8.87,33.78,0.3
BS2,2019-02-25 10:58:00,9.09,9.71,31.28,2.2
IY1,2019-02-25 11:55:00,13.03,8.66,33.84,0.2
BS2,2019-02-25 13:30:00,9.85,9.29,31.29,0.8
IY2,2019-02-25 14:05:00,12.48,9.17,33.56,1.2
BS1,2019-02-26 07:53:00,9.85,9.12,31.99,1.3
BS1,2019-02-26 09:01:00,9.7,9.59,31.93,1.1
OSK,2019-02-26 09:58:00,11.06,8.96,32.43,0.3
BS1,2019-02-26 10:24:00,9.89,9.76,32.01,2.7
OSK,2019-02-26 10:39:00,10.7,10.78,31.36,2.1
BS1,2019-02-26 11:12:00,9.96,10,32.15,2.6
OSK,2019-02-26 11:22:00,11.06,9.04,32.34,0.8
OSK,2019-02-26 12:04:00,11,9.11,32.36,0.6
