kai,datetime,Tem,DO,Sal,Chl.a
KIS,2001-02-13 08:03:00,8.9,8.8,32.86,0.8
AKI,2001-02-13 09:30:00,10.61,9.1,32.97,6
KIS,2001-02-13 09:44:00,10.19,8.6,33.06,0.8
AKI,2001-02-13 11:08:00,11.3,8.6,33.52,1.9
AKI,2001-02-13 11:50:00,11.29,8.5,33.47,1.8
HAR,2001-02-13 12:30:00,8.32,9.4,32.81,0.6
AKI,2001-02-13 14:18:00,10.57,9.2,33.31,3.9
HRS,2001-02-13 15:03:00,10.22,9.3,32.6,3.7
HAR,2001-02-13 16:13:00,8.4,9.4,32.8,0.7
HRS,2001-02-14 09:43:00,10.94,9.1,33.36,2.5
HRS,2001-02-14 10:40:00,10.4,9.3,32.66,2
HRS,2001-02-14 13:05:00,10.41,9.3,32.1,1.9
HAR,2001-02-14 14:12:00,8.44,9.2,32.86,0.7
HAR,2001-02-14 15:24:00,8.21,9.3,32.82,0.6
HAR,2001-02-14 16:44:00,7.62,11.1,32.47,0.4
KIS,2001-02-15 08:52:00,10.93,8.6,33.37,0.8
OSK,2001-02-15 09:03:00,8.59,9,32.12,2.6
HRS,2001-02-15 10:08:00,10.55,9.3,33.04,2.1
KIS,2001-02-15 10:13:00,12.21,8.3,33.78,0.5
OSK,2001-02-15 10:14:00,9.04,8.5,32.43,0.9
AKI,2001-02-15 10:45:00,10.88,8,33.53,1.1
OSK,2001-02-15 11:29:00,9.01,8.7,32.46,0.8
AKI,2001-02-15 12:00:00,11.19,8,33.58,0.8
AKI,2001-02-15 12:55:00,11.3,8,33.58,0.6
KIS,2001-02-15 13:10:00,9.93,8.4,32.79,0.8
HRS,2001-02-15 13:32:00,11.1,9.2,33.36,1.9
HRS,2001-02-15 14:30:00,11.17,9.2,33.4,1
HAR,2001-02-15 15:51:00,8.29,9.2,32.5,4.9
AKI,2001-02-16 10:00:00,10.76,8.7,33.46,2.8
AKI,2001-02-16 10:42:00,10.64,8.9,33.46,2.3
AKI,2001-02-16 11:18:00,10.64,8.8,33.43,2.6
AKI,2001-02-16 14:51:00,10.8,8.9,33.48,1.9
KIS,2001-02-19 09:07:00,10.95,8.7,33.27,1
KIS,2001-02-19 09:30:00,12.68,8.3,33.67,0.8
KIS,2001-02-19 10:17:00,12.13,8.5,33.69,0.5
HAR,2001-02-19 10:24:00,8.48,9.1,32.52,1.9
KIS,2001-02-19 11:06:00,15.47,7.7,34.29,0.5
HAR,2001-02-19 11:07:00,8.57,9.6,32.68,0.5
KIS,2001-02-19 11:34:00,17.81,7.5,34.69,0.5
KIS,2001-02-19 12:52:00,13.76,8.2,33.99,0.5
HAR,2001-02-19 15:38:00,8.43,9.6,32.51,0.5
KIS,2001-02-20 08:11:00,10.37,8.6,32.96,1.1
KIS,2001-02-20 08:58:00,11.54,8.3,33.4,0.9
HIU,2001-02-20 09:25:00,10.51,8.4,33.52,2.8
KIS,2001-02-20 10:16:00,13.6,8,34.07,0.6
HIU,2001-02-20 10:35:00,10.13,8.8,33.21,2.1
HIU,2001-02-20 11:45:00,9.83,8.9,33.15,0.8
HIU,2001-02-20 12:55:00,9.81,9.2,33.21,1
HAR,2001-02-20 14:51:00,8.12,10.9,32.58,7.4
HAR,2001-02-20 15:52:00,8.43,9.5,32.78,5.9
HIU,2001-02-21 08:50:00,10.77,8.4,33.56,1.2
HAR,2001-02-21 09:28:00,8.37,9,32.41,1.6
HIU,2001-02-21 10:00:00,10.1,8.8,33.45,3.6
HAR,2001-02-21 10:23:00,8.13,13.2,32.31,9.4
HIU,2001-02-21 11:10:00,10.21,8.9,33.48,2.9
HIU,2001-02-21 13:05:00,10.62,8.6,33.51,1.7
HAR,2001-02-21 15:07:00,8.03,10.2,32.62,12.1
OSK,2001-02-26 09:47:00,8.61,10.7,32,11.8
IY2,2001-02-26 10:05:00,11.04,7.7,33.55,2.5
OSK,2001-02-26 11:00:00,8.89,11.8,30.68,10.6
IY2,2001-02-26 11:30:00,11.17,8.5,33.64,3.7
HAR,2001-02-26 11:58:00,8.66,8.7,32.92,0.5
IY2,2001-02-26 13:35:00,11.05,8.9,33.58,3.2
OSK,2001-02-26 15:15:00,8.09,8.4,31.01,8.9
OSK,2001-02-27 08:54:00,8.33,9,30.46,12.3
HAR,2001-02-27 09:39:00,8.94,8.7,32.93,0.8
OSK,2001-02-27 10:01:00,8.49,9.3,30.14,10
HAR,2001-02-27 10:57:00,8.35,9.3,32.74,3.2
HAR,2001-02-27 12:52:00,9.31,8.8,32.98,0.5
OSK,2001-02-27 15:10:00,8.57,11.4,31.18,8.6
OSK,2001-02-28 09:01:00,8.7,9.3,32.35,17.4
OSK,2001-02-28 13:44:00,8.94,11.2,31.23,9.9
AKI,2001-05-14 09:34:00,14.84,8.1,33.59,1.3
AKI,2001-05-14 10:33:00,15.29,8.3,33.63,1.2
AKI,2001-05-14 11:11:00,14.94,8.1,33.61,1.6
