kai,datetime,Tem,DO,Sal,Chl.a
SUO,2007-05-28 13:48:00,17.98,7.8,33.15,0.6
OSK,2007-05-29 09:25:00,18.75,10.3,29.29,7.3
HRS,2007-05-29 10:23:00,18.18,7.3,32.93,0.6
OSK,2007-05-29 10:38:00,18.43,9.2,30.84,3.3
HRS,2007-05-29 11:28:00,19.16,7.9,32.36,0.6
OSK,2007-05-29 11:46:00,19.34,11.4,29.63,3.4
HRS,2007-05-29 12:34:00,19.38,8.5,31.74,1.7
HRS,2007-05-29 13:49:00,18.5,8.3,32.53,1.5
OSK,2007-05-29 13:49:00,18.84,9.8,31.49,1.2
OSK,2007-05-29 16:10:00,19.19,10.9,30.13,2.3
OSK,2007-05-30 09:26:00,17.67,8.2,32.08,1
OSK,2007-05-30 10:08:00,18.19,9.2,31.06,1.1
OSK,2007-05-30 11:11:00,17.28,7.9,32.36,0.9
KIS,2007-08-20 10:04:00,25.94,6.5,32.49,0.7
KIS,2007-08-20 11:25:00,25.77,6.1,32.11,1.5
KIS,2007-08-20 14:30:00,27,6.6,31.58,0.4
HAR,2007-08-21 09:22:00,26.97,6.6,31.99,2.1
IY1,2007-08-21 11:02:00,23.71,6.3,33.08,1.8
HAR,2007-08-21 11:05:00,28.29,6.8,31.88,0.3
HIU,2007-08-21 11:09:00,28.25,6.6,32.31,0.5
HAR,2007-08-21 12:18:00,28.27,6.9,31.9,1.7
IY1,2007-08-21 12:31:00,26.42,6.5,33.18,0.2
IY1,2007-08-21 13:22:00,24.36,6.9,32.89,1.6
HIU,2007-08-21 13:27:00,29.06,6.6,32.38,0.9
HAR,2007-08-21 13:35:00,28.6,7.2,31.89,0.5
HIU,2007-08-21 14:14:00,29.66,6.9,32.27,2.3
HIU,2007-08-21 15:30:00,29.8,6.6,32.36,0.7
AKI,2007-08-22 08:39:00,25.03,8,32.77,1.9
OSK,2007-08-22 09:26:00,29.22,8,27.92,5.7
BS1,2007-08-22 10:02:00,27.94,7.3,32.21,2.7
OSK,2007-08-22 10:03:00,28.23,8.6,30.49,6.2
HIU,2007-08-22 11:07:00,28.82,6.9,32.43,0.3
OSK,2007-08-22 11:11:00,28.75,7.6,30.44,2
AKI,2007-08-22 11:34:00,25.48,6.9,32.72,1.4
HIU,2007-08-22 11:55:00,26.99,6.9,32.61,0.4
OSK,2007-08-22 12:41:00,27.54,7.8,31.8,1
AKI,2007-08-22 12:48:00,25.42,6.7,32.57,1.1
BS1,2007-08-22 13:08:00,28.39,7.7,32.41,1.2
HIU,2007-08-22 13:35:00,29.09,6.7,32.54,0.2
HRS,2007-08-22 13:57:00,28.4,6.6,31.58,0.1
BS1,2007-08-22 14:53:00,28.8,7.4,32.25,1.2
OSK,2007-08-22 14:56:00,28.42,8.6,31.17,1.1
HRS,2007-08-22 15:37:00,26.66,6.9,32.42,1.2
BS1,2007-08-22 15:56:00,27.99,7.3,32.31,1.9
BS1,2007-08-23 08:38:00,27.78,5.8,32.18,1.3
HIU,2007-08-23 09:02:00,28.89,6.7,32.43,0.8
OSK,2007-08-23 09:07:00,26.37,6,31.92,1.5
AKI,2007-08-23 09:23:00,25.22,7.1,32.77,0.4
BS1,2007-08-23 10:02:00,28.15,6.6,32.01,2.5
HIU,2007-08-23 10:07:00,29.22,6.5,32.5,0.6
AKI,2007-08-23 10:29:00,24.5,6.5,32.92,1.1
OSK,2007-08-23 10:32:00,26.25,6.3,32.04,2.2
HIU,2007-08-23 11:13:00,29.84,6.9,32.23,0.6
OSK,2007-08-23 11:42:00,26.35,6.2,32.08,1.1
SUO,2007-08-23 11:50:00,29.17,6.6,31.96,0.1
HIU,2007-08-23 12:14:00,28.48,6.4,32.5,0.5
SUO,2007-08-23 12:53:00,29.27,6.5,31.89,0.1
AKI,2007-08-23 13:04:00,26,6.7,32.66,1.8
HIU,2007-08-23 13:14:00,28.35,6.6,32.55,0.3
BS1,2007-08-23 13:16:00,28.51,7.8,32,2
AKI,2007-08-23 13:47:00,25.52,6.6,32.8,1
SUO,2007-08-23 13:57:00,29.35,6.6,31.9,0.2
BS1,2007-08-23 14:15:00,28.29,6.9,32.24,1.1
AKI,2007-08-23 14:39:00,25.8,7.2,32.78,0.9
SUO,2007-08-23 15:01:00,28.6,6.8,32.09,0.1
HRS,2007-08-24 09:03:00,27.3,7,31.93,0.6
HRS,2007-08-24 09:46:00,26.56,7.2,31.85,0.3
SUO,2007-08-24 10:17:00,29.25,6.6,31.87,1
HRS,2007-08-24 11:28:00,27.88,7.5,31.48,0.4
SUO,2007-08-24 11:28:00,29.17,6.7,32.05,0.1
BS2,2007-08-24 11:48:00,28.51,7.1,31.8,1.6
SUO,2007-08-24 12:36:00,28.23,6.9,32.12,0.1
HRS,2007-08-24 12:36:00,28.31,8.3,30.32,2.5
SUO,2007-08-24 13:47:00,28.65,6.7,32.31,0.1
HRS,2007-08-24 13:53:00,28.13,8.6,31.13,3.9
BS2,2007-08-24 14:11:00,28.59,7.4,31.77,3.4
BS2,2007-08-24 15:27:00,27.53,6.7,31.72,2.9
KIS,2007-08-27 08:53:00,27.44,6.5,31.85,0.1
BS2,2007-08-27 08:57:00,28.35,6.6,32.03,1.7
KIS,2007-08-27 09:47:00,26.96,6.4,32.61,0.2
BS2,2007-08-27 10:28:00,28.02,7.1,31.46,6.1
IY1,2007-08-27 10:47:00,26.99,7.3,33.21,0.2
KIS,2007-08-27 10:57:00,27.9,6.3,32.37,0.1
SUO,2007-08-27 11:08:00,28.52,6.5,31.91,0.2
IY1,2007-08-27 12:02:00,26.58,7.4,33.27,0.2
SUO,2007-08-27 12:11:00,29.26,6.6,32.05,0.1
BS2,2007-08-27 12:11:00,28.36,8.2,31.13,2.3
SUO,2007-08-27 12:49:00,28.79,6.9,32.12,0.7
KIS,2007-08-27 13:09:00,27.45,6.4,31.98,0.1
SUO,2007-08-27 13:58:00,29.5,7.1,31.99,0.1
IY2,2007-08-27 14:17:00,23.91,7.5,33.29,0.8
KIS,2007-08-27 14:29:00,27.97,6.4,32.63,0.1
BS2,2007-08-27 14:49:00,28.59,8.9,31.21,4.1
KIS,2007-08-28 08:15:00,26.01,6.2,32.62,0.5
KIS,2007-08-28 09:36:00,26.95,6.6,32.42,0.4
IY2,2007-08-28 09:59:00,24.03,6.9,33.13,1.4
SUO,2007-08-28 10:55:00,28.11,6.5,32.09,0.3
IY2,2007-08-28 11:20:00,23.84,6.2,32.98,0.6
SUO,2007-08-28 11:58:00,28.82,6.6,32.03,0.1
KIS,2007-08-28 12:14:00,28.08,6.6,32.28,0.1
IY2,2007-08-28 12:40:00,25.73,7.3,33.12,1
SUO,2007-08-28 13:02:00,27.68,6.8,32.36,0.1
IY2,2007-08-28 13:51:00,27.02,7.4,33.01,0.8
SUO,2007-08-28 13:52:00,28.91,6.7,32.16,0.6
KIS,2007-08-29 09:41:00,27.16,6.6,32.11,0.5
HAR,2007-08-29 10:24:00,28.09,6,31.65,0.3
KIS,2007-08-29 10:53:00,27.31,6.7,32.11,1
HAR,2007-08-29 11:51:00,28.56,6.5,30.79,1.4
KIS,2007-08-29 12:22:00,28.51,6.9,31.7,0.5
SUO,2007-08-29 12:58:00,27.4,6.7,32.56,0.1
SUO,2007-08-29 14:10:00,27.42,6.7,32.36,0.3
HAR,2007-08-29 14:20:00,27.81,5.4,31.53,2.5
HAR,2007-08-29 15:10:00,28.87,6.6,31.9,0.9
OSK,2007-08-30 08:22:00,25.75,5.9,32.85,0.8
OSK,2007-08-30 09:45:00,26.17,6.6,32.6,2.6
HAR,2007-08-30 10:19:00,26.65,5.4,31.66,0.5
HBK,2007-08-30 10:31:00,28.94,6.4,33.22,0.3
OSK,2007-08-30 11:02:00,26.58,6.8,32.34,4.7
HAR,2007-08-30 11:55:00,27.16,5.7,32.03,1.6
SUO,2007-08-30 13:27:00,29.23,6.1,32,1.6
HAR,2007-08-30 14:06:00,27.18,5.5,32,0.9
SUO,2007-08-30 14:29:00,27.8,6.2,32.35,1.8
HAR,2007-08-31 09:50:00,28.07,6.4,31.96,0.7
HAR,2007-08-31 11:16:00,28.07,6,31.34,2.2
HAR,2007-08-31 13:42:00,28.02,6.3,31.34,1.5
AKI,2007-09-03 11:25:00,25.13,6.6,33.01,1.4
AKI,2007-09-03 12:56:00,24.22,6.2,33.15,1.9
AKI,2007-09-04 09:52:00,25.46,5.9,32.92,1
HAR,2007-09-04 11:35:00,27.78,6.8,31.73,0.9
HAR,2007-09-04 13:03:00,28.06,6.4,32.07,0.3
HAR,2007-09-05 10:26:00,28.24,6.3,32.06,0.3
HAR,2007-09-05 11:59:00,26.6,7.1,31.71,0.6
HBK,2007-09-10 12:00:00,27.8,6.2,33.24,0.1
HBK,2007-09-10 12:35:00,27.52,6.3,33.3,0.3
HBK,2007-09-10 13:11:00,27.83,6.5,33.35,0.1
HAR,2007-10-11 09:51:00,25.56,5.7,32.48,0.4
HIU,2007-10-15 11:03:00,24.67,7.1,32.59,2.3
HIU,2007-10-15 13:29:00,24.99,7.2,32.54,1.3
HIU,2007-10-15 14:21:00,25.15,7.5,32.42,2
HIU,2007-10-15 15:35:00,25.03,7.2,32.43,2.2
BS1,2007-10-16 09:49:00,24.52,7,32.54,2.3
SUO,2007-10-16 10:38:00,23.81,7.5,32.54,1.1
SUO,2007-10-16 11:49:00,24.75,6.9,32.78,0.9
BS1,2007-10-16 11:53:00,23.98,7.4,32.58,3.8
SUO,2007-10-16 12:57:00,24.58,7.1,32.32,1.7
SUO,2007-10-16 14:04:00,24.85,7,32.67,3.2
BS1,2007-10-16 14:47:00,24.93,7.4,32.5,1.4
BS1,2007-10-16 15:48:00,24.71,7.3,32.54,1.9
OSK,2007-10-17 08:21:00,23.83,5.4,32.63,0.5
BS1,2007-10-17 08:41:00,24.29,6.2,32.39,2.1
OSK,2007-10-17 09:40:00,24.3,5.7,32.63,0.4
BS1,2007-10-17 09:55:00,22.94,6.4,32.16,3
OSK,2007-10-17 11:02:00,24.06,5.4,32.77,0.6
HIU,2007-10-17 11:12:00,24.29,6.4,33.05,3.2
HIU,2007-10-17 11:55:00,24.37,6.8,33,2.6
KIS,2007-10-17 12:08:00,24.16,5.5,33.41,0.5
BS1,2007-10-17 13:12:00,24.06,7.1,32.49,3.6
HIU,2007-10-17 13:31:00,24.17,6.9,32.92,2.7
BS1,2007-10-17 14:11:00,24.25,7,32.58,1.7
HIU,2007-10-17 14:15:00,24.49,6.8,32.9,3.1
HIU,2007-10-18 09:16:00,23.51,7.5,32.42,1.8
KIS,2007-10-18 09:18:00,24.52,6.6,33.67,0.3
HIU,2007-10-18 10:20:00,24.29,6.9,32.82,2.7
IY1,2007-10-18 10:29:00,23.99,6,33.3,1.5
KIS,2007-10-18 10:43:00,24.35,6.3,33.55,0.4
SUO,2007-10-18 11:14:00,24.46,6.7,32.79,0.8
HIU,2007-10-18 11:28:00,24.32,7.3,32.71,1.9
IY1,2007-10-18 12:02:00,24.04,6.1,33.37,1.1
KIS,2007-10-18 12:11:00,24.49,6,33.58,0.5
SUO,2007-10-18 12:24:00,24.54,6.8,32.94,0.8
HIU,2007-10-18 12:36:00,24.38,7.1,32.92,0.8
IY1,2007-10-18 13:08:00,24.11,6.1,33.25,1.7
BS2,2007-10-18 13:10:00,25.16,7.1,32.13,3
KIS,2007-10-18 13:29:00,24.23,6.1,33.51,0.4
SUO,2007-10-18 13:40:00,24.59,6,33.15,0.8
BS2,2007-10-18 14:11:00,24.97,6.5,32.1,1.7
SUO,2007-10-18 14:25:00,24.37,6.6,32.93,1.4
BS2,2007-10-18 15:32:00,25.13,6.6,32.17,1.6
KIS,2007-10-19 08:21:00,24.02,6,33.64,0.5
AKI,2007-10-19 08:39:00,23.72,7.6,33.04,1.7
KIS,2007-10-19 09:47:00,24.07,6,33.56,0.7
HAR,2007-10-19 09:48:00,24.4,6.1,32.31,9.2
AKI,2007-10-19 09:54:00,24.07,6.1,33.18,0.5
HRS,2007-10-19 11:00:00,23.99,6.6,33,0.9
KIS,2007-10-19 11:12:00,24.12,5.9,33.35,0.5
HAR,2007-10-19 12:05:00,23.39,6.6,31.63,3.8
HRS,2007-10-19 12:45:00,23.96,7.7,32.91,1.9
SUO,2007-10-19 13:41:00,24.14,6.6,32.89,1.3
HRS,2007-10-19 14:01:00,24.16,6.7,33.14,0.5
SUO,2007-10-19 14:29:00,24.09,6.8,32.85,1
HRS,2007-10-19 15:27:00,24.01,6,32.61,1.5
SUO,2007-10-19 15:38:00,23.37,7.1,32.82,0.7
AKI,2007-10-22 08:47:00,23.36,6.8,32.84,3.8
HAR,2007-10-22 09:36:00,23.77,6.1,32.37,1
AKI,2007-10-22 09:56:00,23.67,6.5,33.28,1.1
IY1,2007-10-22 10:48:00,23.57,6.3,33.54,0.6
HAR,2007-10-22 11:10:00,23.74,6.3,32.41,0.9
AKI,2007-10-22 11:33:00,23.76,6.6,33.19,2.8
IY1,2007-10-22 12:02:00,23.55,6.4,33.59,0.7
HAR,2007-10-22 12:38:00,23.58,6.2,32.38,0.5
HAR,2007-10-22 13:38:00,23.57,6,32.36,0.5
AKI,2007-10-22 13:46:00,23.76,6.7,33.07,1.7
IY2,2007-10-22 14:04:00,23.67,6.4,33.36,0.8
AKI,2007-10-22 14:33:00,23.8,6.8,33.1,2.7
AKI,2007-10-22 15:26:00,23.69,8,33.14,3.2
IY2,2007-10-23 09:35:00,23.64,6.1,33.32,1
HRS,2007-10-23 09:36:00,23.46,6.6,32.02,2
IY2,2007-10-23 10:49:00,23.67,6.1,33.21,0.5
SUO,2007-10-23 10:50:00,23.11,6.9,32.93,1.2
HRS,2007-10-23 11:03:00,23.23,7.1,32.9,2.4
HAR,2007-10-23 11:14:00,24.16,5.9,32.45,0.7
IY2,2007-10-23 11:57:00,23.64,6.2,33.32,0.9
SUO,2007-10-23 11:57:00,23.56,6.5,33.14,1.6
HRS,2007-10-23 12:27:00,23.01,7.7,32.7,2.1
HAR,2007-10-23 12:45:00,24.11,6.2,32.54,2.5
IY2,2007-10-23 13:02:00,23.48,6.5,33.35,1.3
