kai,datetime,Tem,DO,Sal,Chl.a
SUO,2013-02-18 10:05:00,8.15,9.6,32.62,2.5
HIU,2013-02-18 10:26:00,9.17,10.1,32.8,1.7
SUO,2013-02-18 11:05:00,8.58,8.6,32.84,0.6
HIU,2013-02-18 11:32:00,9.75,10,32.92,3.7
HAR,2013-02-18 11:42:00,8.17,9.9,32.32,3
SUO,2013-02-18 12:00:00,7.92,8.7,32.65,0.8
HAR,2013-02-18 12:56:00,8.09,10.3,32.26,1.4
HIU,2013-02-18 13:37:00,9.3,10.5,32.57,1.4
SUO,2013-02-18 13:38:00,8.73,8.1,32.88,0.6
HIU,2013-02-18 14:42:00,8.97,10.3,32.57,1.2
SUO,2013-02-18 14:53:00,8.82,8.2,32.77,0.6
SUO,2013-02-18 15:32:00,8.54,8.4,32.67,2.4
KIS,2013-02-19 09:01:00,11.21,8.2,32.89,0.3
BS1,2013-02-19 09:27:00,8.73,10.1,32.61,2.2
SUO,2013-02-19 09:33:00,8.82,9.2,32.71,0.4
HAR,2013-02-19 09:46:00,8.68,9.8,31.87,2.2
OSK,2013-02-19 10:28:00,9.86,8.7,32.2,1.5
SUO,2013-02-19 10:36:00,8.7,9.3,32.19,0.3
HAR,2013-02-19 11:01:00,8.25,10.1,31.96,2.3
BS1,2013-02-19 11:14:00,8.76,10.3,32.69,3.2
SUO,2013-02-19 11:37:00,9.36,9.1,32.94,0.5
OSK,2013-02-19 11:39:00,9.25,8.7,31.79,2.1
HAR,2013-02-19 12:14:00,8.23,10.1,31.97,1.8
SUO,2013-02-19 12:43:00,9.75,9.1,32.98,0.6
OSK,2013-02-19 12:57:00,10.27,8.2,32.23,1.2
HAR,2013-02-19 12:59:00,8.45,10.1,32.26,2.2
SUO,2013-02-19 13:23:00,9.27,9.3,32.69,0.8
HAR,2013-02-19 13:56:00,8.35,10,31.96,2.6
BS1,2013-02-19 14:17:00,9.06,10.1,32.67,2.2
HAR,2013-02-19 14:42:00,8.5,9.8,31.93,2
BS1,2013-02-19 15:15:00,8.79,10.1,32.67,1.7
BS1,2013-02-20 08:06:00,8.59,10.1,32.51,3.1
KIS,2013-02-20 09:09:00,10.66,9,32.52,0.1
BS1,2013-02-20 09:26:00,8.34,10.4,32.16,6.9
KIS,2013-02-20 09:40:00,12.16,8.8,33.51,0.1
KIS,2013-02-20 10:16:00,12.88,8.6,33.74,0.2
AKI,2013-02-20 10:31:00,10.54,8.9,33.01,0.3
IY1,2013-02-20 10:48:00,11.09,11.1,33.38,0.8
HAR,2013-02-20 10:54:00,7.9,10.7,31.8,2
KIS,2013-02-20 11:00:00,11.2,9.1,33.08,0.3
BS1,2013-02-20 11:14:00,8.54,10.5,32.53,2.3
KIS,2013-02-20 11:22:00,12.92,8.3,33.72,0.2
HIU,2013-02-20 11:41:00,10.51,8.9,32.97,0.4
KIS,2013-02-20 12:20:00,9.74,9.7,32.33,0.7
HAR,2013-02-20 12:20:00,8.11,10.2,31.6,2.2
HIU,2013-02-20 12:31:00,9.99,9,32.89,0.7
KIS,2013-02-20 13:10:00,11.46,8.7,32.96,0.6
BS1,2013-02-20 13:45:00,8.54,11.1,32.28,8.8
AKI,2013-02-20 14:06:00,10.87,9.2,33.06,0.9
KIS,2013-02-20 14:20:00,11.01,9.1,33.05,0.1
HIU,2013-02-20 14:21:00,10.05,9,32.87,1.2
AKI,2013-02-20 15:00:00,10.94,9.2,33.07,0.8
HIU,2013-02-21 08:33:00,9.85,9,32.79,5.1
AKI,2013-02-21 08:37:00,10.52,9.1,32.94,5.5
KIS,2013-02-21 09:29:00,11.17,8.8,32.96,0.4
AKI,2013-02-21 09:34:00,10.38,9.3,33.02,1
HIU,2013-02-21 09:34:00,9.27,9.2,32.31,2
KIS,2013-02-21 10:05:00,10.39,9.2,32.87,0.3
KIS,2013-02-21 10:35:00,12.97,8.5,33.89,0.5
BS2,2013-02-21 11:02:00,8.12,10.7,32.29,2.5
KIS,2013-02-21 11:10:00,9.14,9.7,32.06,1.3
SUO,2013-02-21 11:18:00,10.37,9.5,33.27,0.7
HIU,2013-02-21 11:22:00,9.4,9.2,32.78,0.8
AKI,2013-02-21 11:31:00,10.35,9.3,32.96,1
HIU,2013-02-21 12:04:00,9.53,9.1,32.83,1.5
OSK,2013-02-21 12:06:00,8.75,10.6,31.65,4.6
KIS,2013-02-21 12:08:00,12.98,8.6,33.92,0.4
AKI,2013-02-21 12:18:00,10.32,9.5,32.93,1.3
SUO,2013-02-21 12:30:00,10.8,9.4,33.37,0.5
AKI,2013-02-21 13:00:00,10.54,9.2,33.01,0.9
SUO,2013-02-21 13:05:00,10.74,9.4,33.37,0.9
OSK,2013-02-21 13:18:00,8.62,10.4,31.17,5.4
