kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,1984,1,18,14:51,CL,3805,6.6,8.7,U,2,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,B,36.7,-,-,-,-,1.1,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,1984,1,18,8:55,CL,3703,4.4,6,U,2,9.8,-,8.8,31.99,3.7,2,1.4,0.43,0.025,0.015,0.132,0.02,0.013,-,-,B,34,10.1,-,8.6,32.16,0.3,3,1.2,0.22,0.024,0.017,0.129,0.01,0.01,-,-
KIS,WY03,341312,1345436,WT,1984,1,18,9:43,CL,3805,5,12.2,U,2,10.5,-,8.5,32.34,-,-,-,-,-,-,-,-,-,-,-,B,34,10.5,-,8.4,32.36,-,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,1984,1,18,14:19,CL,3805,6.3,7.8,U,2,10.5,-,8.5,32.26,<0.1,3,1.2,0.44,0.032,0.015,0.138,0.01,0.014,-,-,B,33.7,11.3,8.1,8.4,33.3,0.8,2,1.8,0.26,0.039,0.021,0.149,0.02,0.014,-,-
KIS,WY06,340852,1345950,WT,1984,1,18,13:54,CL,3703,7.8,8.2,U,2,10.3,-,8.6,32.54,-,-,-,-,-,-,-,-,-,-,-,B,33.5,10.3,8.1,8.7,33.04,-,-,-,-,-,-,-,-,-,-,-
KIS,WY07,340852,1345436,WT,1984,1,18,13:29,CL,3805,5.8,11.5,U,2,10.4,-,8.1,32.82,-,2,1.1,0.43,0.022,0.016,0.142,0.01,0.013,-,-,B,33.5,10.3,-,8.6,33.04,-,2,1.2,0.42,0.031,0.016,0.14,0.09,0.019,-,-
KIS,WY08,340852,1344922,WT,1984,1,18,10:27,CL,3805,4.5,9.8,U,2,10.7,-,8.6,30.49,0.5,-,-,-,-,-,-,-,-,-,-,B,35.8,10.7,-,8.7,30.8,-,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,1984,1,18,11:00,CL,3805,5.1,7.3,U,2,9.7,-,9,-,0.4,3,1.5,0.43,0.026,0.013,0.101,0.05,0.016,-,-,B,20.9,9.6,-,9,-,0.9,2,1.6,0.34,0.029,0.016,0.109,0.01,0.017,-,-
KIS,WY10,340852,1343854,WT,1984,1,18,11:33,CL,3805,5.8,7.8,U,2,8.8,-,9.4,-,1.2,-,-,-,-,-,-,-,-,-,-,B,10.7,8.6,-,10.2,-,-,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,1984,1,19,9:29,SR,3805,3.1,9,U,2,10.6,8.1,8.6,32.25,-,3,1,0.38,0.022,0.02,0.129,0.02,0.01,-,-,B,25.8,10.8,-,8.4,32.32,-,3,1.2,0.21,0.019,0.02,0.126,0.01,0.011,-,-
KIS,WY12,340432,1345436,WT,1984,1,19,13:16,SR,3805,4.8,10.4,U,2,10.7,-,8.4,33.23,0.1,-,-,-,-,-,-,-,-,-,-,B,35.3,10.9,-,8.4,33.53,-,-,-,-,-,-,-,-,-,-,-
