kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,2004,2,25,8:18,UC,3502,9.5,4.8,U,2,9.8,8.2,8.7,31.71,-,-,-,-,-,-,-,-,-,-,-,B,33.25,10.28,8.1,10.9,32.66,-,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,2004,2,25,8:54,UC,3502,10,7,U,2,9.99,8.2,8.5,32.56,-,2,1.1,0.23,0.03,<0.005,0.033,<0.01,0.011,6,2.6,B,50.01,11.43,8.1,9.8,33.09,-,<1,1.1,0.34,0.041,0.006,0.044,<0.01,0.014,3.2,2.1
KIS,WY03,341312,1345436,WT,2004,2,25,9:34,UC,3702,11.5,11.8,U,2,10.05,8.2,8.6,32.59,-,-,-,-,-,-,-,-,-,-,-,B,50.1,10.3,8.2,10.5,32.74,-,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,2004,2,24,8:35,CL,3702,8,5,U,2.18,9.95,8.3,8.1,32.32,-,3,1.5,0.26,0.024,<0.005,0.083,0.03,0.006,8.7,6.8,B,41.01,13.14,8.2,8.8,33.67,-,3,1,0.26,0.034,0.013,0.058,<0.01,0.015,4.6,3.5
KIS,WY06,340852,1345950,WT,2004,2,25,11:46,UC,3802,11,10,U,1.94,10.08,8.2,8.6,32.5,-,1,1.1,0.2,0.026,0.007,0.047,<0.01,0.009,8.9,4.2,B,50.21,13.62,8.1,8.3,33.87,-,2,0.7,0.19,0.026,0.013,0.069,<0.01,0.012,4.5,3.2
KIS,WY07,340852,1345436,WT,2004,2,25,10:14,UC,4105,10,10,U,2.15,10.24,8.2,8.6,32.54,-,1,1,0.19,0.022,0.011,0.026,<0.01,0.009,4.7,2.3,B,50.07,11.85,8.1,9.7,33.2,-,<1,0.7,0.19,0.024,0.012,0.067,<0.01,0.013,2.1,0.5
KIS,WY08,340852,1344922,WT,2004,2,13,10:10,CL,3802,10,12.8,U,2.23,10.56,8.2,8.4,32.72,0.4,-,-,-,-,-,-,-,-,-,-,B,46.4,9.75,8.2,10.5,32.68,1.2,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,2004,2,13,10:41,CL,3802,9.8,11.4,U,1.92,9.87,8.2,8.9,32.67,0.6,1,1.7,0.14,0.02,0.01,0.02,0.01,0.011,1,0.3,B,16.08,9.2,8.2,10.1,32.62,0.8,<1,2.1,0.16,0.016,0.005,0.011,<0.01,0.013,0.8,0.3
KIS,WY10,340852,1343854,WT,2004,2,9,13:58,UC,3703,9,7.5,U,2,9.01,8.2,9.5,32.36,1.5,-,-,-,-,-,-,-,-,-,-,B,9.39,9.01,8.2,10.6,32.37,2.3,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,2004,2,24,9:22,CL,3702,10.5,6,U,2.18,11.43,8.2,7.6,32.8,-,-,-,-,-,-,-,-,-,-,-,B,50.42,14.82,8.2,8.3,34.24,-,-,-,-,-,-,-,-,-,-,-
KIS,WY12,340432,1345436,WT,2004,2,25,10:55,UC,3802,11,6.8,U,1.94,10.66,8.2,8.7,32.57,-,-,-,-,-,-,-,-,-,-,-,B,49.92,14.08,8.1,8.6,34,-,-,-,-,-,-,-,-,-,-,-
KIS,WY13,340432,1344922,WT,2004,2,13,9:33,CL,3802,11,13.2,U,2.14,9.83,8.2,8.8,32.5,0.6,<1,1.6,0.17,0.015,0.01,0.024,0.03,0.01,0.3,0.2,B,46.12,10.63,8.2,11.2,32.76,1.5,<1,1.5,0.22,0.018,0.013,0.034,0.03,0.01,1.2,0.3
KIS,WY14,340432,1344408,WT,2004,2,9,10:39,UC,3805,8.7,8.6,U,2,9.2,8.3,8.7,32.47,0.7,-,-,-,-,-,-,-,-,-,-,B,32.41,9.11,8.2,11.3,32.48,4,-,-,-,-,-,-,-,-,-,-
KIS,WY15,340432,1343854,WT,2004,2,9,10:10,UC,3703,8.9,7.8,U,2,8.76,8.4,10.4,31.86,1.1,1,2.4,0.16,0.019,<0.005,<0.005,0.02,0.004,3.4,2.5,B,16.14,9.17,8.3,11.6,32.32,1.2,1,2.5,0.2,0.02,<0.005,0.013,0.07,0.005,4.6,3.1
