kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,2017,2,28,8:44,CL,3802,5.6,11,U,2.27,11.29,8,8.5,32.42,0.2,-,-,-,-,-,-,-,-,-,-,B,31,13.44,8,7.6,33.76,1.6,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,2017,2,28,9:14,CL,3802,6.7,9,U,2.37,11.05,8.1,8.7,32.31,0.3,2,2.1,0.11,0.026,<0.005,0.009,0.04,0.012,0.3,0.4,B,43,12.82,8,7.8,33.53,2.6,8,1.6,0.09,0.029,<0.005,0.022,0.02,0.013,0.1,0.6
KIS,WY03,341312,1345436,WT,2017,2,28,9:47,CL,3802,7.1,13,U,2.04,11.09,8.1,8.7,32.39,0.1,-,-,-,-,-,-,-,-,-,-,B,58,11.32,8.1,8.3,32.66,0.2,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,2017,2,28,11:01,CL,3800,10.8,11,U,2.26,11.76,8.1,8.5,32.8,0.2,2,1.9,0.09,0.023,<0.005,0.017,0.04,0.011,0.2,0.2,B,38,13.7,8,7.6,33.88,1.2,4,1.4,0.09,0.025,<0.005,0.028,0.03,0.013,0.3,0.4
KIS,WY06,340852,1345950,WT,2017,2,28,10:29,CL,3802,10.4,14,U,1.98,11.36,8.1,8.6,32.6,0.1,-,-,-,-,-,-,-,-,-,-,B,58,13.3,8,7.7,33.75,1.1,-,-,-,-,-,-,-,-,-,-
KIS,WY07,340852,1345436,WT,2017,2,16,9:31,CL,3802,10.5,19,U,1.78,11.5,8.1,8.7,32.81,0.1,1,1.6,0.17,0.019,<0.005,0.013,0.03,0.011,<0.1,0.1,B,58,13.48,8,7.5,33.83,1.1,4,1.6,0.14,0.023,<0.005,0.025,0.05,0.013,0.3,0.4
KIS,WY08,340852,1344922,WT,2017,2,22,10:15,CL,3802,11,11.3,U,2.03,11.12,8.2,9.9,32.64,0.2,-,-,-,-,-,-,-,-,-,-,B,47.51,13.38,8.2,8.8,33.73,1.5,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,2017,2,22,10:50,CL,3802,13,12.6,U,1.84,11.04,8.2,9.9,32.69,0.2,2,1.9,0.18,0.019,0.005,0.017,0.04,0.01,0.5,0.2,B,19,11.04,8.2,9.8,32.7,0.2,2,1.7,0.18,0.018,0.005,0.02,0.01,0.01,0.5,0.2
KIS,WY10,340852,1343854,WT,2017,2,22,11:25,CL,3802,15,10.5,U,1.87,9.91,8.2,10.2,32.24,0.5,-,-,-,-,-,-,-,-,-,-,B,13.86,9.93,8.2,10.2,32.29,0.4,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,2017,2,22,11:25,CL,3802,10.1,14,U,1.99,12.51,8,8.3,33.33,0.2,<1,1.6,0.1,0.019,<0.005,0.023,0.02,0.012,0.1,0.2,B,58,13.52,8,7.7,33.83,0.7,3,1.6,0.09,0.019,<0.005,0.026,0.03,0.012,0.1,0.2
