kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,1988,3,2,8:18,CL,3703,7,8.4,U,2,10.9,-,9.2,33.1,3.6,-,-,-,-,-,-,-,-,-,-,B,34.8,11.5,-,8.1,33.6,3.4,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,1988,3,2,8:47,CL,3703,7,8.6,U,2,10.1,-,9.1,33,3.6,4,2.8,0.26,0.018,0.007,0.017,0.01,0.015,-,-,B,37,11.4,-,8.5,33.6,3.8,3,2.4,0.21,0.016,0.006,0.017,0.02,0.012,-,-
KIS,WY03,341312,1345436,WT,1988,3,2,9:15,CL,3703,7,10.5,U,2,-,-,-,-,3.2,-,-,-,-,-,-,-,-,-,-,B,35,-,-,-,-,3.1,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,1988,3,2,13:20,CL,3703,10,12.3,U,2,-,-,-,-,3,2,2,0.19,0.023,0.005,0.024,0.02,0.014,-,-,B,39.9,-,-,-,-,6,2,1.7,0.17,0.017,0.006,0.022,0.03,0.012,-,-
KIS,WY06,340852,1345950,WT,1988,3,2,12:55,CL,3703,10,11,U,2,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,B,42.8,-,-,-,-,3.4,-,-,-,-,-,-,-,-,-,-
KIS,WY07,340852,1345436,WT,1988,3,2,11:14,CL,3505,9,12,U,2,10.4,-,9.1,33,3.7,3,1.6,0.16,0.013,<0.005,0.021,0.03,0.011,-,-,B,38.3,10.5,-,7.9,33.8,3.6,3,2.4,0.12,0.013,<0.005,0.017,0.03,0.011,-,-
KIS,WY08,340852,1344922,WT,1988,3,4,9:25,CL,3502,3,9.8,U,2,-,-,-,-,2.8,-,-,-,-,-,-,-,-,-,-,B,37.5,-,-,-,-,3.4,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,1988,3,4,9:55,CL,3502,3,7.6,U,2,9.6,8.1,9.1,33.2,3.4,3,1.2,0.27,0.013,<0.005,0.017,0.02,0.011,-,-,B,17.5,10.5,8.1,8.8,33.4,4,3,1.2,0.21,0.013,0.006,0.021,0.02,0.011,-,-
KIS,WY10,340852,1343854,WT,1988,3,4,10:24,CL,3502,4,5.3,U,2,8.9,8.1,9.3,-,3.4,-,-,-,-,-,-,-,-,-,-,B,14,8.8,8.1,9.3,-,4.6,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,1988,3,2,12:20,CL,3703,10,10.5,U,2,-,-,-,-,3.1,2,1.6,0.26,0.014,0.008,0.022,0.02,0.012,-,-,B,41,-,-,-,-,2.4,1,1.6,0.23,0.012,<0.005,0.013,0.02,0.01,-,-
KIS,WY12,340432,1345436,WT,1988,3,2,11:46,CL,3505,9,12.8,U,2,11.6,-,8.6,-,3,-,-,-,-,-,-,-,-,-,-,B,35.5,12.3,-,8.3,-,3.1,-,-,-,-,-,-,-,-,-,-
KIS,WY13,340432,1344922,WT,1988,3,4,13:26,CL,3502,5,9.7,U,2,11.6,8.1,8.3,-,2.7,3,2.2,0.17,0.014,<0.005,0.019,0.02,0.012,-,-,B,40,11.5,8.1,8.3,-,3.1,3,2,0.23,0.014,0.005,0.016,0.02,0.012,-,-
KIS,WY14,340432,1344408,WT,1988,3,4,13:05,CL,3502,5,7.2,U,2,9.9,-,8.9,33.2,6,-,-,-,-,-,-,-,-,-,-,B,30,11,-,8.7,34.3,5.2,-,-,-,-,-,-,-,-,-,-
KIS,WY15,340432,1343854,WT,1988,3,4,10:52,CL,3502,4,5.5,U,2,9,8.1,9.2,-,4.6,2,2,0.22,0.014,<0.005,0.018,0.03,0.011,-,-,B,13.6,9.2,8.1,9.1,-,4.4,2,2,0.21,0.013,0.005,0.015,0.03,0.01,-,-
KIS,WY16,340012,1350504,WT,1988,3,1,9:15,CL,3505,8,11.5,U,2,11.6,-,8.2,-,3.8,2,2.8,0.23,0.014,0.005,0.018,0.03,0.012,-,-,B,31.1,11.7,-,8.3,-,4.2,3,2.8,0.28,0.019,0.006,0.022,0.03,0.01,-,-
KIS,WY17,340012,1345950,WT,1988,3,1,9:58,CL,3505,7,9.3,U,2,11,8.1,8.6,-,3.3,-,-,-,-,-,-,-,-,-,-,B,31.4,11.8,-,8.3,-,3.5,-,-,-,-,-,-,-,-,-,-
KIS,WY18,340012,1345436,WT,1988,3,3,13:30,CL,4105,6,11.2,U,2,13.1,8.1,8.2,-,0.1,3,1.6,0.15,0.012,0.006,0.015,0.02,0.009,-,-,B,35,13.2,8.1,8.1,-,0.1,3,1.5,0.14,0.014,<0.005,0.014,0.02,0.009,-,-
KIS,WY19,340012,1344922,WT,1988,3,4,13:54,CL,3505,4,9.4,U,2,-,-,-,-,2.7,-,-,-,-,-,-,-,-,-,-,B,30.8,-,-,-,-,2.6,-,-,-,-,-,-,-,-,-,-
KIS,WY20,340012,1344408,WT,1988,3,4,11:40,CL,3502,5,6.3,U,2,-,-,-,-,3.6,-,-,-,-,-,-,-,-,-,-,B,34.5,-,-,-,-,3.5,-,-,-,-,-,-,-,-,-,-
KIS,WY21,335552,1345950,WT,1988,3,3,9:35,CL,4105,7,11.3,U,2,12.2,-,8.3,33.8,3.2,2,1.6,0.15,0.019,0.007,0.016,0.03,0.009,-,-,B,24.4,12.1,-,8.2,33.9,3,2,1.3,0.13,0.018,<0.005,0.013,0.02,0.015,-,-
KIS,WY22,335552,1345436,WT,1988,3,3,13:00,CL,4105,6,10.3,U,2,12.3,8.1,8.1,-,2.4,-,-,-,-,-,-,-,-,-,-,B,25.4,12.2,8.1,8.1,-,3.1,-,-,-,-,-,-,-,-,-,-
KIS,WY23,335552,1344922,WT,1988,3,3,12:27,CL,4105,7,10,U,2,11.1,-,8.7,33.4,2,2,1.3,0.15,0.031,<0.005,0.015,0.01,0.013,-,-,B,23.5,11.2,-,8.5,33.8,3,1,1.3,0.19,0.055,0.005,0.013,0.01,0.011,-,-
KIS,WY24,335552,1344408,WT,1988,3,3,12:05,CL,4105,7,6,U,2,9.9,8.1,9.1,33,2,-,-,-,-,-,-,-,-,-,-,B,17,10,8.1,9,33.2,4.2,-,-,-,-,-,-,-,-,-,-
KIS,WY26,335132,1345950,WT,1988,3,3,10:00,CL,4105,6,11.8,U,2,14.1,8.1,7.9,34.2,2.5,-,-,-,-,-,-,-,-,-,-,B,20.7,14.1,8.1,7.9,34.4,2.5,-,-,-,-,-,-,-,-,-,-
KIS,WY27,335132,1345436,WT,1988,3,3,10:30,CL,4105,6,12,U,2,14.9,8.1,-,-,3,2,1.3,0.17,0.046,0.005,0.013,0.02,0.013,-,-,B,30.4,14.6,8.1,7.8,-,3,1,1.3,0.16,0.026,<0.005,0.009,0.02,0.01,-,-
KIS,WY28,335132,1344922,WT,1988,3,3,11:57,CL,4105,6,10.5,U,2,-,-,-,-,2.8,-,-,-,-,-,-,-,-,-,-,B,35,-,-,-,-,2.1,-,-,-,-,-,-,-,-,-,-
KIS,WY35,340012,1343854,WT,1988,3,4,11:15,CL,3502,4,5.9,U,2,8.8,8.2,9.5,32.1,3.4,-,-,-,-,-,-,-,-,-,-,B,11.7,9.1,8.2,9.2,33,3.8,-,-,-,-,-,-,-,-,-,-
KIS,WY36,335132,1344408,WT,1988,3,3,11:33,CL,4105,6,7.3,U,2,9.4,8.1,9.2,32.7,3.2,3,1.7,0.24,0.042,0.005,0.019,0.03,0.012,-,-,B,27.2,9.1,8.1,9.1,32.8,3,2,3,0.22,0.036,<0.005,0.011,0.03,0.01,-,-
OSK,KB01,343642,1351532,WT,1988,3,2,15:50,UC,3304,10,1.2,U,2,8.6,8.1,11.8,30.96,2.1,5,3.3,0.52,0.029,-,-,-,-,-,-,B,17.3,8.8,8,9.4,32,2.8,3,2,0.28,0.025,-,-,-,-,-,-
OSK,KB02,343222,1351532,WT,1988,3,3,11:37,UC,3106,7,1.7,U,2,8.3,8.2,11.4,31.1,1.8,-,-,-,-,-,-,-,-,-,-,B,17.9,8.6,8,9.6,31.9,3.5,-,-,-,-,-,-,-,-,-,-
OSK,KB03,342902,1351532,WT,1988,2,27,10:29,RN,3304,5,1.8,U,2,8.3,8,10.3,31.53,4,5,2.3,0.39,0.021,-,-,-,-,-,-,B,16,8.6,-,9.2,31.93,4.5,4,1.9,0.28,0.027,-,-,-,-,-,-
