kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY12,340432,1345436,WT,2015,2,16,10:29,CL,4105,8.6,12,U,1.96,12.11,-,8.58,33.47,0.1,-,-,-,-,-,-,-,-,-,-,B,58,13.52,-,7.82,34.04,1.4,-,-,-,-,-,-,-,-,-,-
KIS,WY13,340432,1344922,WT,2015,2,2,9:40,UC,3702,8,9.77,U,2.03,11.38,8.2,8.84,32.99,0.32,1,1.2,0.15,0.016,0.011,0.032,<0.01,0.012,0.3,0.6,B,50.37,12.01,8.2,8.43,33.27,1.72,3,1.6,0.2,0.018,0.01,0.033,<0.01,0.014,0.3,0.6
KIS,WY14,340432,1344408,WT,2015,2,2,9:00,UC,3702,8,9.15,U,2.07,10.96,8.19,8.88,32.81,0.46,-,-,-,-,-,-,-,-,-,-,B,37.54,10.97,8.2,8.84,32.84,0.48,-,-,-,-,-,-,-,-,-,-
KIS,WY15,340432,1343854,WT,2015,2,24,13:20,UC,3703,11,7.22,U,2.11,9.76,8.19,9.72,32.04,0.48,2,1.3,0.23,0.031,<0.005,0.014,<0.01,0.005,2.3,1.6,B,20.34,9.87,8.18,9.59,32.24,0.7,2,1.3,0.17,0.018,0.006,0.025,<0.01,0.007,1.6,1.5
KIS,WY16,340012,1350504,WT,2015,2,17,11:44,UC,3802,12.2,7,U,1.84,13.39,7.87,8.01,34.11,0.2,1,0.9,0.1,0.015,0.009,0.05,0.01,0.01,0.3,0.6,B,31,13.13,7.83,8.21,34.05,0.1,1,0.9,0.1,0.014,0.01,0.042,<0.01,0.009,0.4,0.6
KIS,WY17,340012,1345950,WT,2015,2,17,9:30,UC,4105,9.4,16,U,1.95,13.1,7.92,8.04,33.94,0.1,-,-,-,-,-,-,-,-,-,-,B,63,13.7,7.73,7.64,34.14,0.2,-,-,-,-,-,-,-,-,-,-
KIS,WY18,340012,1345436,WT,2015,2,16,11:01,CL,4105,9,12,U,1.95,12.53,8.14,8.48,33.64,0.1,1,1.4,0.11,0.013,0.005,0.028,<0.01,0.008,0.2,0.7,B,61,12.59,8.11,8.48,33.79,0.1,<1,1.3,0.15,0.015,0.01,0.036,<0.01,0.009,0.2,0.7
KIS,WY19,340012,1344922,WT,2015,2,24,9:20,UC,3703,11,13,U,2,10.65,8.17,8.68,32.6,0.3,-,-,-,-,-,-,-,-,-,-,B,50.23,14.9,8.15,7.12,34.4,1.46,-,-,-,-,-,-,-,-,-,-
KIS,WY20,340012,1344408,WT,2015,2,24,8:40,UC,3703,10,9.42,U,2.41,10.04,8.19,9.47,32.31,0.32,1,1.3,0.18,0.016,0.006,0.028,<0.01,0.008,0.4,1.1,B,41.34,11.36,8.18,8.69,33.02,2.46,3,1.6,0.2,0.025,0.008,0.04,<0.01,0.016,0.3,0.7
KIS,WY21,335552,1345950,WT,2015,2,17,10:07,UC,3805,10.1,15,U,1.9,13.91,7.92,8.04,34.17,0.1,1,0.9,0.1,0.012,0.006,0.041,<0.01,0.008,0.2,0.6,B,53,13.94,7.8,8.14,34.17,0.1,1,0.8,0.1,0.013,0.006,0.041,<0.01,0.009,0.2,0.5
KIS,WY22,335552,1345436,WT,2015,2,16,11:38,CL,4105,8.7,17,U,1.96,13.17,-,8.28,33.88,0.1,-,-,-,-,-,-,-,-,-,-,B,63,14.91,-,7.87,34.44,0.1,-,-,-,-,-,-,-,-,-,-
KIS,WY23,335552,1344922,WT,2015,2,24,9:55,UC,3703,11,13.3,U,2.06,10.96,8.16,9.31,32.76,0.34,2,1.4,0.17,0.022,0.009,0.035,<0.01,0.009,0.2,0.5,B,50.49,14.14,8.14,7.42,34.08,1.1,2,1.1,0.14,0.015,0.007,0.041,<0.01,0.009,0.2,0.4
KIS,WY24,335552,1344408,WT,2015,2,24,12:00,UC,3703,11,11.51,U,2.14,10.67,8.18,9.22,32.57,0.32,-,-,-,-,-,-,-,-,-,-,B,42.46,11.59,8.18,8.82,32.99,1.76,-,-,-,-,-,-,-,-,-,-
KIS,WY26,335132,1345950,WT,2015,2,17,10:45,UC,4105,10.3,16,U,1.99,16.04,7.97,7.7,34.8,0.1,-,-,-,-,-,-,-,-,-,-,B,51,16.07,7.84,7.64,34.82,0.1,-,-,-,-,-,-,-,-,-,-
KIS,WY27,335132,1345436,WT,2015,2,16,12:13,CL,4105,9.1,15,U,2,14.61,8.12,7.84,34.34,0.1,<1,1.2,0.09,0.013,<0.005,0.042,<0.01,0.009,0.3,0.8,B,58,15.94,8.1,7.14,34.79,0.1,1,1,0.1,0.016,<0.005,0.078,<0.01,0.012,0.3,0.6
KIS,WY28,335132,1344922,WT,2015,2,24,10:35,UC,3703,11,12.93,U,2.08,11.29,8.16,9.03,32.92,0.26,-,-,-,-,-,-,-,-,-,-,B,50.21,12.24,8.16,8.28,33.31,2.98,-,-,-,-,-,-,-,-,-,-
KIS,WY35,340012,1343854,WT,2015,2,24,12:45,UC,3703,11,6.13,U,2.09,9.93,8.19,9.66,32.03,0.52,-,-,-,-,-,-,-,-,-,-,B,23.67,10.3,8.18,9.56,32.43,0.6,-,-,-,-,-,-,-,-,-,-
KIS,WY36,335132,1344408,WT,2015,2,24,11:15,UC,3703,11,10.39,U,1.91,10.98,8.18,9.39,32.61,0.32,2,1.4,0.14,0.013,<0.005,0.015,<0.01,0.006,0.9,0.2,B,37.59,12.9,8.15,8.28,33.53,1.46,3,1.2,0.15,0.017,0.005,0.036,<0.01,0.008,0.8,0.2
OSK,KB01,343642,1351532,WT,2015,2,17,14:25,CL,3703,6,5,U,2,9.26,8.43,11.01,28.16,0.58,1,2,0.41,0.026,0.012,0.136,0.05,0.004,0.8,1.1,B,17.5,9.64,8.19,9.25,31.88,1.57,3,1.2,0.17,0.024,0.006,0.034,0.02,0.009,1,1.7
OSK,KB02,343222,1351532,WT,2015,2,18,12:18,CL,3304,6,5.5,U,2.1,9.28,8.26,9.81,31.18,0.63,-,-,-,-,-,-,-,-,-,-,B,17.1,9.69,8.18,9.23,31.89,1.18,-,-,-,-,-,-,-,-,-,-
OSK,KB03,342902,1351532,WT,2015,2,17,12:40,CL,3106,6.5,7.5,U,2,9.37,8.32,10.3,31.26,0.35,1,1.7,0.2,0.019,<0.005,0.014,0.02,0.003,0.7,1.4,B,17.9,9.63,8.19,9.18,31.85,0.95,2,1.5,0.16,0.023,0.005,0.029,0.01,0.009,2,1.9
OSK,KB05,343642,1351018,WT,2015,2,17,9:04,UC,3505,4.5,5.5,U,2,8.87,8.47,10.84,27.66,0.6,-,-,-,-,-,-,-,-,-,-,B,18,9.65,8.21,9.11,31.89,1.23,-,-,-,-,-,-,-,-,-,-
OSK,KB06,343222,1351018,WT,2015,2,17,11:57,UC,3106,5,6.5,U,2,9.17,8.24,9.71,31.46,0.42,1,2.1,0.26,0.031,<0.005,0.026,0.01,0.009,2.7,1.4,B,42.3,9.21,8.21,9.45,31.71,3.35,3,1.5,0.15,0.017,<0.005,0.023,0.01,0.009,1.4,2.7
OSK,KB07,342902,1351018,WT,2015,2,18,11:37,CL,3703,6,5.5,U,1.5,9.35,8.21,9.59,31.65,0.63,-,-,-,-,-,-,-,-,-,-,B,32.7,9.32,8.21,9.6,31.65,2.62,-,-,-,-,-,-,-,-,-,-
OSK,KB08,342342,1351018,WT,2015,2,18,10:30,CL,3805,5,7,U,2,9.61,8.24,9.53,31.62,0.58,<1,1.6,0.17,0.019,<0.005,0.017,0.01,0.005,0.4,1.1,B,15.6,10.03,8.21,9.15,31.94,1.17,1,1.4,0.2,0.026,<0.005,0.025,0.01,0.009,1.1,1.9
OSK,KB09,343642,1350504,WT,2015,2,17,9:32,UC,3505,4,4.5,U,2.1,8.9,8.46,10.72,29.64,0.47,1,2.3,0.23,0.016,0.005,0.052,0.01,<0.003,6.4,2.3,B,27.4,9.5,8.23,9.33,31.78,1.42,1,1.4,0.17,0.023,0.005,0.028,0.01,0.01,1.3,1.9
OSK,KB10,343222,1350504,WT,2015,2,18,13:19,CL,3304,4.5,7,U,1.8,9.45,8.21,9.58,31.71,0.8,-,-,-,-,-,-,-,-,-,-,B,41.5,9.68,8.2,9.37,31.85,7.21,-,-,-,-,-,-,-,-,-,-
OSK,KB11,342802,1350504,WT,2015,2,17,11:09,UC,3106,5.5,7.5,U,2.1,9.42,8.29,9.82,31.55,0.22,1,1.4,0.14,0.016,<0.005,0.009,0.01,0.003,0.9,1.5,B,41.2,9.63,8.22,9.34,31.87,2.63,3,1.4,0.15,0.023,0.006,0.028,0.01,0.01,1.1,2.7
OSK,KB12,342342,1350504,WT,2015,2,18,14:11,CL,3703,6,7,U,2.2,9.48,8.23,9.68,31.64,0.42,-,-,-,-,-,-,-,-,-,-,B,37.8,11.11,8.19,8.76,32.54,5.57,-,-,-,-,-,-,-,-,-,-
OSK,KB13,341922,1350504,WT,2015,2,2,9:03,CL,3502,9.4,7,U,1.73,10.98,8.07,8.64,32.57,0.3,2,1.5,0.13,0.009,0.008,0.028,0.01,0.01,0.2,0.6,B,48,11.93,7.86,8.36,33.14,0.4,2,1.5,0.11,0.009,0.011,0.038,<0.01,0.011,0.2,0.5
OSK,KB14,342802,1345950,WT,2015,2,17,10:32,UC,3703,5.5,10,U,2,9.67,8.24,9.38,31.89,0.25,-,-,-,-,-,-,-,-,-,-,B,54.9,10.79,8.22,8.92,32.44,2.35,-,-,-,-,-,-,-,-,-,-
OSK,KB15,342342,1345950,WT,2015,2,2,9:50,CL,3702,7.4,9,U,1.98,9.93,8.07,9.07,32.05,0.1,1,1.8,0.11,0.009,0.006,0.02,0.02,0.008,0.2,0.4,B,38,11.33,7.74,8.62,32.8,2.9,7,1.7,0.12,0.008,0.009,0.03,0.02,0.011,0.4,1.8
OSK,KB16,341922,1345950,WT,2015,2,2,10:28,CL,3802,8.4,7,U,1.93,11.58,8.03,8.47,32.99,0.8,-,-,-,-,-,-,-,-,-,-,B,58,11.54,8.03,8.57,32.98,1.9,-,-,-,-,-,-,-,-,-,-
OSK,KB54,344012,1352046,WT,2015,2,17,15:01,CL,3505,6,6,U,2,9.43,8.37,10.62,27.68,0.75,1,2.6,0.16,0.024,0.006,0.102,0.03,0.01,0.5,1,B,11.7,9.83,8.13,8.21,31.7,1.32,2,1.6,0.15,0.024,<0.005,0.019,0.05,0.006,0.9,2.3
OSK,KB55,343642,1352046,WT,2015,2,17,13:51,CL,3106,8,5,U,2.2,9.54,8.33,10.18,29.35,0.83,-,-,-,-,-,-,-,-,-,-,B,14.9,9.63,8.16,8.88,31.85,3.27,-,-,-,-,-,-,-,-,-,-
OSK,KB56,343222,1352046,WT,2015,2,17,13:17,CL,3703,8,7.5,U,2,9.45,8.33,10.25,30.74,0.35,<1,2,0.14,0.019,<0.005,0.026,0.03,<0.003,0.5,1,B,14,9.94,8.16,8.65,31.95,0.93,1,1.6,0.16,0.025,0.006,0.033,0.02,0.01,1,2.2
OSK,KB57,344012,1351532,WT,2015,2,18,15:58,CL,3703,7,5.5,U,2.2,9.7,8.16,8.67,31.51,1.2,-,-,-,-,-,-,-,-,-,-,B,13.1,9.73,8.14,9.52,31.72,1.67,-,-,-,-,-,-,-,-,-,-
OSK,KB58,342342,1345436,WT,2015,2,18,10:26,CL,3703,11,7,U,1.96,10.12,7.99,9.14,32.27,0.1,-,-,-,-,-,-,-,-,-,-,B,27,11.09,7.8,8.79,32.76,0.7,-,-,-,-,-,-,-,-,-,-
OSK,KB59,341922,1345556,WT,2015,2,18,9:49,CL,3802,9.1,9,U,2,11.12,8.04,8.7,32.78,0.2,1,1.4,0.11,0.013,0.011,0.044,<0.01,0.008,0.4,0.6,B,33,12.02,7.87,8.44,33.23,0.9,4,1.4,0.15,0.019,0.009,0.045,<0.01,0.009,0.4,1.3
HAR,KB17,343642,1345436,WT,2015,2,19,15:17,CL,3304,7,4,U,2.1,8.57,8.24,9.88,31.51,1.53,2,1.7,0.15,0.02,<0.005,0.013,0.01,0.009,1.9,2.2,B,37.4,8.52,8.23,9.91,31.5,1.77,2,1.5,0.15,0.023,<0.005,0.01,<0.01,0.008,2.1,2
HAR,KB18,343642,1344922,WT,2015,2,2,9:54,CL,3304,3,4.5,U,2.1,8.6,8.17,9.68,31.57,1.52,-,-,-,-,-,-,-,-,-,-,B,29.5,8.59,8.16,9.69,31.58,1.57,-,-,-,-,-,-,-,-,-,-
HAR,KB19,343222,1344922,WT,2015,2,2,14:35,CL,3106,9,5.5,U,2,8.75,8.19,9.72,31.56,0.92,2,1.7,0.17,0.024,<0.005,<0.005,0.02,0.012,1.9,1.3,B,44.4,9.05,8.18,9.52,31.66,2.82,3,1.5,0.17,0.027,<0.005,0.005,0.02,0.011,1,2.6
HAR,KB20,344452,1344408,WT,2015,2,24,9:12,CL,3703,4,4,U,2,8.63,8.27,10.28,31.28,1.03,2,1.9,0.16,0.023,<0.005,0.005,0.01,<0.003,4.3,2,B,11,8.48,8.24,10.25,31.45,1.47,3,1.9,0.16,0.025,<0.005,<0.005,0.01,<0.003,4.7,2.4
HAR,KB21,344102,1344408,WT,2015,2,25,9:08,UC,3703,4,6,U,2.1,8.77,8.21,10.2,31.19,0.57,-,-,-,-,-,-,-,-,-,-,B,21.1,8.57,8.17,9.76,31.61,0.62,-,-,-,-,-,-,-,-,-,-
HAR,KB22,343642,1344408,WT,2015,2,2,10:33,CL,3703,3,5.5,U,2.1,8.39,8.17,9.72,31.59,1.72,2,1.7,0.14,0.018,<0.005,<0.005,0.02,0.011,1.1,1.5,B,26.2,8.28,8.16,9.75,31.61,0.67,1,1.5,0.16,0.022,<0.005,<0.005,0.01,0.009,0.7,1.3
HAR,KB23,343222,1344408,WT,2015,2,2,14:01,CL,3304,8.5,5,U,2.1,8.87,8.19,9.71,31.59,0.97,-,-,-,-,-,-,-,-,-,-,B,26.6,8.83,8.18,9.68,31.61,1.42,-,-,-,-,-,-,-,-,-,-
HAR,KB24,342802,1344408,WT,2015,2,19,10:34,CL,3504,4,4.5,U,2,8.69,8.21,9.71,31.56,1.3,2,1.6,0.25,0.039,<0.005,0.019,0.01,0.01,1.4,2,B,31.5,8.67,8.2,9.68,31.58,2.25,3,1.6,0.15,0.026,<0.005,0.02,0.01,0.01,1.5,2.4
HAR,KB25,342342,1344408,WT,2015,3,3,9:55,UC,3703,12,6.15,U,2.05,8.91,8.22,9.45,31.59,0.56,-,-,-,-,-,-,-,-,-,-,B,24.95,8.767,8.22,10,31.598,1.48,-,-,-,-,-,-,-,-,-,-
HAR,KB26,344452,1343854,WT,2015,2,24,9:49,CL,3505,4,3.5,U,2,9.1,8.28,10.4,30.93,1.28,-,-,-,-,-,-,-,-,-,-,B,12.1,8.47,8.23,10.64,31.51,2.2,-,-,-,-,-,-,-,-,-,-
HAR,KB27,344102,1343854,WT,2015,2,25,9:51,UC,3505,4.5,7,U,2.1,8.75,8.19,10.11,31.29,0.48,1,1.6,0.16,0.022,<0.005,<0.005,<0.01,<0.003,2.1,1.2,B,23.8,8.66,8.15,9.74,31.6,0.58,1,1.4,0.17,0.026,<0.005,0.009,0.01,0.004,1.9,1.4
HAR,KB28,343642,1343854,WT,2015,2,2,11:06,CL,3304,3.5,7.5,U,2,8.23,8.2,10.08,31.5,0.5,-,-,-,-,-,-,-,-,-,-,B,33.5,8.42,8.16,9.74,31.67,0.98,-,-,-,-,-,-,-,-,-,-
HAR,KB29,343222,1343854,WT,2015,2,2,13:29,CL,3304,8,7,U,2,8.54,8.18,9.79,31.58,0.53,1,1.9,0.16,0.025,<0.005,<0.005,0.03,0.016,1,1.3,B,26.6,8.29,8.17,9.86,31.63,5.57,8,1.6,0.15,0.024,<0.005,<0.005,0.01,0.009,0.9,2.3
HAR,KB30,342802,1343854,WT,2015,2,19,11:12,CL,3304,5,7,U,2,8.57,8.21,9.79,31.6,0.53,-,-,-,-,-,-,-,-,-,-,B,29.5,8.55,8.2,9.71,31.67,0.93,-,-,-,-,-,-,-,-,-,-
HAR,KB31,342342,1343854,WT,2015,3,3,10:20,UC,3703,12,5.86,U,1.93,8.84,8.21,9.59,31.7,0.72,3,1.9,0.16,0.021,<0.005,0.015,0.05,0.013,0.6,0.6,B,31,9.28,8.2,9.73,31.98,1.74,4,1.7,0.16,0.022,<0.005,0.033,<0.01,0.016,0.6,0.6
HAR,KB32,341922,1343854,WT,2015,3,3,9:10,UC,3703,11,7.8,U,2.02,8.72,8.22,9.42,31.54,0.58,-,-,-,-,-,-,-,-,-,-,B,34.62,9.35,8.22,9.72,32.05,10.28,-,-,-,-,-,-,-,-,-,-
HAR,KB33,344452,1343340,WT,2015,2,24,10:21,CL,3106,4.5,3.5,U,2,8.53,8.28,10.53,31.15,1.47,3,2.3,0.16,0.025,<0.005,<0.005,0.01,<0.003,7.1,3,B,11.7,8.4,8.22,10.76,31.43,2.2,3,2.1,0.15,0.024,<0.005,<0.005,<0.01,0.003,6.8,2.8
HAR,KB34,344102,1343340,WT,2015,2,25,10:35,UC,3703,5,7,U,2,8.68,8.18,9.96,31.36,0.53,-,-,-,-,-,-,-,-,-,-,B,28.8,8.71,8.15,9.58,31.65,0.58,-,-,-,-,-,-,-,-,-,-
HAR,KB35,343642,1343340,WT,2015,2,2,11:38,CL,3802,4,10.5,U,2.2,8.57,8.17,9.66,31.72,0.27,1,1.5,0.18,0.023,<0.005,<0.005,0.01,0.009,0.5,0.9,B,38,8.55,8.16,9.62,31.73,0.28,1,1.4,0.14,0.023,<0.005,<0.005,0.01,0.01,0.4,0.9
HAR,KB36,343222,1343340,WT,2015,2,2,13:00,CL,3802,7,10,U,2,8.58,8.17,9.69,31.75,0.32,-,-,-,-,-,-,-,-,-,-,B,39.5,8.54,8.17,9.64,31.76,0.65,-,-,-,-,-,-,-,-,-,-
HAR,KB37,342802,1343340,WT,2015,2,19,11:46,CL,3304,4.5,10,U,2,8.82,8.2,9.62,31.83,0.52,<1,1.5,0.14,0.021,<0.005,0.025,0.01,0.011,0.5,1.2,B,39.4,8.79,8.19,9.61,31.84,0.37,<1,1.4,0.17,0.025,<0.005,0.024,0.01,0.012,0.4,1.2
HAR,KB38,342342,1343340,WT,2015,3,3,11:00,UC,3703,12,5.83,U,2.12,9.04,8.2,9.48,31.88,1,-,-,-,-,-,-,-,-,-,-,B,39.08,9.08,8.2,9.99,32.09,0.72,-,-,-,-,-,-,-,-,-,-
HAR,KB39,341922,1343340,WT,2015,3,3,8:30,UC,3703,11,8.11,U,1.89,9.26,8.22,9.24,31.9,0.52,2,1.6,0.14,0.028,<0.005,0.008,<0.01,0.02,0.5,0.6,B,30.42,9.39,8.2,9.77,32.02,0.64,2,1.7,0.14,0.02,<0.005,0.008,<0.01,0.014,0.5,0.6
HAR,KB40,341502,1343340,WT,2015,3,3,13:30,UC,3703,10,7.73,U,2.09,8.6,8.21,9.83,31.64,0.44,-,-,-,-,-,-,-,-,-,-,B,40.99,9.26,8.2,10.04,32.03,0.9,-,-,-,-,-,-,-,-,-,-
HAR,KB41,344422,1342826,WT,2015,2,24,11:02,CL,3505,5,4,U,2,8.82,8.28,10.52,31.23,1.27,-,-,-,-,-,-,-,-,-,-,B,9.5,8.46,8.24,10.08,31.42,2.22,-,-,-,-,-,-,-,-,-,-
HAR,KB42,344102,1342826,WT,2015,2,25,11:17,CL,3703,5,6,U,2.1,8.65,8.17,10.04,31.47,0.52,1,1.8,0.12,0.018,<0.005,0.006,<0.01,0.003,2.2,1.2,B,28.1,8.55,8.14,9.68,31.58,2.33,2,1.7,0.14,0.023,<0.005,0.009,0.01,0.005,2.5,1.7
HAR,KB43,343712,1342826,WT,2015,2,25,12:01,CL,3505,6,8,U,2.1,8.67,8.16,9.85,31.61,0.3,-,-,-,-,-,-,-,-,-,-,B,35.3,8.67,8.14,9.6,31.68,0.52,-,-,-,-,-,-,-,-,-,-
HAR,KB44,343222,1342826,WT,2015,2,2,12:21,CL,3304,4,13,U,2.1,8.51,8.18,9.84,31.63,0.32,<1,1.7,0.14,0.02,<0.005,<0.005,0.01,0.008,0.4,1,B,40.3,8.77,8.15,9.53,31.79,0.98,1,1.7,0.15,0.022,<0.005,0.005,0.01,0.011,0.1,0.8
HAR,KB45,342802,1342826,WT,2015,2,19,12:25,CL,3703,5,7.5,U,2,8.86,8.21,9.59,31.85,0.6,-,-,-,-,-,-,-,-,-,-,B,40.4,8.82,8.21,9.59,31.85,0.65,-,-,-,-,-,-,-,-,-,-
HAR,KB46,342342,1342826,WT,2015,3,3,11:35,UC,3703,11,10.13,U,2.32,8.77,8.21,9.74,31.64,0.32,2,1.7,0.14,0.018,<0.005,<0.005,0.08,0.01,0.6,1.2,B,38.15,8.49,8.2,9.93,31.6,5.3,5,1.6,0.18,-,<0.005,<0.005,<0.01,-,1.2,0.6
HAR,KB47,341922,1342826,WT,2015,3,3,12:10,UC,3703,10,6.83,U,1.95,8.6,8.21,9.95,31.7,0.52,-,-,-,-,-,-,-,-,-,-,B,33.94,8.659,8.21,10.42,31.758,1.48,-,-,-,-,-,-,-,-,-,-
HAR,KB48,341502,1342826,WT,2015,3,3,12:45,UC,3703,10,5.89,U,1.9,8.43,8.23,10.24,31.58,0.66,2,1.9,0.14,0.022,<0.005,<0.005,<0.01,0.008,3.4,1.2,B,32.32,8.59,8.22,10.59,31.5,1.5,3,1.8,0.13,0.019,<0.005,<0.005,0.06,0.014,1.4,0.8
HAR,KB49,344102,1342312,WT,2015,2,24,11:42,CL,3805,4.5,3,U,2,8.46,8.29,10.59,30.95,1.4,-,-,-,-,-,-,-,-,-,-,B,11.5,8.43,8.25,10.1,31.39,2.93,-,-,-,-,-,-,-,-,-,-
HAR,KB50,343642,1342312,WT,2015,2,24,12:20,CL,3805,5,7.5,U,2.1,8.41,8.25,10.03,31.48,0.45,1,1.8,0.42,0.035,<0.005,<0.005,<0.01,0.004,1,1.1,B,32.8,8.34,8.23,9.65,31.56,1.55,2,1.6,0.2,0.021,<0.005,0.005,0.01,0.007,2.1,2
HAR,KB51,343222,1342312,WT,2015,2,24,13:02,CL,3703,6,10,U,2.1,8.59,8.24,10.01,31.53,0.3,-,-,-,-,-,-,-,-,-,-,B,28.7,8.25,8.22,9.76,31.63,0.58,-,-,-,-,-,-,-,-,-,-
HAR,KB52,342802,1342312,WT,2015,2,19,13:01,CL,3805,5,8.5,U,2.1,8.4,8.23,9.98,31.6,0.35,<1,1.4,0.2,0.015,<0.005,0.009,0.01,0.008,0.8,1,B,31.6,8.08,8.23,9.95,31.68,0.83,1,1.4,0.2,0.022,<0.005,0.007,0.01,0.009,2.1,1
HAR,KB60,344102,1344922,WT,2015,2,25,14:11,CL,3304,8,5.5,U,2,8.8,8.17,9.97,31.35,1.05,1,1.6,0.16,0.024,<0.005,0.007,0.01,0.004,1.6,1.8,B,15.1,8.63,8.16,9.87,31.44,1.07,1,1.5,0.15,0.019,<0.005,0.005,<0.01,0.003,1.8,2
BS1,SD01,342445,1332539,WT,2015,2,24,13:19,UC,3805,10,5.05,U,2,9.12,8.279,9.875,32.084,1.236,-,-,-,-,-,-,-,-,-,-,B,10,9.118,8.252,9.523,32.404,1.62,-,-,-,-,-,-,-,-,-,-
BS1,SD02,342552,1332951,WT,2015,2,24,10:38,CL,3703,9,3.48,U,2,8.928,8.235,9.531,32.128,2.344,2,1.8,0.14,0.019,0.005,0.005,0.01,0.006,4.2,1.3,B,11,8.961,8.219,9.373,32.245,3.878,2,1.8,0.17,0.018,0.005,0.005,0.01,0.007,4.1,1.1
BS1,SD03,342132,1332951,WT,2015,2,26,9:41,RN,3805,8,5.7,U,2,9.314,8.195,9.307,32.448,1.108,-,-,-,-,-,-,-,-,-,-,B,21.9,9.201,8.188,9.283,32.467,1.023,-,-,-,-,-,-,-,-,-,-
BS1,SD04,342552,1333505,WT,2015,2,24,9:58,CL,3703,8,3.3,U,2,8.643,8.253,9.643,31.73,3.75,-,-,-,-,-,-,-,-,-,-,B,8.9,8.824,8.231,9.367,32.197,9.667,-,-,-,-,-,-,-,-,-,-
