kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,2003,2,17,13:52,CL,3502,13,8.8,U,1.91,9.42,8.2,9.1,33.01,0.9,-,-,-,-,-,-,-,-,-,-,B,33.38,8.93,8.2,9.1,33.06,2.9,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,2003,2,17,13:18,CL,3502,12.5,8.4,U,1.94,8.97,8.3,9.5,33.05,1.3,1,1.8,0.19,0.012,0.005,0.031,0.02,0.008,1,0.8,B,48.7,9.35,8.3,9.2,33.18,6.9,3,1.2,0.18,0.015,0.005,0.038,0.02,0.012,2.1,1
KIS,WY03,341312,1345436,WT,2003,2,17,12:41,CL,3805,12.1,14.6,U,2.03,9.48,8.2,9.3,33.09,0.4,-,-,-,-,-,-,-,-,-,-,B,50.34,12.17,8.2,8.5,33.82,1.8,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,2003,2,18,8:24,UC,3702,6.3,6.8,U,2.03,9.66,8.2,8.8,33.24,1.5,2,1.7,0.22,0.03,0.005,0.09,0.04,0.023,1.2,0.8,B,41.43,10.16,8.2,8.4,33.35,5.3,4,1.3,0.28,0.02,0.006,0.055,0.03,0.019,1.4,0.8
KIS,WY06,340852,1345950,WT,2003,2,19,8:30,CL,3805,9.5,9,U,2.12,8.94,8.2,9.2,33.08,0.8,-,-,-,-,-,-,-,-,-,-,B,50.29,9.32,8.2,8.9,33.17,2,-,-,-,-,-,-,-,-,-,-
KIS,WY07,340852,1345436,WT,2003,2,19,9:53,CL,3805,12,13.6,U,2.09,9.01,8.2,9.3,33.08,0.6,1,1.4,0.24,0.03,<0.005,0.025,0.03,0.007,0.8,0.6,B,50.58,11.43,8.2,8.2,33.72,2,2,0.8,0.22,0.012,<0.005,0.043,0.03,0.008,0.8,0.6
KIS,WY08,340852,1344922,WT,2003,2,13,11:01,CL,3703,4.7,15.2,U,2.29,9.7,8.3,9,33.44,0.4,-,-,-,-,-,-,-,-,-,-,B,45.4,10.02,8.3,10.1,33.65,0.4,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,2003,2,13,11:56,CL,3703,6.2,13.1,U,2.44,9.66,8.2,9,33.53,0.3,<1,1.4,0.15,0.018,0.006,0.02,0.02,0.008,0.5,1.3,B,15.44,9.47,8.2,9.7,33.57,0.5,<1,1.5,0.2,0.02,0.007,0.019,0.03,0.008,0.8,0.9
KIS,WY10,340852,1343854,WT,2003,2,13,14:35,CL,3702,7.7,2.6,U,2.35,8.92,8.3,9.4,33.65,1.4,-,-,-,-,-,-,-,-,-,-,B,10.51,8.9,8.3,9.8,33.65,1.3,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,2003,2,18,9:12,UC,4105,10,16.6,U,2.18,9.11,8.2,9.1,33.12,0.4,1,1.2,0.12,0.03,0.006,0.027,0.04,0.013,0.4,0.2,B,50.37,12.16,8.2,7.9,33.9,1.3,1,1,0.14,0.012,0.006,0.025,0.02,0.011,0.7,0.7
KIS,WY12,340432,1345436,WT,2003,2,19,9:18,CL,4105,11,15,U,2,10.03,8.2,9,33.35,0.4,-,-,-,-,-,-,-,-,-,-,B,50.14,13.42,8.2,7.8,34.28,1.1,-,-,-,-,-,-,-,-,-,-
KIS,WY13,340432,1344922,WT,2003,2,13,10:15,CL,3703,6.8,14.1,U,2.18,9.58,8.3,8.9,33.46,0.4,<1,1.6,0.18,0.018,0.008,0.027,0.02,0.011,0.5,0.8,B,46.59,9.96,8.3,10,33.75,1,<1,1.8,0.27,0.019,0.008,0.03,0.04,0.01,0.3,0.3
