kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,2016,2,23,8:41,UC,3805,8.6,7,U,2,12.31,8.13,8.36,32.61,0.5,-,-,-,-,-,-,-,-,-,-,B,32.49,14.09,8.08,7.75,33.67,1,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,2016,2,23,9:12,UC,3805,8.8,8,U,1.98,12.27,8.14,8.27,32.68,0.6,1,1.5,0.27,0.015,0.009,0.036,0.01,0.011,0.6,0.6,B,47.81,15.17,8.07,6.63,34.17,2.8,6,1.2,0.28,0.017,0.009,0.09,<0.01,0.017,0.3,1.1
KIS,WY03,341312,1345436,WT,2016,2,23,9:49,UC,3702,9,11,U,2,12.09,8.13,8.45,32.55,0.3,-,-,-,-,-,-,-,-,-,-,B,60.01,13.88,8.09,7.67,33.58,1.8,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,2016,2,23,10:51,UC,3805,13.1,10,U,1.99,12.88,8.15,8.26,32.99,0.4,1,1.5,0.28,0.011,0.01,0.039,0.01,0.009,0.7,0.8,B,40.49,15.25,8.05,6.82,34.12,2,5,1.2,0.25,0.019,0.008,0.08,<0.01,0.015,0.4,0.7
KIS,WY06,340852,1345950,WT,2016,2,19,9:07,CL,3805,10.3,10,U,1.99,12.18,8.17,8.59,32.61,0.4,-,-,-,-,-,-,-,-,-,-,B,63.21,14.42,8.15,7.85,33.88,0.9,-,-,-,-,-,-,-,-,-,-
KIS,WY07,340852,1345436,WT,2016,2,18,9:20,CL,3805,8.9,15,U,1.74,12.14,8.14,8.47,32.72,0.3,<1,1.3,0.23,0.011,0.007,0.026,0.01,0.009,0.2,0.4,B,60.7,14.61,8.12,7.77,33.98,1,2,1.1,0.2,0.012,0.011,0.024,0.01,0.008,0.8,0.7
KIS,WY08,340852,1344922,WT,2016,2,18,10:15,CL,3702,10,12.8,U,1.88,11.89,8.38,8.7,32.72,0.1,-,-,-,-,-,-,-,-,-,-,B,50.22,14.39,8.34,8.29,34.01,1.4,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,2016,2,18,10:55,CL,3302,13,10.1,U,1.94,11.01,8.37,9.13,32.47,0.3,2,1.6,0.15,0.018,0.005,0.015,0.04,0.011,0.7,1.3,B,18.36,11.01,8.35,9.56,32.51,1.3,1,1.5,0.14,0.018,0.005,0.015,0.01,0.01,0.8,1.6
KIS,WY10,340852,1343854,WT,2016,2,18,13:30,CL,3302,15,8.3,U,2.26,10.91,8.4,9.17,32.37,1,-,-,-,-,-,-,-,-,-,-,B,15.3,10.89,8.38,9.75,32.43,0.8,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,2016,2,19,9:40,CL,4105,10.5,14,U,1.97,12.78,8.16,8.48,33.16,0.2,<1,1.2,0.23,0.013,0.007,0.023,0.01,0.008,0.5,0.8,B,59.82,15.1,8.13,7.47,34.04,0.7,1,1.2,0.25,0.014,0.009,0.039,0.01,0.01,0.5,0.7
KIS,WY12,340432,1345436,WT,2016,2,18,9:57,CL,3805,10.5,16,U,1.98,12.25,8.15,8.5,32.87,0.2,-,-,-,-,-,-,-,-,-,-,B,60.52,14.18,8.13,7.71,33.81,1.1,-,-,-,-,-,-,-,-,-,-
KIS,WY13,340432,1344922,WT,2016,2,18,9:35,CL,3702,8,12.7,U,1.87,12.12,8.39,8.62,32.94,0.2,<1,1.6,0.14,0.016,0.008,0.021,0.02,0.01,0.2,0.7,B,50.29,13.9,8.37,8.2,33.77,2.7,3,1.4,0.14,0.019,0.009,0.023,0.03,0.009,0.3,0.7
KIS,WY14,340432,1344408,WT,2016,2,18,9:00,CL,3502,6,6.8,U,2.05,11.11,8.48,9.25,32.24,0.4,-,-,-,-,-,-,-,-,-,-,B,37.24,12.38,8.59,8.95,33.04,2.6,-,-,-,-,-,-,-,-,-,-
KIS,WY15,340432,1343854,WT,2016,2,18,14:00,CL,3302,12,6.5,U,2.04,11.47,8.38,9.27,32.15,0.4,1,1.6,0.15,0.016,<0.005,0.008,0.02,0.011,2.3,5.5,B,20.92,12.37,8.34,9.07,32.99,1.1,2,1.4,0.13,0.017,0.006,0.014,0.02,0.007,1.2,3.1
