kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,1997,2,21,12:50,CL,3703,9,5,U,2,8.9,8.3,8.1,32.54,0.8,-,-,-,-,-,-,-,-,-,-,B,32,12.1,8.2,7.2,33.41,3.5,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,1997,2,21,12:20,CL,3703,9,6,U,2,9.2,8.3,8.1,32.31,0.7,2,1.6,-,-,-,-,-,-,-,-,B,50,12.3,8.2,7.1,33.54,4.5,1,0.9,-,-,-,-,-,-,-,-
KIS,WY03,341312,1345436,WT,1997,2,21,12:00,CL,3703,9,5,U,2,9.7,8.3,7.7,32.48,1.1,-,-,-,-,-,-,-,-,-,-,B,50,12.1,8.2,7.3,33.76,3.4,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,1997,2,21,11:30,UC,3703,8,6,U,2,9.8,8.3,7.9,32.68,0.7,3,0.8,-,-,-,-,-,-,-,-,B,41,12.2,8.2,7.3,33.84,2.6,3,0.8,-,-,-,-,-,-,-,-
KIS,WY06,340852,1345950,WT,1997,2,21,11:05,UC,4105,8,9,U,2,9.8,8.3,7.8,32.78,0.3,-,-,-,-,-,-,-,-,-,-,B,50,12.3,8.2,7.3,33.92,1.1,-,-,-,-,-,-,-,-,-,-
KIS,WY07,340852,1345436,WT,1997,2,21,10:40,UC,4105,8,9,U,2,9.7,8.3,7.9,32.38,0.2,5,0.9,1.19,0.028,0.01,0.14,0.18,0.006,-,-,B,50,12.1,8.2,7.3,33.64,0.7,3,0.9,0.79,0.018,0.01,0.14,0.09,0.004,-,-
KIS,WY08,340852,1344922,WT,1997,2,21,10:20,UC,4105,8,8,U,2,9.6,8.3,7.9,32.41,0.4,-,-,-,-,-,-,-,-,-,-,B,50,12.1,8.2,7.3,33.52,0.8,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,1997,2,21,9:40,UC,4105,8,8,U,2,9.7,8.3,7.7,32.41,0.3,2,0.9,-,-,-,-,-,-,-,-,B,20,12.3,8.2,7.4,33.72,2.6,4,0.5,-,-,-,-,-,-,-,-
KIS,WY10,340852,1343854,WT,1997,2,21,9:10,UC,4105,7,7,U,2,9.8,8.3,7.8,32.71,0.4,-,-,-,-,-,-,-,-,-,-,B,14,12.2,8.2,7.3,33.61,1.8,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,1997,2,20,14:20,CL,4105,8,8,U,2,10.2,8.3,7.7,32.86,0.9,3,1,-,-,-,-,-,-,-,-,B,50,12.1,8.2,7.1,33.87,1.2,2,0.9,-,-,-,-,-,-,-,-
