kai,stn,lat,lon,se,year,mon,day,time,We,Wc,Ta,Tr,Lay,Dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo,Lay,dep,Tem,pH,DO,Sal,Dak,SS,COD,T-N,T-P,NO2-N,NO3-N,NH4-N,PO4-P,Chl.a,Phaeo
KIS,WY01,341312,1350504,WT,1987,1,27,15:35,CL,3702,7,6.8,U,2,11.5,-,8.4,33.1,0.7,-,-,-,-,-,-,-,-,-,-,B,34.4,11.8,-,8.2,33.3,1.1,-,-,-,-,-,-,-,-,-,-
KIS,WY02,341312,1345950,WT,1987,1,27,8:37,CL,3703,6,6.8,U,2,11.3,-,8.4,33.1,1,1,1.9,0.37,0.033,0.015,0.16,0.02,0.024,-,-,B,34.6,12,-,8.3,33.4,0.9,1,1.6,0.42,0.035,0.013,0.16,0.02,0.024,-,-
KIS,WY03,341312,1345436,WT,1987,1,27,9:04,CL,3703,6,9,U,2,11.9,-,8.2,-,0.7,-,-,-,-,-,-,-,-,-,-,B,36,12,-,8.3,-,0.9,-,-,-,-,-,-,-,-,-,-
KIS,WY05,340852,1350504,WT,1987,1,27,15:00,CL,3702,10,7.1,U,2,-,-,-,-,1.2,1,1.6,0.35,0.034,0.015,0.176,0.02,0.024,-,-,B,34.3,-,-,-,-,3.3,2,1.4,0.33,0.037,0.008,0.136,0.01,0.028,-,-
KIS,WY06,340852,1345950,WT,1987,1,27,14:27,CL,3702,10,9.4,U,2,11,-,8.2,33.3,0.6,-,-,-,-,-,-,-,-,-,-,B,34,12,-,8,33.6,0.5,-,-,-,-,-,-,-,-,-,-
KIS,WY07,340852,1345436,WT,1987,1,27,13:53,CL,4105,8,8,U,2,-,-,-,-,0.8,1,1.5,0.32,0.03,0.012,0.15,0.01,0.023,-,-,B,34.5,-,-,-,-,0.1,1,1.5,0.21,0.025,0.005,0.12,<0.01,0.019,-,-
KIS,WY08,340852,1344922,WT,1987,1,27,11:20,CL,3505,7,9.4,U,2,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,B,34.3,-,-,-,-,0.8,-,-,-,-,-,-,-,-,-,-
KIS,WY09,340852,1344408,WT,1987,1,29,12:00,CL,3505,10,7.1,U,2,10.5,-,8.6,33.1,1.1,2,1.4,0.3,0.029,0.012,0.114,0.01,0.021,-,-,B,19,10.3,-,8.9,33.1,5.9,2,1.5,0.25,0.042,0.012,0.113,0.01,0.022,-,-
KIS,WY10,340852,1343854,WT,1987,1,29,11:30,CL,3502,10,4.5,U,2,9.9,-,8.6,32.6,1.5,-,-,-,-,-,-,-,-,-,-,B,11.7,9.9,-,8.8,32.9,3.3,-,-,-,-,-,-,-,-,-,-
KIS,WY11,340432,1345950,WT,1987,1,28,8:54,CL,3703,6,7.2,U,2,-,-,-,-,0.9,1,1.8,0.36,0.031,0.013,0.152,0.01,0.022,-,-,B,34,-,-,-,-,1.3,1,1.2,0.27,0.043,0.006,0.124,<0.01,0.023,-,-
KIS,WY12,340432,1345436,WT,1987,1,27,13:23,CL,4105,10,8.3,U,2,12.8,-,8.1,-,1.1,-,-,-,-,-,-,-,-,-,-,B,35.1,12.5,-,8.2,-,1.1,-,-,-,-,-,-,-,-,-,-
KIS,WY13,340432,1344922,WT,1987,1,27,12:52,CL,3505,7,6.9,U,2,12.8,-,8.1,33.6,1.1,1,1.4,0.26,0.026,0.006,0.123,0.01,0.02,-,-,B,31.6,12.7,-,8.2,33.6,1.8,1,1.3,0.25,0.027,0.005,0.124,0.01,0.021,-,-
KIS,WY14,340432,1344408,WT,1987,1,29,12:32,CL,3505,10,4.5,U,2,11.2,-,8.5,33.3,1.4,-,-,-,-,-,-,-,-,-,-,B,34.3,11,-,8.7,33.3,3.2,-,-,-,-,-,-,-,-,-,-
KIS,WY15,340432,1343854,WT,1987,1,29,11:00,CL,3505,10,4,U,2,9.8,-,8.8,32.6,2,2,1.6,0.34,0.032,0.013,0.127,0.01,0.022,-,-,B,16,10.3,-,8.7,33.1,4.9,3,1.6,0.3,0.032,0.011,0.121,<0.01,0.022,-,-
KIS,WY16,340012,1350504,WT,1987,1,28,9:35,CL,3703,5,5.1,U,2,12.9,-,8,-,0.8,1,1.3,0.22,0.025,0.009,0.126,<0.01,0.019,-,-,B,33.4,13.8,-,8.1,-,1.2,1,1.3,0.16,0.022,0.007,0.097,<0.01,0.006,-,-
KIS,WY17,340012,1345950,WT,1987,1,28,10:05,CL,3702,6,6.6,U,2,14.3,-,-,34.1,1.2,-,-,-,-,-,-,-,-,-,-,B,35.2,14.3,-,7.8,34.1,1,-,-,-,-,-,-,-,-,-,-
KIS,WY18,340012,1345436,WT,1987,1,27,12:52,CL,4105,10,7.1,U,2,14.3,-,-,33.9,0.9,1,1.5,0.24,0.023,0.005,0.098,<0.01,0.017,-,-,B,33.2,14,-,7.9,33.9,1.7,1,1.2,0.22,0.022,<0.005,0.102,<0.01,0.017,-,-
KIS,WY19,340012,1344922,WT,1987,1,27,12:22,CL,3505,6.2,6.2,U,2,12.5,-,8.2,-,1.1,-,-,-,-,-,-,-,-,-,-,B,32.5,12.4,-,8.4,-,1.6,-,-,-,-,-,-,-,-,-,-
KIS,WY20,340012,1344408,WT,1987,1,29,10:00,CL,6,6,6,U,2,-,-,-,-,1.3,2,1.3,0.32,0.032,0.009,0.123,0.02,0.025,-,-,B,34,-,-,-,-,2,2,1.2,0.29,0.028,0.008,0.124,<0.01,0.02,-,-
KIS,WY21,335552,1345950,WT,1987,1,28,10:32,CL,4105,6,8.6,U,2,14.8,-,-,34.2,0.5,1,1.2,0.22,0.02,0.006,0.088,<0.01,0.015,-,-,B,34.1,14.5,-,7.8,34.2,0.6,1,1.5,0.23,0.02,0.005,0.091,<0.01,0.015,-,-
KIS,WY22,335552,1345436,WT,1987,1,28,14:17,CL,3703,10,8,U,2,13.7,-,7.9,34,0.6,-,-,-,-,-,-,-,-,-,-,B,26.9,13.7,-,8.1,34,0.5,-,-,-,-,-,-,-,-,-,-
