,date,u,v,uv,u_sabunn_m,v_sabunn_m,delta_lat,delta_lng
0,2016/03/01 00:00,5.53,-2.58,6.102,199.08,-92.88,0.031248,-0.014586
1,2016/03/01 01:00,11.84,-13.14,17.687,426.24,-473.04,0.066903,-0.074415
2,2016/03/01 02:00,15.35,-19.28,24.644,552.6,-694.08,0.086737,-0.109355
3,2016/03/01 03:00,17.28,-20.99,27.188,622.08,-755.64,0.097642,-0.119174
4,2016/03/01 04:00,17.93,-20.1,26.935,645.48,-723.6,0.101315,-0.114163
5,2016/03/01 05:00,16.4,-18.41,24.655,590.4,-662.76,0.09267,-0.104476
6,2016/03/01 06:00,12.73,-14.52,19.31,458.28,-522.72,0.071932,-0.082259
7,2016/03/01 07:00,6.78,-9.15,11.388,244.08,-329.4,0.038311,-0.051741
8,2016/03/01 08:00,-2.75,-1.43,3.1,-99.0,-51.48,-0.015539,-0.008081
9,2016/03/01 09:00,-11.64,8.14,14.204,-419.04,293.04,-0.065773,0.046096
10,2016/03/01 10:00,-16.79,15.41,22.79,-604.44,554.76,-0.094874,0.087469
11,2016/03/01 11:00,-16.72,15.65,22.902,-601.92,563.4,-0.094478,0.088828
12,2016/03/01 12:00,-10.88,11.26,15.658,-391.68,405.36,-0.061479,0.063746
13,2016/03/01 13:00,1.74,1.45,2.265,62.64,52.2,0.009832,0.008194
14,2016/03/01 14:00,15.25,-12.62,19.795,549.0,-454.32,0.086172,-0.071576
15,2016/03/01 15:00,18.53,-19.27,26.734,667.08,-693.72,0.104706,-0.109487
16,2016/03/01 16:00,19.5,-20.22,28.091,702.0,-727.92,0.110187,-0.114952
17,2016/03/01 17:00,17.44,-18.17,25.185,627.84,-654.12,0.098547,-0.103172
18,2016/03/01 18:00,13.91,-14.34,19.978,500.76,-516.24,0.0786,-0.081281
19,2016/03/01 19:00,8.94,-9.42,12.987,321.84,-339.12,0.050516,-0.053297
20,2016/03/01 20:00,0.68,-2.96,3.037,24.48,-106.56,0.003842,-0.016726
21,2016/03/01 21:00,-8.22,4.97,9.606,-295.92,178.92,-0.046448,0.028114
22,2016/03/01 22:00,-13.55,12.28,18.287,-487.8,442.08,-0.076566,0.069593
23,2016/03/01 23:00,-14.51,14.27,20.351,-522.36,513.72,-0.08199,0.080906
24,2016/03/02 00:00,-10.82,11.9,16.084,-389.52,428.4,-0.06114,0.067368
25,2016/03/02 01:00,-1.72,5.01,5.297,-61.92,180.36,-0.009719,0.028311
26,2016/03/02 02:00,11.31,-7.62,13.637,407.16,-274.32,0.063908,-0.043146
27,2016/03/02 03:00,15.95,-17.33,23.553,574.2,-623.88,0.090127,-0.098324
28,2016/03/02 04:00,17.22,-19.2,25.791,619.92,-691.2,0.097303,-0.109007
29,2016/03/02 05:00,17.17,-18.66,25.358,618.12,-671.76,0.097021,-0.105938
30,2016/03/02 06:00,15.03,-16.43,22.268,541.08,-591.48,0.084929,-0.093175
31,2016/03/02 07:00,11.93,-13.02,17.659,429.48,-468.72,0.067412,-0.073738
32,2016/03/02 08:00,6.93,-8.18,10.721,249.48,-294.48,0.039159,-0.046257
33,2016/03/02 09:00,0.65,-2.67,2.748,23.4,-96.12,0.003673,-0.015087
34,2016/03/02 10:00,-5.45,3.25,6.345,-196.2,117.0,-0.030796,0.018373
35,2016/03/02 11:00,-9.08,8.95,12.749,-326.88,322.2,-0.051307,0.05064
36,2016/03/02 12:00,-9.41,10.81,14.332,-338.76,389.16,-0.053172,0.061169
37,2016/03/02 13:00,-5.07,8.08,9.539,-182.52,290.88,-0.028649,0.045676
38,2016/03/02 14:00,5.11,0.39,5.125,183.96,14.04,0.028875,0.002205
39,2016/03/02 15:00,13.85,-10.01,17.089,498.6,-360.36,0.078261,-0.056736
40,2016/03/02 16:00,15.77,-14.93,21.716,567.72,-537.48,0.08911,-0.0847
41,2016/03/02 17:00,16.07,-15.84,22.564,578.52,-570.24,0.090805,-0.089876
42,2016/03/02 18:00,14.18,-14.26,20.11,510.48,-513.36,0.080126,-0.080837
43,2016/03/02 19:00,10.74,-10.66,15.132,386.64,-383.76,0.060687,-0.060347
44,2016/03/02 20:00,5.74,-5.55,7.984,206.64,-199.8,0.032434,-0.031377
45,2016/03/02 21:00,-1.23,0.62,1.377,-44.28,22.32,-0.00695,0.003503
46,2016/03/02 22:00,-8.62,7.55,11.459,-310.32,271.8,-0.048708,0.042713
47,2016/03/02 23:00,-13.42,12.52,18.353,-483.12,450.72,-0.075831,0.070949
48,2016/03/03 00:00,-13.6,13.32,19.036,-489.6,479.52,-0.076848,0.075489
49,2016/03/03 01:00,-8.44,10.03,13.109,-303.84,361.08,-0.047691,0.05674
50,2016/03/03 02:00,0.02,3.59,3.59,0.72,129.24,0.000113,0.020286
51,2016/03/03 03:00,9.39,-5.48,10.872,338.04,-197.28,0.053059,-0.031009
52,2016/03/03 04:00,13.73,-13.76,19.438,494.28,-495.36,0.077583,-0.077987
53,2016/03/03 05:00,15.13,-16.58,22.446,544.68,-596.88,0.085494,-0.09403
54,2016/03/03 06:00,15.06,-16.41,22.273,542.16,-590.76,0.085098,-0.093063
55,2016/03/03 07:00,14.07,-15.33,20.808,506.52,-551.88,0.079504,-0.086898
56,2016/03/03 08:00,12.23,-13.18,17.98,440.28,-474.48,0.069107,-0.074653
57,2016/03/03 09:00,8.78,-9.62,13.024,316.08,-346.32,0.049612,-0.054426
58,2016/03/03 10:00,4.02,-4.59,6.102,144.72,-165.24,0.022715,-0.025943
59,2016/03/03 11:00,-0.82,0.1,0.826,-29.52,3.6,-0.004633,0.000565
60,2016/03/03 12:00,-5.51,5.37,7.694,-198.36,193.32,-0.031135,0.030358
61,2016/03/03 13:00,-8.11,9.12,12.204,-291.96,328.32,-0.045826,0.051588
62,2016/03/03 14:00,-6.89,9.02,11.35,-248.04,324.72,-0.038933,0.051007
63,2016/03/03 15:00,-1.47,5.04,5.25,-52.92,181.44,-0.008306,0.02848
64,2016/03/03 16:00,6.78,-1.82,7.02,244.08,-65.52,0.038311,-0.010292
65,2016/03/03 17:00,12.41,-9.68,15.739,446.76,-348.48,0.070124,-0.054833
66,2016/03/03 18:00,13.62,-13.23,18.988,490.32,-476.28,0.076961,-0.074979
67,2016/03/03 19:00,13.37,-13.75,19.179,481.32,-495.0,0.075549,-0.077918
68,2016/03/03 20:00,11.21,-11.76,16.247,403.56,-423.36,0.063343,-0.066585
69,2016/03/03 21:00,6.82,-7.6,10.211,245.52,-273.6,0.038537,-0.042977
70,2016/03/03 22:00,0.78,-2.12,2.259,28.08,-76.32,0.004407,-0.011979
71,2016/03/03 23:00,-6.75,4.42,8.068,-243.0,159.12,-0.038142,0.024994
72,2016/03/04 00:00,-13.1,10.99,17.099,-471.6,395.64,-0.074023,0.062271
73,2016/03/04 01:00,-16.79,14.54,22.211,-604.44,523.44,-0.094874,0.082531
74,2016/03/04 02:00,-16.47,14.57,21.99,-592.92,524.52,-0.093065,0.082687
75,2016/03/04 03:00,-13.44,12.38,18.273,-483.84,445.68,-0.075944,0.070157
76,2016/03/04 04:00,-6.3,6.53,9.074,-226.8,235.08,-0.035599,0.036922
77,2016/03/04 05:00,3.19,-1.1,3.374,114.84,-39.6,0.018025,-0.006217
78,2016/03/04 06:00,11.41,-10.67,15.622,410.76,-384.12,0.064473,-0.060417
79,2016/03/04 07:00,13.0,-15.1,19.925,468.0,-543.6,0.073458,-0.085555
80,2016/03/04 08:00,13.64,-16.45,21.369,491.04,-592.2,0.077074,-0.093229
81,2016/03/04 09:00,12.67,-15.15,19.75,456.12,-545.4,0.071593,-0.085827
82,2016/03/04 10:00,9.9,-12.18,15.696,356.4,-438.48,0.055941,-0.068932
83,2016/03/04 11:00,4.5,-6.83,8.179,162.0,-245.88,0.025428,-0.038606
84,2016/03/04 12:00,-2.09,-0.72,2.211,-75.24,-25.92,-0.01181,-0.004069
85,2016/03/04 13:00,-9.17,6.3,11.126,-330.12,226.8,-0.051816,0.035647
86,2016/03/04 14:00,-13.45,11.8,17.893,-484.2,424.8,-0.076001,0.06687
87,2016/03/04 15:00,-14.72,13.41,19.912,-529.92,482.76,-0.083177,0.076037
88,2016/03/04 16:00,-12.11,11.35,16.597,-435.96,408.6,-0.068429,0.064285
89,2016/03/04 17:00,-6.19,6.59,9.041,-222.84,237.24,-0.034977,0.03726
90,2016/03/04 18:00,3.61,-1.35,3.854,129.96,-48.6,0.020399,-0.00763
91,2016/03/04 19:00,11.75,-10.7,15.892,423.0,-385.2,0.066395,-0.060595
92,2016/03/04 20:00,13.93,-15.02,20.485,501.48,-540.72,0.078713,-0.085136
93,2016/03/04 21:00,13.74,-15.55,20.751,494.64,-559.8,0.077639,-0.088132
94,2016/03/04 22:00,10.87,-12.72,16.732,391.32,-457.92,0.061422,-0.072011
95,2016/03/04 23:00,5.09,-7.19,8.809,183.24,-258.84,0.028762,-0.040645
96,2016/03/05 00:00,-3.06,-0.11,3.062,-110.16,-3.96,-0.017291,-0.000622
97,2016/03/05 01:00,-12.14,8.47,14.803,-437.04,304.92,-0.068598,0.047973
98,2016/03/05 02:00,-18.14,15.09,23.596,-653.04,543.24,-0.102502,0.085718
99,2016/03/05 03:00,-19.8,16.86,26.006,-712.8,606.96,-0.111882,0.095869
