,date,u,v,uv,u_sabunn_m,v_sabunn_m,delta_lat,delta_lng
0,2016/06/01 00:00,-6.31,2.69,6.859,-227.16,96.84,-0.035655,0.01521
1,2016/06/01 01:00,-15.98,13.55,20.951,-575.28,487.8,-0.090297,0.076879
2,2016/06/01 02:00,-20.87,18.6,27.956,-751.32,669.6,-0.117928,0.105836
3,2016/06/01 03:00,-19.72,18.04,26.727,-709.92,649.44,-0.11143,0.102573
4,2016/06/01 04:00,-13.8,13.12,19.041,-496.8,472.32,-0.077978,0.074362
5,2016/06/01 05:00,-3.43,4.36,5.547,-123.48,156.96,-0.019382,0.024641
6,2016/06/01 06:00,10.33,-8.22,13.201,371.88,-295.92,0.058371,-0.046527
7,2016/06/01 07:00,15.79,-18.44,24.277,568.44,-663.84,0.089223,-0.104613
8,2016/06/01 08:00,17.82,-21.45,27.886,641.52,-772.2,0.100694,-0.121823
9,2016/06/01 09:00,18.64,-21.18,28.214,671.04,-762.48,0.105327,-0.120347
10,2016/06/01 10:00,15.72,-17.83,23.77,565.92,-641.88,0.088827,-0.101149
11,2016/06/01 11:00,9.14,-11.37,14.588,329.04,-409.32,0.051647,-0.064333
12,2016/06/01 12:00,-0.78,-2.45,2.571,-28.08,-88.2,-0.004407,-0.013844
13,2016/06/01 13:00,-13.56,9.55,16.585,-488.16,343.8,-0.076622,0.054122
14,2016/06/01 14:00,-22.25,19.28,29.441,-801.0,694.08,-0.125726,0.10981
15,2016/06/01 15:00,-24.18,21.22,32.171,-870.48,763.92,-0.136632,0.121034
16,2016/06/01 16:00,-21.3,19.23,28.696,-766.8,692.28,-0.120358,0.109453
17,2016/06/01 17:00,-14.6,13.55,19.919,-525.6,487.8,-0.082499,0.076827
18,2016/06/01 18:00,-2.05,3.44,4.005,-73.8,123.84,-0.011584,0.019439
19,2016/06/01 19:00,12.29,-11.07,16.541,442.44,-398.52,0.069446,-0.062703
20,2016/06/01 20:00,16.06,-20.55,26.081,578.16,-739.8,0.090749,-0.1166
21,2016/06/01 21:00,18.68,-22.95,29.591,672.48,-826.2,0.105553,-0.130407
22,2016/06/01 22:00,18.41,-21.37,28.206,662.76,-769.32,0.104028,-0.12141
23,2016/06/01 23:00,15.36,-17.77,23.488,552.96,-639.72,0.086793,-0.100791
24,2016/06/02 00:00,7.28,-10.09,12.442,262.08,-363.24,0.041136,-0.057063
25,2016/06/02 01:00,-4.51,0.07,4.511,-162.36,2.52,-0.025484,0.000396
26,2016/06/02 02:00,-17.17,13.41,21.786,-618.12,482.76,-0.097021,0.076133
27,2016/06/02 03:00,-23.14,20.6,30.981,-833.04,741.6,-0.130755,0.117405
28,2016/06/02 04:00,-22.33,20.25,30.145,-803.88,729.0,-0.126178,0.115342
29,2016/06/02 05:00,-17.39,16.18,23.753,-626.04,582.48,-0.098264,0.09187
30,2016/06/02 06:00,-7.9,8.38,11.517,-284.4,301.68,-0.04464,0.047399
31,2016/06/02 07:00,7.94,-4.18,8.973,285.84,-150.48,0.044866,-0.023643
32,2016/06/02 08:00,16.61,-18.28,24.699,597.96,-658.08,0.093857,-0.10375
33,2016/06/02 09:00,19.24,-22.94,29.94,692.64,-825.84,0.108718,-0.130395
34,2016/06/02 10:00,20.76,-23.27,31.184,747.36,-837.72,0.117307,-0.132399
35,2016/06/02 11:00,17.29,-19.6,26.136,622.44,-705.6,0.097699,-0.111283
36,2016/06/02 12:00,10.44,-12.94,16.626,375.84,-465.84,0.058992,-0.073246
37,2016/06/02 13:00,-0.9,-3.49,3.604,-32.4,-125.64,-0.005086,-0.019721
38,2016/06/02 14:00,-15.7,9.82,18.518,-565.2,353.52,-0.088714,0.055708
39,2016/06/02 15:00,-24.83,20.52,32.212,-893.88,738.72,-0.140305,0.117101
40,2016/06/02 16:00,-26.55,22.42,34.75,-955.8,807.12,-0.150024,0.128126
41,2016/06/02 17:00,-23.37,20.21,30.897,-841.32,727.56,-0.132055,0.115202
