,date,u,v,uv,u_sabunn_m,v_sabunn_m,delta_lat,delta_lng
0,2016/12/01 00:00,22.26,-24.97,33.452,801.36,-898.92,0.125782,-0.142219
1,2016/12/01 01:00,22.26,-24.66,33.221,801.36,-887.76,0.125782,-0.140454
2,2016/12/01 02:00,17.51,-19.75,26.394,630.36,-711.0,0.098942,-0.112148
3,2016/12/01 03:00,11.81,-13.64,18.042,425.16,-491.04,0.066734,-0.077246
4,2016/12/01 04:00,0.61,-3.87,3.918,21.96,-139.32,0.003447,-0.021868
5,2016/12/01 05:00,-14.87,9.98,17.909,-535.32,359.28,-0.084024,0.056593
6,2016/12/01 06:00,-25.44,21.53,33.328,-915.84,775.08,-0.143751,0.122925
7,2016/12/01 07:00,-26.25,23.05,34.934,-945.0,829.8,-0.148328,0.131692
8,2016/12/01 08:00,-20.37,19.01,27.862,-733.32,684.36,-0.115103,0.108134
9,2016/12/01 09:00,-10.9,11.7,15.991,-392.4,421.2,-0.061592,0.066238
10,2016/12/01 10:00,7.01,-1.79,7.235,252.36,-64.44,0.039611,-0.010123
11,2016/12/01 11:00,21.25,-20.84,29.764,765.0,-750.24,0.120075,-0.118613
12,2016/12/01 12:00,23.56,-25.81,34.946,848.16,-929.16,0.133128,-0.147144
13,2016/12/01 13:00,24.05,-25.98,35.403,865.8,-935.28,0.135897,-0.148169
14,2016/12/01 14:00,21.69,-23.46,31.95,780.84,-844.56,0.122562,-0.133565
15,2016/12/01 15:00,19.33,-20.14,27.915,695.88,-725.04,0.109226,-0.114485
16,2016/12/01 16:00,13.05,-13.24,18.59,469.8,-476.64,0.07374,-0.075018
17,2016/12/01 17:00,2.83,-4.26,5.114,101.88,-153.36,0.015991,-0.024075
18,2016/12/01 18:00,-9.06,6.38,11.081,-326.16,229.68,-0.051194,0.036098
19,2016/12/01 19:00,-16.34,15.48,22.508,-588.24,557.28,-0.092331,0.087846
20,2016/12/01 20:00,-16.08,16.33,22.918,-578.88,587.88,-0.090862,0.092657
21,2016/12/01 21:00,-7.33,9.45,11.96,-263.88,340.2,-0.041419,0.053444
22,2016/12/01 22:00,11.39,-6.85,13.291,410.04,-246.6,0.06436,-0.038787
23,2016/12/01 23:00,20.47,-23.25,30.977,736.92,-837.0,0.115668,-0.13226
24,2016/12/02 00:00,24.69,-26.55,36.256,888.84,-955.8,0.139513,-0.151495
25,2016/12/02 01:00,24.93,-26.51,36.391,897.48,-954.36,0.14087,-0.151296
26,2016/12/02 02:00,20.94,-23.25,31.29,753.84,-837.0,0.118324,-0.132302
27,2016/12/02 03:00,16.07,-18.16,24.249,578.52,-653.76,0.090805,-0.103039
28,2016/12/02 04:00,7.64,-10.45,12.945,275.04,-376.2,0.043171,-0.059104
29,2016/12/02 05:00,-7.31,0.56,7.331,-263.16,20.16,-0.041306,0.003167
30,2016/12/02 06:00,-21.3,15.86,26.556,-766.8,570.96,-0.120358,0.090272
31,2016/12/02 07:00,-26.87,22.33,34.937,-967.32,803.88,-0.151832,0.127646
32,2016/12/02 08:00,-25.04,21.38,32.926,-901.44,769.68,-0.141491,0.122029
33,2016/12/02 09:00,-17.91,16.18,24.136,-644.76,582.48,-0.101202,0.091897
34,2016/12/02 10:00,-6.71,7.77,10.266,-241.56,279.72,-0.037916,0.043937
35,2016/12/02 11:00,11.63,-6.48,13.313,418.68,-233.28,0.065717,-0.036695
36,2016/12/02 12:00,18.72,-20.87,28.036,673.92,-751.32,0.105779,-0.118591
37,2016/12/02 13:00,21.12,-24.87,32.628,760.32,-895.32,0.119341,-0.141537
38,2016/12/02 14:00,21.73,-24.71,32.906,782.28,-889.56,0.122788,-0.140686
39,2016/12/02 15:00,19.69,-22.02,29.539,708.84,-792.72,0.11126,-0.1252
40,2016/12/02 16:00,14.13,-16.07,21.399,508.68,-578.52,0.079843,-0.091095
41,2016/12/02 17:00,4.16,-6.38,7.616,149.76,-229.68,0.023507,-0.036061
42,2016/12/02 18:00,-8.84,5.25,10.281,-318.24,189.0,-0.049951,0.029703
43,2016/12/02 19:00,-18.64,17.05,25.262,-671.04,613.8,-0.105327,0.09688
44,2016/12/02 20:00,-22.02,20.39,30.011,-792.72,734.04,-0.124426,0.116113
45,2016/12/02 21:00,-18.59,17.43,25.483,-669.24,627.48,-0.105045,0.099036
46,2016/12/02 22:00,-8.77,9.26,12.754,-315.72,333.36,-0.049556,0.052389
47,2016/12/02 23:00,9.45,-5.69,11.031,340.2,-204.84,0.053398,-0.032198
48,2016/12/03 00:00,19.83,-21.31,29.109,713.88,-767.16,0.112051,-0.121174
49,2016/12/03 01:00,23.11,-25.5,34.414,831.96,-918.0,0.130585,-0.145328
50,2016/12/03 02:00,22.3,-24.44,33.085,802.8,-879.84,0.126008,-0.139204
51,2016/12/03 03:00,17.71,-20.04,26.744,637.56,-721.44,0.100072,-0.113807
52,2016/12/03 04:00,11.21,-13.33,17.417,403.56,-479.88,0.063343,-0.075474
53,2016/12/03 05:00,0.07,-3.78,3.781,2.52,-136.08,0.000396,-0.021359
54,2016/12/03 06:00,-15.81,10.26,18.847,-569.16,369.36,-0.089336,0.058207
55,2016/12/03 07:00,-25.98,21.4,33.659,-935.28,770.4,-0.146803,0.122238
56,2016/12/03 08:00,-27.26,22.91,35.609,-981.36,824.76,-0.154035,0.131006
57,2016/12/03 09:00,-22.71,19.78,30.116,-817.56,712.08,-0.128325,0.112696
58,2016/12/03 10:00,-14.42,13.5,19.753,-519.12,486.0,-0.081482,0.076537
59,2016/12/03 11:00,-0.22,2.92,2.928,-7.92,105.12,-0.001243,0.0165
60,2016/12/03 12:00,16.45,-13.3,21.154,592.2,-478.8,0.092952,-0.075479
61,2016/12/03 13:00,19.03,-22.41,29.4,685.08,-806.76,0.107531,-0.127366
62,2016/12/03 14:00,21.22,-24.56,32.457,763.92,-884.16,0.119906,-0.139782
63,2016/12/03 15:00,19.59,-22.48,29.818,705.24,-809.28,0.110695,-0.127808
64,2016/12/03 16:00,16.42,-18.95,25.074,591.12,-682.2,0.092783,-0.107542
65,2016/12/03 17:00,8.53,-11.16,14.047,307.08,-401.76,0.0482,-0.063134
66,2016/12/03 18:00,-3.51,-0.52,3.548,-126.36,-18.72,-0.019834,-0.002939
67,2016/12/03 19:00,-15.99,12.62,20.37,-575.64,454.32,-0.090353,0.071603
68,2016/12/03 20:00,-22.47,20.14,30.175,-808.92,725.04,-0.126969,0.114727
69,2016/12/03 21:00,-22.18,19.95,29.832,-798.48,718.2,-0.12533,0.113621
70,2016/12/03 22:00,-16.23,15.1,22.168,-584.28,543.6,-0.091709,0.085684
71,2016/12/03 23:00,-3.73,4.92,6.174,-134.28,177.12,-0.021077,0.027807
72,2016/12/04 00:00,14.77,-11.68,18.83,531.72,-420.48,0.083459,-0.06623
73,2016/12/04 01:00,20.41,-22.4,30.304,734.76,-806.4,0.115329,-0.12742
74,2016/12/04 02:00,21.92,-24.3,32.726,789.12,-874.8,0.123861,-0.13837
75,2016/12/04 03:00,19.36,-21.79,29.148,696.96,-784.44,0.109396,-0.123867
76,2016/12/04 04:00,14.05,-16.28,21.504,505.8,-586.08,0.079391,-0.092283
77,2016/12/04 05:00,6.15,-8.72,10.671,221.4,-313.92,0.034751,-0.049303
78,2016/12/04 06:00,-7.77,2.47,8.153,-279.72,88.92,-0.043905,0.01397
79,2016/12/04 07:00,-20.72,16.46,26.462,-745.92,592.56,-0.117081,0.09365
80,2016/12/04 08:00,-26.4,22.2,34.493,-950.4,799.2,-0.149176,0.126852
81,2016/12/04 09:00,-24.77,21.29,32.662,-891.72,766.44,-0.139965,0.121489
82,2016/12/04 10:00,-18.5,16.54,24.816,-666.0,595.44,-0.104536,0.093974
83,2016/12/04 11:00,-8.86,9.05,12.665,-318.96,325.8,-0.050064,0.051202
84,2016/12/04 12:00,8.69,-4.09,9.604,312.84,-147.24,0.049104,-0.023139
85,2016/12/04 13:00,18.21,-18.89,26.238,655.56,-680.04,0.102898,-0.107307
86,2016/12/04 14:00,19.15,-23.1,30.006,689.4,-831.6,0.108209,-0.131297
87,2016/12/04 15:00,19.87,-23.13,30.493,715.32,-832.68,0.112278,-0.131527
88,2016/12/04 16:00,16.96,-19.97,26.2,610.56,-718.92,0.095834,-0.113363
89,2016/12/04 17:00,12.11,-15.01,19.286,435.96,-540.36,0.068429,-0.085015
90,2016/12/04 18:00,2.93,-6.2,6.857,105.48,-223.2,0.016556,-0.035039
91,2016/12/04 19:00,-9.23,4.68,10.349,-332.28,168.48,-0.052155,0.026481
92,2016/12/04 20:00,-17.88,15.77,23.841,-643.68,567.72,-0.101033,0.089567
93,2016/12/04 21:00,-19.85,18.48,27.121,-714.6,665.28,-0.112164,0.105083
94,2016/12/04 22:00,-16.0,15.62,22.36,-576.0,562.32,-0.09041,0.088624
95,2016/12/04 23:00,-5.46,7.53,9.301,-196.56,271.08,-0.030852,0.042569
96,2016/12/05 00:00,12.15,-7.45,14.252,437.4,-268.2,0.068655,-0.042196
97,2016/12/05 01:00,20.25,-21.52,29.549,729.0,-774.72,0.114425,-0.122401
98,2016/12/05 02:00,22.89,-24.5,33.529,824.04,-882.0,0.129342,-0.139606
99,2016/12/05 03:00,21.8,-23.26,31.879,784.8,-837.36,0.123183,-0.132437
100,2016/12/05 04:00,18.35,-19.62,26.864,660.6,-706.32,0.103689,-0.111464
101,2016/12/05 05:00,13.53,-14.33,19.708,487.08,-515.88,0.076453,-0.08121
102,2016/12/05 06:00,6.18,-7.22,9.504,222.48,-259.92,0.034921,-0.040822
103,2016/12/05 07:00,-4.27,1.21,4.438,-153.72,43.56,-0.024128,0.006839
104,2016/12/05 08:00,-14.19,12.57,18.957,-510.84,452.52,-0.080182,0.071257
105,2016/12/05 09:00,-19.5,18.36,26.783,-702.0,660.96,-0.110187,0.104378
106,2016/12/05 10:00,-18.35,17.71,25.502,-660.6,637.56,-0.103689,0.100613
107,2016/12/05 11:00,-8.79,10.53,13.717,-316.44,379.08,-0.049669,0.059574
108,2016/12/05 12:00,6.98,-1.29,7.098,251.28,-46.44,0.039441,-0.007295
109,2016/12/05 13:00,18.36,-17.11,25.097,660.96,-615.96,0.103745,-0.097204
110,2016/12/05 14:00,20.15,-22.84,30.458,725.4,-822.24,0.11386,-0.129901
111,2016/12/05 15:00,20.86,-23.22,31.214,750.96,-835.92,0.117872,-0.132124
112,2016/12/05 16:00,18.41,-20.65,27.665,662.76,-743.4,0.104028,-0.117319
113,2016/12/05 17:00,15.87,-17.6,23.698,571.32,-633.6,0.089675,-0.099852
114,2016/12/05 18:00,10.78,-12.13,16.228,388.08,-436.68,0.060914,-0.068669
115,2016/12/05 19:00,3.25,-4.52,5.567,117.0,-162.72,0.018364,-0.025545
116,2016/12/05 20:00,-5.05,3.34,6.055,-181.8,120.24,-0.028536,0.018881
117,2016/12/05 21:00,-12.3,11.67,16.955,-442.8,420.12,-0.069502,0.066102
118,2016/12/05 22:00,-15.22,15.17,21.489,-547.92,546.12,-0.086002,0.086038
119,2016/12/05 23:00,-11.34,12.53,16.9,-408.24,451.08,-0.064078,0.070948
120,2016/12/06 00:00,0.29,3.59,3.602,10.44,129.24,0.001639,0.020286
121,2016/12/06 01:00,16.36,-12.75,20.742,588.96,-459.0,0.092444,-0.072354
122,2016/12/06 02:00,20.71,-21.44,29.809,745.56,-771.84,0.117024,-0.121983
123,2016/12/06 03:00,22.38,-22.77,31.927,805.68,-819.72,0.126461,-0.1297
124,2016/12/06 04:00,21.93,-22.01,31.07,789.48,-792.36,0.123918,-0.125331
125,2016/12/06 05:00,20.31,-19.97,28.483,731.16,-718.92,0.114764,-0.11359
126,2016/12/06 06:00,15.94,-16.18,22.713,573.84,-582.48,0.090071,-0.091799
127,2016/12/06 07:00,7.88,-9.56,12.389,283.68,-344.16,0.044527,-0.054073
128,2016/12/06 08:00,-1.28,-3.04,3.298,-46.08,-109.44,-0.007233,-0.017178
129,2016/12/06 09:00,-9.21,4.99,10.475,-331.56,179.64,-0.052042,0.028235
130,2016/12/06 10:00,-12.29,12.12,17.261,-442.44,436.32,-0.069446,0.068651
131,2016/12/06 11:00,-11.76,13.46,17.874,-423.36,484.56,-0.066451,0.076225
132,2016/12/06 12:00,-3.4,6.79,7.594,-122.4,244.44,-0.019212,0.038375
133,2016/12/06 13:00,10.18,-6.66,12.165,366.48,-239.76,0.057523,-0.037695
134,2016/12/06 14:00,16.17,-18.96,24.919,582.12,-682.56,0.09137,-0.107584
135,2016/12/06 15:00,18.53,-22.33,29.017,667.08,-803.88,0.104706,-0.126873
136,2016/12/06 16:00,19.74,-22.76,30.128,710.64,-819.36,0.111543,-0.129412
137,2016/12/06 17:00,17.43,-20.14,26.635,627.48,-725.04,0.09849,-0.114357
138,2016/12/06 18:00,14.15,-16.86,22.011,509.4,-606.96,0.079956,-0.095575
139,2016/12/06 19:00,8.08,-11.09,13.721,290.88,-399.24,0.045657,-0.062731
140,2016/12/06 20:00,0.18,-4.35,4.354,6.48,-156.6,0.001017,-0.02458
141,2016/12/06 21:00,-9.45,4.51,10.471,-340.2,162.36,-0.053398,0.025521
142,2016/12/06 22:00,-15.01,12.64,19.623,-540.36,455.04,-0.084816,0.071681
143,2016/12/06 23:00,-17.54,15.94,23.701,-631.44,573.84,-0.099112,0.090515
144,2016/12/07 00:00,-14.37,13.27,19.56,-517.32,477.72,-0.081199,0.075231
145,2016/12/07 01:00,-6.08,6.46,8.871,-218.88,232.56,-0.034356,0.036524
146,2016/12/07 02:00,7.48,-5.04,9.02,269.28,-181.44,0.042267,-0.028505
147,2016/12/07 03:00,14.78,-16.24,21.959,532.08,-584.64,0.083516,-0.092087
148,2016/12/07 04:00,16.98,-19.59,25.925,611.28,-705.24,0.095947,-0.111207
149,2016/12/07 05:00,16.84,-19.01,25.396,606.24,-684.36,0.095156,-0.107906
150,2016/12/07 06:00,13.76,-15.66,20.846,495.36,-563.76,0.077752,-0.088757
151,2016/12/07 07:00,8.18,-10.16,13.044,294.48,-365.76,0.046222,-0.057472
152,2016/12/07 08:00,-0.16,-2.83,2.835,-5.76,-101.88,-0.000904,-0.015991
153,2016/12/07 09:00,-10.43,6.59,12.337,-375.48,237.24,-0.058936,0.037302
154,2016/12/07 10:00,-18.12,15.64,23.936,-652.32,563.04,-0.102389,0.088841
155,2016/12/07 11:00,-19.95,17.72,26.683,-718.2,637.92,-0.11273,0.100768
156,2016/12/07 12:00,-16.56,15.59,22.744,-596.16,561.24,-0.093574,0.08848
157,2016/12/07 13:00,-6.34,7.98,10.192,-228.24,287.28,-0.035825,0.045121
158,2016/12/07 14:00,8.66,-3.48,9.333,311.76,-125.28,0.048934,-0.019688
159,2016/12/07 15:00,17.7,-16.66,24.307,637.2,-599.76,0.100016,-0.094612
160,2016/12/07 16:00,18.71,-20.75,27.94,673.56,-747.0,0.105723,-0.117908
161,2016/12/07 17:00,19.23,-21.41,28.778,692.28,-770.76,0.108661,-0.121697
162,2016/12/07 18:00,16.95,-19.05,25.499,610.2,-685.8,0.095778,-0.10814
163,2016/12/07 19:00,14.52,-16.56,22.024,522.72,-596.16,0.082047,-0.09389
164,2016/12/07 20:00,9.76,-11.84,15.344,351.36,-426.24,0.05515,-0.067005
165,2016/12/07 21:00,3.68,-6.3,7.296,132.48,-226.8,0.020794,-0.035607
