,date,u,v,uv,u_sabunn_m,v_sabunn_m,delta_lat,delta_lng
0,2016/05/01 00:00,-16.69,15.36,22.682,-600.84,552.96,-0.094309,0.087181
1,2016/05/01 01:00,-14.73,14.34,20.557,-530.28,516.24,-0.083233,0.081311
2,2016/05/01 02:00,-8.64,9.05,12.512,-311.04,325.8,-0.048821,0.051199
3,2016/05/01 03:00,1.88,0.98,2.12,67.68,35.28,0.010623,0.005538
4,2016/05/01 04:00,12.62,-10.24,16.252,454.32,-368.64,0.071311,-0.05801
5,2016/05/01 05:00,15.23,-16.72,22.617,548.28,-601.92,0.086059,-0.094829
6,2016/05/01 06:00,15.75,-18.27,24.122,567.0,-657.72,0.088997,-0.103647
7,2016/05/01 07:00,15.37,-17.38,23.201,553.32,-625.68,0.08685,-0.098579
8,2016/05/01 08:00,13.61,-14.99,20.247,489.96,-539.64,0.076905,-0.084954
9,2016/05/01 09:00,8.42,-9.92,13.012,303.12,-357.12,0.047578,-0.056117
10,2016/05/01 10:00,1.86,-3.77,4.204,66.96,-135.72,0.01051,-0.021304
11,2016/05/01 11:00,-5.61,3.37,6.544,-201.96,121.32,-0.0317,0.019052
12,2016/05/01 12:00,-11.83,10.61,15.891,-425.88,381.96,-0.066847,0.060087
13,2016/05/01 13:00,-15.84,15.02,21.829,-570.24,540.72,-0.089506,0.085213
14,2016/05/01 14:00,-14.97,14.7,20.981,-538.92,529.2,-0.08459,0.083362
15,2016/05/01 15:00,-9.95,11.22,14.996,-358.2,403.92,-0.056224,0.0635
16,2016/05/01 16:00,-0.16,3.78,3.783,-5.76,136.08,-0.000904,0.021359
17,2016/05/01 17:00,11.89,-7.47,14.042,428.04,-268.92,0.067186,-0.042305
18,2016/05/01 18:00,15.62,-14.94,21.615,562.32,-537.84,0.088262,-0.08475
19,2016/05/01 19:00,15.44,-16.78,22.803,555.84,-604.08,0.087245,-0.095179
20,2016/05/01 20:00,13.85,-15.59,20.854,498.6,-561.24,0.078261,-0.088363
21,2016/05/01 21:00,10.07,-11.53,15.308,362.52,-415.08,0.056902,-0.065257
22,2016/05/01 22:00,3.71,-5.42,6.568,133.56,-195.12,0.020964,-0.030633
23,2016/05/01 23:00,-5.1,2.02,5.485,-183.6,72.72,-0.028818,0.011419
24,2016/05/02 00:00,-13.45,10.53,17.082,-484.2,379.08,-0.076001,0.059673
25,2016/05/02 01:00,-18.22,15.99,24.241,-655.92,575.64,-0.102954,0.090834
26,2016/05/02 02:00,-18.46,16.67,24.873,-664.56,600.12,-0.10431,0.09471
27,2016/05/02 03:00,-14.46,13.83,20.009,-520.56,497.88,-0.081708,0.078409
28,2016/05/02 04:00,-5.89,6.75,8.958,-212.04,243.0,-0.033282,0.038163
29,2016/05/02 05:00,5.42,-2.45,5.948,195.12,-88.2,0.030626,-0.01385
30,2016/05/02 06:00,13.93,-13.32,19.273,501.48,-479.52,0.078713,-0.0755
31,2016/05/02 07:00,15.39,-18.16,23.804,554.04,-653.76,0.086963,-0.103004
32,2016/05/02 08:00,16.71,-19.6,25.756,601.56,-705.6,0.094422,-0.111247
33,2016/05/02 09:00,15.49,-17.74,23.551,557.64,-638.64,0.087528,-0.100627
34,2016/05/02 10:00,11.02,-13.22,17.211,396.72,-475.92,0.06227,-0.074846
35,2016/05/02 11:00,3.91,-6.49,7.577,140.76,-233.64,0.022094,-0.036681
36,2016/05/02 12:00,-5.53,1.78,5.809,-199.08,64.08,-0.031248,0.010063
37,2016/05/02 13:00,-14.57,11.53,18.58,-524.52,415.08,-0.082329,0.065373
38,2016/05/02 14:00,-20.04,17.42,26.553,-721.44,627.12,-0.113238,0.099068
39,2016/05/02 15:00,-20.58,18.13,27.427,-740.88,652.68,-0.116289,0.103142
40,2016/05/02 16:00,-16.68,15.35,22.668,-600.48,552.6,-0.094252,0.087123
41,2016/05/02 17:00,-8.11,8.43,11.698,-291.96,303.48,-0.045826,0.047685
42,2016/05/02 18:00,4.17,-1.26,4.356,150.12,-45.36,0.023563,-0.007122
43,2016/05/02 19:00,14.7,-13.17,19.737,529.2,-474.12,0.083064,-0.074676
44,2016/05/02 20:00,16.47,-18.61,24.851,592.92,-669.96,0.093065,-0.105615
45,2016/05/02 21:00,16.89,-19.3,25.647,608.04,-694.8,0.095439,-0.109555
46,2016/05/02 22:00,14.35,-16.38,21.777,516.6,-589.68,0.081086,-0.092862
47,2016/05/02 23:00,7.97,-10.01,12.795,286.92,-360.36,0.045035,-0.05662
48,2016/05/03 00:00,-2.09,-1.08,2.353,-75.24,-38.88,-0.01181,-0.006103
49,2016/05/03 01:00,-14.04,10.33,17.431,-505.44,371.88,-0.079334,0.058555
