,date,u,v,uv,u_sabunn_m,v_sabunn_m,delta_lat,delta_lng
0,2016/11/01 00:00,23.13,-26.08,34.859,832.68,-938.88,0.130698,-0.148635
1,2016/11/01 01:00,22.38,-25.27,33.756,805.68,-909.72,0.126461,-0.14394
2,2016/11/01 02:00,17.8,-19.95,26.737,640.8,-718.2,0.100581,-0.113302
3,2016/11/01 03:00,10.94,-13.02,17.006,393.84,-468.72,0.061818,-0.073712
4,2016/11/01 04:00,-1.27,-2.35,2.671,-45.72,-84.6,-0.007176,-0.013279
5,2016/11/01 05:00,-16.0,11.79,19.875,-576.0,424.44,-0.09041,0.066894
6,2016/11/01 06:00,-25.28,22.17,33.624,-910.08,798.12,-0.142847,0.126563
7,2016/11/01 07:00,-24.88,22.56,33.585,-895.68,812.16,-0.140587,0.128748
8,2016/11/01 08:00,-19.37,18.52,26.799,-697.32,666.72,-0.109452,0.105279
9,2016/11/01 09:00,-8.22,9.64,12.669,-295.92,347.04,-0.046448,0.054531
10,2016/11/01 10:00,10.97,-5.66,12.344,394.92,-203.76,0.061987,-0.032044
11,2016/11/01 11:00,19.43,-21.78,29.187,699.48,-784.08,0.109791,-0.123816
12,2016/11/01 12:00,21.82,-25.46,33.531,785.52,-916.56,0.123296,-0.144965
13,2016/11/01 13:00,22.23,-25.29,33.671,800.28,-910.44,0.125613,-0.144039
14,2016/11/01 14:00,20.3,-23.05,30.715,730.8,-829.8,0.114707,-0.131108
15,2016/11/01 15:00,15.76,-18.58,24.364,567.36,-668.88,0.089054,-0.105406
16,2016/11/01 16:00,6.31,-10.05,11.867,227.16,-361.8,0.035655,-0.056825
17,2016/11/01 17:00,-7.82,1.14,7.903,-281.52,41.04,-0.044188,0.006448
18,2016/11/01 18:00,-19.05,15.49,24.553,-685.8,557.64,-0.107644,0.088037
19,2016/11/01 19:00,-23.34,20.95,31.363,-840.24,754.2,-0.131885,0.119417
20,2016/11/01 20:00,-21.28,19.1,28.595,-766.08,687.6,-0.120245,0.108712
21,2016/11/01 21:00,-12.87,12.12,17.679,-463.32,436.32,-0.072723,0.068667
22,2016/11/01 22:00,1.91,0.37,1.946,68.76,13.32,0.010793,0.002091
23,2016/11/01 23:00,15.73,-16.62,22.884,566.28,-598.32,0.088884,-0.094285
24,2016/11/02 00:00,19.86,-24.24,31.337,714.96,-872.64,0.112221,-0.137838
25,2016/11/02 01:00,21.66,-25.32,33.321,779.76,-911.52,0.122392,-0.144152
26,2016/11/02 02:00,18.87,-22.47,29.342,679.32,-808.92,0.106627,-0.127694
27,2016/11/02 03:00,12.19,-16.13,20.218,438.84,-580.68,0.068881,-0.091361
28,2016/11/02 04:00,1.43,-7.07,7.213,51.48,-254.52,0.00808,-0.039951
29,2016/11/02 05:00,-15.33,7.94,17.264,-551.88,285.84,-0.086624,0.045035
30,2016/11/02 06:00,-26.57,21.54,34.204,-956.52,775.44,-0.150137,0.123099
31,2016/11/02 07:00,-29.53,24.71,38.505,-1063.08,889.56,-0.166862,0.141593
32,2016/11/02 08:00,-26.39,22.58,34.732,-950.04,812.88,-0.149119,0.129022
33,2016/11/02 09:00,-19.57,17.15,26.021,-704.52,617.4,-0.110582,0.097503
34,2016/11/02 10:00,-7.41,7.83,10.78,-266.76,281.88,-0.041871,0.044283
35,2016/11/02 11:00,11.44,-6.82,13.319,411.84,-245.52,0.064643,-0.038618
36,2016/11/02 12:00,18.21,-20.21,27.204,655.56,-727.56,0.102898,-0.114806
37,2016/11/02 13:00,20.68,-24.44,32.015,744.48,-879.84,0.116854,-0.139049
38,2016/11/02 14:00,19.98,-23.2,30.618,719.28,-835.2,0.112899,-0.131934
39,2016/11/02 15:00,17.26,-20.0,26.418,621.36,-720.0,0.097529,-0.113552
40,2016/11/02 16:00,10.0,-12.69,16.157,360.0,-456.84,0.056506,-0.071821
41,2016/11/02 17:00,-1.42,-2.25,2.661,-51.12,-81.0,-0.008024,-0.012714
42,2016/11/02 18:00,-14.94,11.5,18.853,-537.84,414.0,-0.08442,0.065214
43,2016/11/02 19:00,-22.59,20.69,30.633,-813.24,744.84,-0.127647,0.11787
44,2016/11/02 20:00,-23.05,21.33,31.405,-829.8,767.88,-0.130246,0.121557
45,2016/11/02 21:00,-17.86,17.05,24.692,-642.96,613.8,-0.10092,0.096836
46,2016/11/02 22:00,-6.48,7.52,9.927,-233.28,270.72,-0.036616,0.042521
47,2016/11/02 23:00,12.64,-8.64,15.311,455.04,-311.04,0.071424,-0.048946
48,2016/11/03 00:00,20.25,-22.23,30.071,729.0,-800.28,0.114425,-0.12644
49,2016/11/03 01:00,23.04,-25.68,34.501,829.44,-924.48,0.13019,-0.146346
50,2016/11/03 02:00,21.89,-24.27,32.683,788.04,-873.72,0.123692,-0.138196
51,2016/11/03 03:00,18.21,-20.23,27.219,655.56,-728.28,0.102898,-0.11492
52,2016/11/03 04:00,12.61,-14.29,19.058,453.96,-514.44,0.071254,-0.080953
53,2016/11/03 05:00,1.78,-5.01,5.317,64.08,-180.36,0.010058,-0.028311
54,2016/11/03 06:00,-11.96,7.29,14.007,-430.56,262.44,-0.067581,0.041287
55,2016/11/03 07:00,-20.1,18.5,27.318,-723.6,666.0,-0.113577,0.105214
56,2016/11/03 08:00,-21.26,20.28,29.381,-765.36,730.08,-0.120132,0.115426
57,2016/11/03 09:00,-16.44,16.52,23.306,-591.84,594.72,-0.092896,0.093752
58,2016/11/03 10:00,-5.17,7.87,9.416,-186.12,283.32,-0.029214,0.044489
59,2016/11/03 11:00,12.18,-6.97,14.033,438.48,-250.92,0.068824,-0.039478
60,2016/11/03 12:00,18.68,-21.57,28.534,672.48,-776.52,0.105553,-0.122566
61,2016/11/03 13:00,21.18,-24.82,32.629,762.48,-893.52,0.11968,-0.141258
62,2016/11/03 14:00,21.8,-24.64,32.899,784.8,-887.04,0.123183,-0.140294
63,2016/11/03 15:00,19.7,-22.39,29.823,709.2,-806.04,0.111317,-0.127305
64,2016/11/03 16:00,15.59,-18.11,23.896,561.24,-651.96,0.088093,-0.102731
65,2016/11/03 17:00,7.31,-10.27,12.606,263.16,-369.72,0.041306,-0.058081
66,2016/11/03 18:00,-4.24,-0.36,4.255,-152.64,-12.96,-0.023959,-0.002035
67,2016/11/03 19:00,-15.07,11.98,19.252,-542.52,431.28,-0.085155,0.06794
68,2016/11/03 20:00,-19.94,18.75,27.371,-717.84,675.0,-0.112673,0.106625
69,2016/11/03 21:00,-18.26,17.63,25.382,-657.36,634.68,-0.10318,0.100153
70,2016/11/03 22:00,-9.17,10.17,13.694,-330.12,366.12,-0.051816,0.057544
71,2016/11/03 23:00,8.72,-4.38,9.758,313.92,-157.68,0.049273,-0.02478
72,2016/11/04 00:00,19.24,-20.69,28.253,692.64,-744.84,0.108718,-0.117605
73,2016/11/04 01:00,22.9,-25.55,34.311,824.4,-919.8,0.129399,-0.14559
74,2016/11/04 02:00,22.75,-24.99,33.794,819.0,-899.64,0.128551,-0.142383
75,2016/11/04 03:00,19.67,-22.07,29.563,708.12,-794.52,0.111147,-0.125483
76,2016/11/04 04:00,14.34,-16.36,21.755,516.24,-588.96,0.08103,-0.092748
77,2016/11/04 05:00,5.72,-8.25,10.039,205.92,-297.0,0.032321,-0.046642
78,2016/11/04 06:00,-8.65,3.61,9.373,-311.4,129.96,-0.048878,0.020423
79,2016/11/04 07:00,-20.88,17.37,27.16,-751.68,625.32,-0.117985,0.098838
80,2016/11/04 08:00,-25.14,22.03,33.427,-905.04,793.08,-0.142056,0.125749
81,2016/11/04 09:00,-22.37,20.13,30.094,-805.32,724.68,-0.126404,0.114661
82,2016/11/04 10:00,-14.37,13.85,19.958,-517.32,498.6,-0.081199,0.07852
83,2016/11/04 11:00,-1.47,3.86,4.13,-52.92,138.96,-0.008306,0.021812
84,2016/11/04 12:00,15.04,-11.57,18.975,541.44,-416.52,0.084985,-0.065614
85,2016/11/04 13:00,18.31,-21.43,28.187,659.16,-771.48,0.103463,-0.121743
86,2016/11/04 14:00,20.3,-23.74,31.236,730.8,-854.64,0.114707,-0.135033
87,2016/11/04 15:00,19.26,-22.18,29.375,693.36,-798.48,0.108831,-0.126076
88,2016/11/04 16:00,16.44,-19.03,25.148,591.84,-685.08,0.092896,-0.107997
89,2016/11/04 17:00,9.86,-12.47,15.897,354.96,-448.92,0.055715,-0.070573
90,2016/11/04 18:00,-0.18,-3.11,3.115,-6.48,-111.96,-0.001017,-0.017573
91,2016/11/04 19:00,-12.11,8.6,14.853,-435.96,309.6,-0.068429,0.048709
92,2016/11/04 20:00,-19.72,17.95,26.666,-709.92,646.2,-0.11143,0.102061
93,2016/11/04 21:00,-21.2,19.62,28.886,-763.2,706.32,-0.119793,0.111665
94,2016/11/04 22:00,-16.34,15.68,22.646,-588.24,564.48,-0.092331,0.08898
95,2016/11/04 23:00,-5.83,6.8,8.957,-209.88,244.8,-0.032943,0.038445
96,2016/11/05 00:00,11.29,-7.88,13.768,406.44,-283.68,0.063795,-0.044618
97,2016/11/05 01:00,18.41,-19.81,27.044,662.76,-713.16,0.104028,-0.112547
