,date,u,v,uv,u_sabunn_m,v_sabunn_m,delta_lat,delta_lng
0,2016/02/01 00:00,-12.85,12.48,17.913,-462.6,449.28,-0.07261,0.070706
1,2016/02/01 01:00,-3.36,5.2,6.191,-120.96,187.2,-0.018986,0.029388
2,2016/02/01 02:00,9.0,-6.76,11.256,324.0,-243.36,0.050855,-0.038248
3,2016/02/01 03:00,14.55,-16.88,22.285,523.8,-607.68,0.082216,-0.095705
4,2016/02/01 04:00,16.06,-19.28,25.093,578.16,-694.08,0.090749,-0.109394
5,2016/02/01 05:00,16.12,-18.48,24.523,580.32,-665.28,0.091088,-0.104858
6,2016/02/01 06:00,13.66,-15.63,20.758,491.76,-562.68,0.077187,-0.088583
7,2016/02/01 07:00,9.44,-11.14,14.602,339.84,-401.04,0.053342,-0.063037
8,2016/02/01 08:00,2.16,-4.54,5.028,77.76,-163.44,0.012205,-0.025656
9,2016/02/01 09:00,-5.87,2.57,6.408,-211.32,92.52,-0.033169,0.01453
10,2016/02/01 10:00,-11.73,10.12,15.492,-422.28,364.32,-0.066282,0.05731
11,2016/02/01 11:00,-14.56,13.95,20.164,-524.16,502.2,-0.082273,0.079093
12,2016/02/01 12:00,-12.42,12.72,17.778,-447.12,457.92,-0.070181,0.072053
13,2016/02/01 13:00,-5.38,7.19,8.98,-193.68,258.84,-0.0304,0.040647
14,2016/02/01 14:00,7.92,-3.97,8.859,285.12,-142.92,0.044753,-0.022455
15,2016/02/01 15:00,15.62,-15.32,21.879,562.32,-551.52,0.088262,-0.086906
16,2016/02/01 16:00,17.51,-18.78,25.677,630.36,-676.08,0.098942,-0.10664
17,2016/02/01 17:00,17.21,-18.34,25.15,619.56,-660.24,0.097247,-0.104124
18,2016/02/01 18:00,15.5,-16.3,22.493,558.0,-586.8,0.087584,-0.092459
19,2016/02/01 19:00,11.74,-12.53,17.171,422.64,-451.08,0.066338,-0.070958
20,2016/02/01 20:00,6.14,-7.51,9.7,221.04,-270.36,0.034695,-0.042462
21,2016/02/01 21:00,-0.32,-2.24,2.263,-11.52,-80.64,-0.001808,-0.012657
22,2016/02/01 22:00,-6.42,3.09,7.125,-231.12,111.24,-0.036277,0.017472
23,2016/02/01 23:00,-10.86,9.18,14.22,-390.96,330.48,-0.061366,0.05197
24,2016/02/02 00:00,-12.6,12.44,17.706,-453.6,447.84,-0.071198,0.070472
25,2016/02/02 01:00,-10.63,11.09,15.362,-382.68,399.24,-0.060066,0.062778
26,2016/02/02 02:00,-3.41,4.97,6.027,-122.76,178.92,-0.019269,0.028089
27,2016/02/02 03:00,7.68,-5.26,9.309,276.48,-189.36,0.043397,-0.02975
28,2016/02/02 04:00,13.27,-14.95,19.99,477.72,-538.2,0.074984,-0.084715
29,2016/02/02 05:00,14.53,-17.63,22.846,523.08,-634.68,0.082103,-0.099957
30,2016/02/02 06:00,15.12,-17.37,23.029,544.32,-625.32,0.085437,-0.09851
31,2016/02/02 07:00,13.91,-15.62,20.916,500.76,-562.32,0.0786,-0.088536
32,2016/02/02 08:00,10.42,-12.07,15.946,375.12,-434.52,0.058879,-0.068321
33,2016/02/02 09:00,5.01,-7.0,8.608,180.36,-252.0,0.02831,-0.03957
34,2016/02/02 10:00,-1.36,-1.69,2.169,-48.96,-60.84,-0.007685,-0.00955
35,2016/02/02 11:00,-8.33,4.94,9.685,-299.88,177.84,-0.04707,0.027945
36,2016/02/02 12:00,-12.52,11.02,16.679,-450.72,396.72,-0.070746,0.062426
37,2016/02/02 13:00,-12.9,12.23,17.776,-464.4,440.28,-0.072893,0.069291
38,2016/02/02 14:00,-9.06,8.97,12.749,-326.16,322.92,-0.051194,0.050752
39,2016/02/02 15:00,-0.63,2.11,2.202,-22.68,75.96,-0.00356,0.011923
40,2016/02/02 16:00,9.41,-7.72,12.172,338.76,-277.92,0.053172,-0.043684
41,2016/02/02 17:00,12.74,-14.12,19.018,458.64,-508.32,0.071989,-0.079994
42,2016/02/02 18:00,13.58,-15.75,20.796,488.88,-567.0,0.076735,-0.08926
43,2016/02/02 19:00,12.47,-15.1,19.583,448.92,-543.6,0.070463,-0.085536
44,2016/02/02 20:00,8.27,-11.76,14.377,297.72,-423.36,0.04673,-0.066524
45,2016/02/02 21:00,2.25,-6.58,6.954,81.0,-236.88,0.012714,-0.037184
46,2016/02/02 22:00,-5.68,0.0,5.68,-204.48,0.0,-0.032095,0.0
47,2016/02/02 23:00,-12.44,7.68,14.62,-447.84,276.48,-0.070294,0.043504
48,2016/02/03 00:00,-16.66,13.07,21.175,-599.76,470.52,-0.094139,0.074182
49,2016/02/03 01:00,-18.54,15.12,23.924,-667.44,544.32,-0.104762,0.085908
50,2016/02/03 02:00,-16.85,14.07,21.952,-606.6,506.52,-0.095213,0.079866
51,2016/02/03 03:00,-11.78,9.69,15.253,-424.08,348.84,-0.066564,0.054876
52,2016/02/03 04:00,-4.41,3.42,5.581,-158.76,123.12,-0.024919,0.019331
53,2016/02/03 05:00,3.44,-3.83,5.148,123.84,-137.88,0.019438,-0.021646
